sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_expected,sim_weight,sim_target,sim_conditions,sim_variance,sim_buffs,sim_application_timestamp
-12000,-12000,Earthly Star,,,,,,,[],
-2000,-2000,Lightspeed,,,,,,,[],
240,240,Grade 4 Gemdraught,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
1310,4500,Combust III (dot),70.0,9994.0,,Boss1,[],5180165.0,"['Grade 4 Gemdraught', 'Lightspeed']",
3620,4690,Fall Malefic,270.0,37833.0,,Boss1,[],74230445.0,"['Dokumori', 'Grade 4 Gemdraught', 'Lightspeed']",
4500,5032,Auto,90.0,0.0,,Boss1,[],0.0,"['Dokumori', 'Grade 4 Gemdraught', 'Lightspeed']",
5220,5220,Chain Stratagem,,,,,,,[],6020.0
5340,5340,Divination,,,,,,,[],5940.0
5400,5400,Starry Muse,,,,,,,[],
5533,5533,Starry Muse,,,,,,,[],
6400,6400,Quadruple Technical Finish,,,,,,,[],
6533,6533,Quadruple Technical Finish,,,,,,,[],
6580,6580,the Balance,,,,,,,[],7200.0
5960,7030,Fall Malefic,270.0,42109.0,,Boss1,[],91960186.0,"['Divination', 'Dokumori', 'Grade 4 Gemdraught', 'Lightspeed', 'Starry Muse']",
1310,7500,Combust III (dot),70.0,9994.0,,Boss1,[],5180165.0,"['Grade 4 Gemdraught', 'Lightspeed']",
7200,7820,Lord of Crowns,400.0,68976.0,,Boss1,[],271752857.0,"['Chain Stratagem', 'Divination', 'Dokumori', 'Grade 4 Gemdraught', 'Lightspeed', 'Starry Muse', 'Technical Finish']",
8000,8000,Stellar Explosion (pet),310.0,51378.0,,Boss1,['Giant Dominance'],150766246.0,"['Chain Stratagem', 'Divination', 'Dokumori', 'Giant Dominance', 'Grade 4 Gemdraught', 'Lightspeed', 'Starry Muse', 'Technical Finish']",
7700,8232,Auto,90.0,0.0,,Boss1,[],0.0,"['Chain Stratagem', 'Divination', 'Dokumori', 'Grade 4 Gemdraught', 'Lightspeed', 'Starry Muse', 'Technical Finish']",
8890,8890,Umbral Draw,,,,,,,[],
