sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,222.0,444,0,22516,44823,0
4600,5400,Broil IV,44823.0,444,0,22516,89646,0
-200,7500,Biolysis (dot),11258.0,444,0,33774,89646,0
7940,8740,Broil IV,55595.0,444,0,33774,145241,0
8440,8972,Auto,275.0,719,0,33774,145241,0
8543,9613,Energy Drain,17386.0,719,0,33774,145241,17386
-200,10500,Biolysis (dot),11258.0,719,0,45032,145241,17386
10340,11140,Broil IV,55595.0,719,0,45032,200836,17386
10943,12013,Energy Drain,17386.0,719,0,45032,200836,34772
11560,12092,Auto,275.0,994,0,45032,200836,34772
-200,13500,Biolysis (dot),11258.0,994,0,56290,200836,34772
12740,13540,Broil IV,55595.0,994,0,56290,256431,34772
13343,14413,Energy Drain,17386.0,994,0,56290,256431,52158
15140,15940,Broil IV,55595.0,994,0,56290,312026,52158
15640,16172,Auto,275.0,1269,0,56290,312026,52158
-200,16500,Biolysis (dot),11258.0,1269,0,67548,312026,52158
17540,18340,Broil IV,55595.0,1269,0,67548,367621,52158
18760,19292,Auto,275.0,1544,0,67548,367621,52158
-200,19500,Biolysis (dot),11258.0,1544,0,78806,367621,52158
18143,19500,Baneful Impaction (dot),25256.0,1544,25256,78806,367621,52158
19940,20740,Broil IV,55595.0,1544,25256,78806,423216,52158
20543,21613,Energy Drain,17386.0,1544,25256,78806,423216,69544
-200,22500,Biolysis (dot),11258.0,1544,25256,90064,423216,69544
18143,22500,Baneful Impaction (dot),25256.0,1544,50512,90064,423216,69544
22340,23140,Broil IV,55595.0,1544,50512,90064,478811,69544
22840,23372,Auto,275.0,1819,50512,90064,478811,69544
22943,24013,Energy Drain,17386.0,1819,50512,90064,478811,86930
24420,25490,Energy Drain,17386.0,1819,50512,90064,478811,104316
23800,25500,Biolysis (dot),15274.0,1819,50512,105338,478811,104316
18143,25500,Baneful Impaction (dot),25256.0,1819,75768,105338,478811,104316
25960,26492,Auto,250.0,2069,75768,105338,478811,104316
27140,27940,Broil IV,44823.0,2069,75768,105338,523634,104316
23800,28500,Biolysis (dot),15274.0,2069,75768,120612,523634,104316
18143,28500,Baneful Impaction (dot),25256.0,2069,101024,120612,523634,104316
29541,30341,Broil IV,44823.0,2069,101024,120612,568457,104316
30041,30573,Auto,222.0,2291,101024,120612,568457,104316
23800,31500,Biolysis (dot),15274.0,2291,101024,135886,568457,104316
18143,31500,Baneful Impaction (dot),25256.0,2291,126280,135886,568457,104316
31941,32741,Broil IV,41419.0,2291,126280,135886,609876,104316
33161,33693,Auto,222.0,2513,126280,135886,609876,104316
23800,34500,Biolysis (dot),15274.0,2513,126280,151160,609876,104316
34341,35141,Broil IV,41419.0,2513,126280,151160,651295,104316
23800,37500,Biolysis (dot),15274.0,2513,126280,166434,651295,104316
36741,37541,Broil IV,41419.0,2513,126280,166434,692714,104316
37241,37773,Auto,222.0,2735,126280,166434,692714,104316
39141,39941,Broil IV,41419.0,2735,126280,166434,734133,104316
23800,40500,Biolysis (dot),15274.0,2735,126280,181708,734133,104316
40361,40893,Auto,222.0,2957,126280,181708,734133,104316
41541,42341,Broil IV,41419.0,2957,126280,181708,775552,104316
23800,43500,Biolysis (dot),15274.0,2957,126280,196982,775552,104316
43941,44741,Broil IV,41396.0,2957,126280,196982,816948,104316
44441,44973,Auto,221.0,3178,126280,196982,816948,104316
23800,46500,Biolysis (dot),15274.0,3178,126280,212256,816948,104316
46341,47141,Broil IV,41396.0,3178,126280,212256,858344,104316
47561,48093,Auto,221.0,3399,126280,212256,858344,104316
23800,49500,Biolysis (dot),15274.0,3399,126280,227530,858344,104316
48741,49541,Broil IV,41396.0,3399,126280,227530,899740,104316
51141,51941,Broil IV,41396.0,3399,126280,227530,941136,104316
51641,52173,Auto,221.0,3620,126280,227530,941136,104316
23800,52500,Biolysis (dot),15274.0,3620,126280,242804,941136,104316
54761,55293,Auto,221.0,3841,126280,242804,941136,104316
52601,55500,Biolysis (dot),11370.0,3841,126280,254174,941136,104316
55941,56741,Broil IV,41396.0,3841,126280,254174,982532,104316
52601,58500,Biolysis (dot),11370.0,3841,126280,265544,982532,104316
58341,59141,Broil IV,41396.0,3841,126280,265544,1023928,104316
58841,59373,Auto,221.0,4062,126280,265544,1023928,104316
52601,61500,Biolysis (dot),11370.0,4062,126280,276914,1023928,104316
60741,61541,Broil IV,41396.0,4062,126280,276914,1065324,104316
61961,62493,Auto,221.0,4283,126280,276914,1065324,104316
63141,63941,Broil IV,41396.0,4283,126280,276914,1106720,104316
52601,64500,Biolysis (dot),11370.0,4283,126280,288284,1106720,104316
65541,66341,Broil IV,41396.0,4283,126280,288284,1148116,104316
66041,66573,Auto,221.0,4504,126280,288284,1148116,104316
52601,67500,Biolysis (dot),11370.0,4504,126280,299654,1148116,104316
