sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Combust III (dot),Fall Malefic,Lord of Crowns,Oracle,Stellar Explosion (pet)
717450,730500,Combust III (dot),70,1.0,19080,16940,78570,2800,5160,3720
731110,731642,Auto,90,1.0,19170,16940,78570,2800,5160,3720
732010,732010,Stellar Explosion (pet),310,1.0,19170,16940,78570,2800,5160,4030
731310,732380,Fall Malefic,270,1.0,19170,16940,78840,2800,5160,4030
717450,733500,Combust III (dot),70,1.0,19170,17010,78840,2800,5160,4030
731930,733670,Oracle,860,1.0,19170,17010,78840,2800,6020,4030
735010,735542,Auto,90,1.0,19260,17010,78840,2800,6020,4030
734510,735580,Fall Malefic,270,1.0,19260,17010,79110,2800,6020,4030
717450,736500,Combust III (dot),70,1.0,19260,17080,79110,2800,6020,4030
736820,737890,Fall Malefic,270,1.0,19260,17080,79380,2800,6020,4030
738210,738742,Auto,90,1.0,19350,17080,79380,2800,6020,4030
717450,739500,Combust III (dot),70,1.0,19350,17150,79380,2800,6020,4030
739130,740200,Fall Malefic,270,1.0,19350,17150,79650,2800,6020,4030
741940,742472,Auto,90,1.0,19440,17150,79650,2800,6020,4030
717450,742500,Combust III (dot),70,1.0,19440,17220,79650,2800,6020,4030
741440,742510,Fall Malefic,270,1.0,19440,17220,79920,2800,6020,4030
743750,744820,Fall Malefic,270,1.0,19440,17220,80190,2800,6020,4030
717450,745500,Combust III (dot),70,1.0,19440,17290,80190,2800,6020,4030
745140,745672,Auto,90,1.0,19530,17290,80190,2800,6020,4030
745170,746240,Fall Malefic,270,1.0,19530,17290,80460,2800,6020,4030
747480,748550,Fall Malefic,270,1.0,19530,17290,80730,2800,6020,4030
748340,748872,Auto,90,1.0,19620,17290,80730,2800,6020,4030
749790,750860,Fall Malefic,270,1.0,19620,17290,81000,2800,6020,4030
