sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,885.0117,21422.317,704.828,43951.211,669.249,528710,32968946,502021
Leaping Opo,82.0,77889.841,50.285,8514.526,105.249,37720,6386967,78950
Auto,435.0,9081.731,52.191,5266.519,68.543,39150,3950553,51416
The Forbidden Chakra,63.011700000000005,54463.012,33.6,4574.974,439.781,25204,3431807,329891
Pouncing Coeurl,60.0,53711.983,41.593,4296.237,146.227,31200,3222719,109689
Dragon Kick,82.0,38996.695,34.981,4262.922,128.429,26240,3197729,96338
Fire's Reply,13.0,196491.615,24.263,3405.283,256.19,18200,2554391,192175
Rising Raptor,45.0,55453.178,32.395,3326.632,130.653,24300,2495393,98006
Twin Snakes,45.0,42970.978,25.196,2577.826,101.23,18900,1933694,75935
Phantom Rush,6.0,242268.333,11.998,1937.821,213.664,9000,1453610,160275
Demolish,30.0,42924.433,16.797,1716.689,82.517,12600,1287733,61898
Wind's Reply,9.0,131166.778,12.478,1573.737,143.831,9360,1180501,107891
Elixir Burst,8.0,143959.625,9.598,1535.311,146.219,7200,1151677,109683
Rising Phoenix,6.0,103762.0,7.199,829.957,88.757,5400,622572,66579
Six-sided Star,1.0,99600.0,1.222,132.778,73.994,917,99600,55505
