sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,550,28584.948,210.097,27888.794,429.135,157845,20952767,322408
Glare III,226,48948.513,105.285,14724.355,245.511,79100,11062364,184452
Dia (dot),246,12467.329,27.832,4082.224,65.798,20910,3066963,49434
Afflatus Misery,13,223379.692,24.225,3865.23,276.816,18200,2903936,207971
Glare IV,21,117752.857,17.889,3291.388,185.844,13440,2472810,139624
Assize,19,60157.842,10.116,1521.368,89.27,7600,1142999,67068
Dia,25,12147.8,2.828,404.228,20.427,2125,303695,15347
