sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,206855.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,0,0,0,0
9190,9940,Blizzard in Cyan,164883.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,0,0,0,0
9690,10222,Auto,0.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,0,0,0,0
11660,12460,Stone in Yellow,182987.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,182987,0,0,0
12650,13182,Auto,0.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,182987,0,0,0
14130,14980,Thunder in Magenta,191102.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,182987,191102,0,0
15610,16142,Auto,0.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,182987,191102,0,0
16079,17059,Winged Muse,162655.0,0,0,164883,0,0,0,0,0,0,0,0,0,117220,133983,0,206855,182987,191102,0,162655
15380,17250,Comet in Black,191102.0,0,0,164883,0,191102,0,0,0,0,0,0,0,117220,133983,0,206855,182987,191102,0,162655
17850,19090,Rainbow Drip,203320.0,0,0,164883,0,191102,0,0,0,0,0,0,0,117220,337303,0,206855,182987,191102,0,162655
18570,19102,Auto,0.0,0,0,164883,0,191102,0,0,0,0,0,0,0,117220,337303,0,206855,182987,191102,0,162655
18550,19700,Mog of the Ages,203320.0,0,0,164883,0,191102,0,0,0,0,0,203320,0,117220,337303,0,206855,182987,191102,0,162655
20351,21731,Hammer Stamp,197082.0,0,0,164883,0,191102,0,0,0,197082,0,203320,0,117220,337303,0,206855,182987,191102,0,162655
21530,22062,Auto,0.0,0,0,164883,0,191102,0,0,0,197082,0,203320,0,117220,337303,0,206855,182987,191102,0,162655
22851,24101,Hammer Brush,204192.0,0,0,164883,0,191102,0,0,204192,197082,0,203320,0,117220,337303,0,206855,182987,191102,0,162655
24490,25022,Auto,0.0,0,0,164883,0,191102,0,0,204192,197082,0,203320,0,117220,337303,0,206855,182987,191102,0,162655
25351,27451,Polishing Hammer,189847.0,0,0,164883,0,191102,0,0,204192,197082,0,203320,189847,117220,337303,0,206855,182987,191102,0,162655
27450,27982,Auto,0.0,0,0,164883,0,191102,0,0,204192,197082,0,203320,189847,117220,337303,0,206855,182987,191102,0,162655
