sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,59311.002,276.37,37812.05,569.545,207650,28409970,427926
Blizzard in Cyan,27,118118.407,30.904,4244.639,217.628,23220,3189197,163514
Comet in Black,21,131511.905,26.273,3675.732,213.785,19740,2761750,160627
Stone in Yellow,20,123299.35,23.957,3282.088,195.468,18000,2465987,146864
Water in Blue,28,76329.0,21.242,2844.507,143.075,15960,2137212,107499
Polishing Hammer,14,144535.214,11.18,2693.154,20.804,8400,2023493,15631
Hammer Brush,14,139670.214,10.807,2602.503,20.108,8120,1955383,15108
Hammer Stamp,14,134805.571,10.435,2511.859,19.406,7840,1887278,14581
Thunder in Magenta,14,131403.429,17.515,2448.467,174.391,13160,1839648,131028
Aero in Green,22,70983.0,15.519,2078.435,117.94,11660,1561626,88614
Fire in Red,22,65637.0,14.348,1921.9,109.057,10780,1444014,81940
Rainbow Drip,9,144262.889,11.978,1728.051,153.452,9000,1298366,115296
Star Prism,7,160191.571,10.248,1492.441,150.253,7700,1121341,112892
Holy in White,13,77292.846,9.862,1337.341,98.763,7410,1004807,74205
Retribution of the Madeen,5,158355.2,7.32,1053.809,125.59,5500,791776,94362
Mog of the Ages,5,140311.2,6.655,933.731,111.266,5000,701556,83599
Fanged Muse,5,114095.4,5.324,759.272,90.525,4000,570477,68016
Winged Muse,5,112248.6,5.324,746.982,89.012,4000,561243,66879
Clawed Muse,5,110017.4,5.324,732.134,87.193,4000,550087,65512
Pom Muse,5,108945.8,5.324,725.003,86.341,4000,544729,64872
