sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4421,14157.021,432.714,33205.138,585.944,325990,25015456,441427
Burst Shot,184.60590000000002,28789.676,53.909,7054.711,169.52,40613,5314744,127710
Refulgent Arrow,91.74279999999999,40694.67,34.097,4955.716,232.051,25687,3733443,174818
Shot,248.0,9357.5,26.335,3080.409,53.393,19840,2320660,40224
Heartbreak Shot,89.9425,25601.09,21.489,3056.471,119.749,16189,2302626,90214
Pitch Perfect,32.49960000000001,54542.117,14.309,2352.918,204.805,10780,1772597,154292
Empyreal Arrow,49.0,36077.857,16.911,2346.571,91.667,12740,1767815,69058
Radiant Encore,7.0,207933.857,9.69,1932.058,200.442,7300,1455537,151005
Apex Arrow,11.999999999999998,110793.917,10.85,1764.794,329.193,8174,1329527,248001
Blast Arrow,11.651299999999999,114035.687,10.825,1763.649,144.303,8155,1328664,108712
Stormbite (dot),251.0,3651.641,8.329,1216.631,21.14,6275,916562,15926
Resonant Arrow,7.0,127684.571,5.947,1186.406,122.038,4480,893792,91939
Sidewinder,13.0,65971.615,6.902,1138.406,87.457,5200,857631,65887
Caustic Bite (dot),250.0,2922.92,6.637,969.96,16.892,5000,730730,12726
Iron Jaws,18.0,14450.056,2.389,345.254,22.372,1800,260101,16854
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
