sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
251183,252653,Refulgent Arrow,62.0,417900,286689,1785130,18696,244938,601780,785740,87413,572432,337602,1181983,241153,761430,250389,12331,309117
251183,252833,Blast Arrow,128650.0,417900,415339,1785130,18696,244938,601780,785740,87413,572432,337602,1181983,241153,761430,250389,12331,309117
252423,252953,Sidewinder,73829.0,417900,415339,1785130,18696,244938,601780,785740,87413,572432,337602,1181983,241153,761430,324218,12331,309117
252320,253078,Shot,12443.0,417900,415339,1785130,18696,244938,601780,785740,87413,572432,337602,1181983,241153,773873,324218,12331,309117
251803,253453,Heartbreak Shot,29786.0,417900,415339,1785130,18696,244938,601780,815526,87413,572432,337602,1181983,241153,773873,324218,12331,309117
225703,253500,Caustic Bite (dot),2484.0,417900,415339,1785130,18696,247422,601780,815526,87413,572432,337602,1181983,241153,773873,324218,12331,309117
225703,253500,Stormbite (dot),3106.0,417900,415339,1785130,18696,247422,601780,815526,87413,572432,337602,1181983,241153,773873,324218,12331,312223
253674,255634,Radiant Encore,203038.0,417900,415339,1785130,18696,247422,601780,815526,87413,572432,540640,1181983,241153,773873,324218,12331,312223
254914,255714,Pitch Perfect,5149.0,417900,415339,1785130,18696,247422,601780,815526,87413,577581,540640,1181983,241153,773873,324218,12331,312223
255360,256118,Shot,12443.0,417900,415339,1785130,18696,247422,601780,815526,87413,577581,540640,1181983,241153,786316,324218,12331,312223
225703,256500,Stormbite (dot),3106.0,417900,415339,1785130,18696,247422,601780,815526,87413,577581,540640,1181983,241153,786316,324218,12331,315329
225703,256500,Caustic Bite (dot),2484.0,417900,415339,1785130,18696,249906,601780,815526,87413,577581,540640,1181983,241153,786316,324218,12331,315329
254914,256564,Heartbreak Shot,15052.0,417900,415339,1785130,18696,249906,601780,830578,87413,577581,540640,1181983,241153,786316,324218,12331,315329
256784,257584,Pitch Perfect,22909.0,417900,415339,1785130,18696,249906,601780,830578,87413,600490,540640,1181983,241153,786316,324218,12331,315329
256164,257634,Refulgent Arrow,51674.0,417900,415339,1785130,18696,249906,601780,830578,87413,600490,540640,1233657,241153,786316,324218,12331,315329
256164,257754,Refulgent Arrow,51674.0,417900,415339,1785130,18696,249906,601780,830578,87413,600490,540640,1285331,241153,786316,324218,12331,315329
256164,257874,Refulgent Arrow,51674.0,417900,415339,1785130,18696,249906,601780,830578,87413,600490,540640,1337005,241153,786316,324218,12331,315329
256784,258434,Heartbreak Shot,1278.0,417900,415339,1785130,18696,249906,601780,831856,87413,600490,540640,1337005,241153,786316,324218,12331,315329
258400,259158,Shot,12443.0,417900,415339,1785130,18696,249906,601780,831856,87413,600490,540640,1337005,241153,798759,324218,12331,315329
225703,259500,Caustic Bite (dot),2484.0,417900,415339,1785130,18696,252390,601780,831856,87413,600490,540640,1337005,241153,798759,324218,12331,315329
225703,259500,Stormbite (dot),3106.0,417900,415339,1785130,18696,252390,601780,831856,87413,600490,540640,1337005,241153,798759,324218,12331,318435
259304,260104,Pitch Perfect,22337.0,417900,415339,1785130,18696,252390,601780,831856,87413,622827,540640,1337005,241153,798759,324218,12331,318435
258654,260124,Refulgent Arrow,13047.0,417900,415339,1785130,18696,252390,601780,831856,87413,622827,540640,1350052,241153,798759,324218,12331,318435
258654,260124,Burst Shot,30350.0,417900,415339,1815480,18696,252390,601780,831856,87413,622827,540640,1350052,241153,798759,324218,12331,318435
261440,262198,Shot,12443.0,417900,415339,1815480,18696,252390,601780,831856,87413,622827,540640,1350052,241153,811202,324218,12331,318435
261144,262304,Resonant Arrow,118124.0,417900,415339,1815480,18696,252390,601780,831856,87413,622827,540640,1350052,359277,811202,324218,12331,318435
225703,262500,Stormbite (dot),3106.0,417900,415339,1815480,18696,252390,601780,831856,87413,622827,540640,1350052,359277,811202,324218,12331,321541
225703,262500,Caustic Bite (dot),2484.0,417900,415339,1815480,18696,254874,601780,831856,87413,622827,540640,1350052,359277,811202,324218,12331,321541
262444,263244,Pitch Perfect,12896.0,417900,415339,1815480,18696,254874,601780,831856,87413,635723,540640,1350052,359277,811202,324218,12331,321541
261794,263444,Heartbreak Shot,16882.0,417900,415339,1815480,18696,254874,601780,848738,87413,635723,540640,1350052,359277,811202,324218,12331,321541
263634,264304,Iron Jaws,18451.0,417900,415339,1815480,18696,254874,601780,848738,105864,635723,540640,1350052,359277,811202,324218,12331,321541
264480,265238,Shot,12443.0,417900,415339,1815480,18696,254874,601780,848738,105864,635723,540640,1350052,359277,823645,324218,12331,321541
264254,265284,Empyreal Arrow,47987.0,417900,415339,1815480,18696,254874,649767,848738,105864,635723,540640,1350052,359277,823645,324218,12331,321541
263634,265500,Caustic Bite (dot),3691.0,417900,415339,1815480,18696,258565,649767,848738,105864,635723,540640,1350052,359277,823645,324218,12331,321541
263634,265500,Stormbite (dot),4615.0,417900,415339,1815480,18696,258565,649767,848738,105864,635723,540640,1350052,359277,823645,324218,12331,326156
264874,265674,Pitch Perfect,21633.0,417900,415339,1815480,18696,258565,649767,848738,105864,657356,540640,1350052,359277,823645,324218,12331,326156
265494,266294,Pitch Perfect,21507.0,417900,415339,1815480,18696,258565,649767,848738,105864,678863,540640,1350052,359277,823645,324218,12331,326156
266124,267594,Refulgent Arrow,24152.0,417900,415339,1815480,18696,258565,649767,848738,105864,678863,540640,1374204,359277,823645,324218,12331,326156
266124,267594,Burst Shot,17878.0,417900,415339,1833358,18696,258565,649767,848738,105864,678863,540640,1374204,359277,823645,324218,12331,326156
267520,268278,Shot,9665.0,417900,415339,1833358,18696,258565,649767,848738,105864,678863,540640,1374204,359277,833310,324218,12331,326156
263634,268500,Stormbite (dot),4615.0,417900,415339,1833358,18696,258565,649767,848738,105864,678863,540640,1374204,359277,833310,324218,12331,330771
263634,268500,Caustic Bite (dot),3691.0,417900,415339,1833358,18696,262256,649767,848738,105864,678863,540640,1374204,359277,833310,324218,12331,330771
269264,270064,Pitch Perfect,10550.0,417900,415339,1833358,18696,262256,649767,848738,105864,689413,540640,1374204,359277,833310,324218,12331,330771
268614,270084,Refulgent Arrow,9210.0,417900,415339,1833358,18696,262256,649767,848738,105864,689413,540640,1383414,359277,833310,324218,12331,330771
268614,270084,Burst Shot,20186.0,417900,415339,1853544,18696,262256,649767,848738,105864,689413,540640,1383414,359277,833310,324218,12331,330771
269264,270914,Heartbreak Shot,8450.0,417900,415339,1853544,18696,262256,649767,857188,105864,689413,540640,1383414,359277,833310,324218,12331,330771
270560,271318,Shot,8405.0,417900,415339,1853544,18696,262256,649767,857188,105864,689413,540640,1383414,359277,841715,324218,12331,330771
263634,271500,Stormbite (dot),4615.0,417900,415339,1853544,18696,262256,649767,857188,105864,689413,540640,1383414,359277,841715,324218,12331,335386
263634,271500,Caustic Bite (dot),3691.0,417900,415339,1853544,18696,265947,649767,857188,105864,689413,540640,1383414,359277,841715,324218,12331,335386
269914,271564,Heartbreak Shot,2579.0,417900,415339,1853544,18696,265947,649767,859767,105864,689413,540640,1383414,359277,841715,324218,12331,335386
271754,272554,Pitch Perfect,11178.0,417900,415339,1853544,18696,265947,649767,859767,105864,700591,540640,1383414,359277,841715,324218,12331,335386
271104,272574,Refulgent Arrow,8938.0,417900,415339,1853544,18696,265947,649767,859767,105864,700591,540640,1392352,359277,841715,324218,12331,335386
271104,272574,Burst Shot,20400.0,417900,415339,1873944,18696,265947,649767,859767,105864,700591,540640,1392352,359277,841715,324218,12331,335386
273600,274358,Shot,8405.0,417900,415339,1873944,18696,265947,649767,859767,105864,700591,540640,1392352,359277,850120,324218,12331,335386
263634,274500,Stormbite (dot),4615.0,417900,415339,1873944,18696,265947,649767,859767,105864,700591,540640,1392352,359277,850120,324218,12331,340001
263634,274500,Caustic Bite (dot),3691.0,417900,415339,1873944,18696,269638,649767,859767,105864,700591,540640,1392352,359277,850120,324218,12331,340001
274214,275014,Pitch Perfect,13050.0,417900,415339,1873944,18696,269638,649767,859767,105864,713641,540640,1392352,359277,850120,324218,12331,340001
273594,275064,Refulgent Arrow,9189.0,417900,415339,1873944,18696,269638,649767,859767,105864,713641,540640,1401541,359277,850120,324218,12331,340001
273594,275064,Burst Shot,20203.0,417900,415339,1894147,18696,269638,649767,859767,105864,713641,540640,1401541,359277,850120,324218,12331,340001
276640,277398,Shot,8405.0,417900,415339,1894147,18696,269638,649767,859767,105864,713641,540640,1401541,359277,858525,324218,12331,340001
263634,277500,Stormbite (dot),4615.0,417900,415339,1894147,18696,269638,649767,859767,105864,713641,540640,1401541,359277,858525,324218,12331,344616
263634,277500,Caustic Bite (dot),3691.0,417900,415339,1894147,18696,273329,649767,859767,105864,713641,540640,1401541,359277,858525,324218,12331,344616
276084,277554,Burst Shot,20219.0,417900,415339,1914366,18696,273329,649767,859767,105864,713641,540640,1401541,359277,858525,324218,12331,344616
276084,277554,Refulgent Arrow,9168.0,417900,415339,1914366,18696,273329,649767,859767,105864,713641,540640,1410709,359277,858525,324218,12331,344616
277384,278184,Pitch Perfect,11937.0,417900,415339,1914366,18696,273329,649767,859767,105864,725578,540640,1410709,359277,858525,324218,12331,344616
276734,278384,Heartbreak Shot,11403.0,417900,415339,1914366,18696,273329,649767,871170,105864,725578,540640,1410709,359277,858525,324218,12331,344616
278574,280044,Burst Shot,20386.0,417900,415339,1934752,18696,273329,649767,871170,105864,725578,540640,1410709,359277,858525,324218,12331,344616
278574,280044,Refulgent Arrow,8956.0,417900,415339,1934752,18696,273329,649767,871170,105864,725578,540640,1419665,359277,858525,324218,12331,344616
279254,280284,Empyreal Arrow,32412.0,417900,415339,1934752,18696,273329,682179,871170,105864,725578,540640,1419665,359277,858525,324218,12331,344616
279680,280438,Shot,8405.0,417900,415339,1934752,18696,273329,682179,871170,105864,725578,540640,1419665,359277,866930,324218,12331,344616
263634,280500,Stormbite (dot),4615.0,417900,415339,1934752,18696,273329,682179,871170,105864,725578,540640,1419665,359277,866930,324218,12331,349231
263634,280500,Caustic Bite (dot),3691.0,417900,415339,1934752,18696,277020,682179,871170,105864,725578,540640,1419665,359277,866930,324218,12331,349231
279904,280704,Pitch Perfect,14181.0,417900,415339,1934752,18696,277020,682179,871170,105864,739759,540640,1419665,359277,866930,324218,12331,349231
281714,282514,Pitch Perfect,12709.0,417900,415339,1934752,18696,277020,682179,871170,105864,752468,540640,1419665,359277,866930,324218,12331,349231
281064,282534,Refulgent Arrow,9036.0,417900,415339,1934752,18696,277020,682179,871170,105864,752468,540640,1428701,359277,866930,324218,12331,349231
281064,282534,Burst Shot,20323.0,417900,415339,1955075,18696,277020,682179,871170,105864,752468,540640,1428701,359277,866930,324218,12331,349231
282720,283478,Shot,8405.0,417900,415339,1955075,18696,277020,682179,871170,105864,752468,540640,1428701,359277,875335,324218,12331,349231
263634,283500,Stormbite (dot),4615.0,417900,415339,1955075,18696,277020,682179,871170,105864,752468,540640,1428701,359277,875335,324218,12331,353846
263634,283500,Caustic Bite (dot),3691.0,417900,415339,1955075,18696,280711,682179,871170,105864,752468,540640,1428701,359277,875335,324218,12331,353846
284174,284974,Pitch Perfect,11950.0,417900,415339,1955075,18696,280711,682179,871170,105864,764418,540640,1428701,359277,875335,324218,12331,353846
283554,285024,Refulgent Arrow,9329.0,417900,415339,1955075,18696,280711,682179,871170,105864,764418,540640,1438030,359277,875335,324218,12331,353846
283554,285024,Burst Shot,20093.0,417900,415339,1975168,18696,280711,682179,871170,105864,764418,540640,1438030,359277,875335,324218,12331,353846
284824,285624,Pitch Perfect,8967.0,417900,415339,1975168,18696,280711,682179,871170,105864,773385,540640,1438030,359277,875335,324218,12331,353846
284824,285624,Pitch Perfect,4216.0,417900,415339,1975168,18696,280711,682179,871170,105864,777601,540640,1438030,359277,875335,324218,12331,353846
284174,285824,Heartbreak Shot,8100.0,417900,415339,1975168,18696,280711,682179,879270,105864,777601,540640,1438030,359277,875335,324218,12331,353846
284824,286474,Heartbreak Shot,2929.0,417900,415339,1975168,18696,280711,682179,882199,105864,777601,540640,1438030,359277,875335,324218,12331,353846
263634,286500,Caustic Bite (dot),3691.0,417900,415339,1975168,18696,284402,682179,882199,105864,777601,540640,1438030,359277,875335,324218,12331,353846
263634,286500,Stormbite (dot),4615.0,417900,415339,1975168,18696,284402,682179,882199,105864,777601,540640,1438030,359277,875335,324218,12331,358461
285760,286518,Shot,8399.0,417900,415339,1975168,18696,284402,682179,882199,105864,777601,540640,1438030,359277,883734,324218,12331,358461
286044,287514,Refulgent Arrow,8716.0,417900,415339,1975168,18696,284402,682179,882199,105864,777601,540640,1446746,359277,883734,324218,12331,358461
286044,287514,Burst Shot,20556.0,417900,415339,1995724,18696,284402,682179,882199,105864,777601,540640,1446746,359277,883734,324218,12331,358461
263634,289500,Caustic Bite (dot),3691.0,417900,415339,1995724,18696,288093,682179,882199,105864,777601,540640,1446746,359277,883734,324218,12331,358461
263634,289500,Stormbite (dot),4615.0,417900,415339,1995724,18696,288093,682179,882199,105864,777601,540640,1446746,359277,883734,324218,12331,363076
288800,289558,Shot,8399.0,417900,415339,1995724,18696,288093,682179,882199,105864,777601,540640,1446746,359277,892133,324218,12331,363076
288534,290004,Refulgent Arrow,9574.0,417900,415339,1995724,18696,288093,682179,882199,105864,777601,540640,1456320,359277,892133,324218,12331,363076
288534,290004,Burst Shot,19882.0,417900,415339,2015606,18696,288093,682179,882199,105864,777601,540640,1456320,359277,892133,324218,12331,363076
289184,290834,Heartbreak Shot,9070.0,417900,415339,2015606,18696,288093,682179,891269,105864,777601,540640,1456320,359277,892133,324218,12331,363076
291024,292494,Refulgent Arrow,8653.0,417900,415339,2015606,18696,288093,682179,891269,105864,777601,540640,1464973,359277,892133,324218,12331,363076
291024,292494,Burst Shot,20606.0,417900,415339,2036212,18696,288093,682179,891269,105864,777601,540640,1464973,359277,892133,324218,12331,363076
263634,292500,Caustic Bite (dot),3691.0,417900,415339,2036212,18696,291784,682179,891269,105864,777601,540640,1464973,359277,892133,324218,12331,363076
263634,292500,Stormbite (dot),4615.0,417900,415339,2036212,18696,291784,682179,891269,105864,777601,540640,1464973,359277,892133,324218,12331,367691
291840,292598,Shot,8399.0,417900,415339,2036212,18696,291784,682179,891269,105864,777601,540640,1464973,359277,900532,324218,12331,367691
291674,293324,Heartbreak Shot,20217.0,417900,415339,2036212,18696,291784,682179,911486,105864,777601,540640,1464973,359277,900532,324218,12331,367691
293514,294984,Refulgent Arrow,9480.0,417900,415339,2036212,18696,291784,682179,911486,105864,777601,540640,1474453,359277,900532,324218,12331,367691
293514,294984,Burst Shot,19956.0,417900,415339,2056168,18696,291784,682179,911486,105864,777601,540640,1474453,359277,900532,324218,12331,367691
294254,295284,Empyreal Arrow,32390.0,417900,415339,2056168,18696,291784,714569,911486,105864,777601,540640,1474453,359277,900532,324218,12331,367691
263634,295500,Caustic Bite (dot),3691.0,417900,415339,2056168,18696,295475,714569,911486,105864,777601,540640,1474453,359277,900532,324218,12331,367691
263634,295500,Stormbite (dot),4615.0,417900,415339,2056168,18696,295475,714569,911486,105864,777601,540640,1474453,359277,900532,324218,12331,372306
294880,295638,Shot,8399.0,417900,415339,2056168,18696,295475,714569,911486,105864,777601,540640,1474453,359277,908931,324218,12331,372306
294874,296524,Heartbreak Shot,20118.0,417900,415339,2056168,18696,295475,714569,931604,105864,777601,540640,1474453,359277,908931,324218,12331,372306
296004,297474,Refulgent Arrow,8796.0,417900,415339,2056168,18696,295475,714569,931604,105864,777601,540640,1483249,359277,908931,324218,12331,372306
296004,297474,Burst Shot,20493.0,417900,415339,2076661,18696,295475,714569,931604,105864,777601,540640,1483249,359277,908931,324218,12331,372306
263634,298500,Stormbite (dot),4615.0,417900,415339,2076661,18696,295475,714569,931604,105864,777601,540640,1483249,359277,908931,324218,12331,376921
263634,298500,Caustic Bite (dot),3691.0,417900,415339,2076661,18696,299166,714569,931604,105864,777601,540640,1483249,359277,908931,324218,12331,376921
297920,298678,Shot,8399.0,417900,415339,2076661,18696,299166,714569,931604,105864,777601,540640,1483249,359277,917330,324218,12331,376921
297244,298894,Heartbreak Shot,8980.0,417900,415339,2076661,18696,299166,714569,940584,105864,777601,540640,1483249,359277,917330,324218,12331,376921
298494,299964,Burst Shot,20184.0,417900,415339,2096845,18696,299166,714569,940584,105864,777601,540640,1483249,359277,917330,324218,12331,376921
298494,299964,Refulgent Arrow,9190.0,417900,415339,2096845,18696,299166,714569,940584,105864,777601,540640,1492439,359277,917330,324218,12331,376921
299144,300794,Heartbreak Shot,11292.0,417900,415339,2096845,18696,299166,714569,951876,105864,777601,540640,1492439,359277,917330,324218,12331,376921
263634,301500,Stormbite (dot),4615.0,417900,415339,2096845,18696,299166,714569,951876,105864,777601,540640,1492439,359277,917330,324218,12331,381536
263634,301500,Caustic Bite (dot),3691.0,417900,415339,2096845,18696,302857,714569,951876,105864,777601,540640,1492439,359277,917330,324218,12331,381536
300960,301718,Shot,8399.0,417900,415339,2096845,18696,302857,714569,951876,105864,777601,540640,1492439,359277,925729,324218,12331,381536
