sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,66081.58,276.37,42128.44,647.231,207650,31653077,486295
Blizzard in Cyan,27,128437.63,30.904,4615.465,239.493,23220,3467816,179942
Comet in Black,21,151437.333,26.273,4232.644,249.38,19740,3180184,187371
Stone in Yellow,20,132639.3,23.957,3530.707,212.456,18000,2652786,159628
Hammer Brush,14,163184.143,10.807,3040.643,23.817,8120,2284578,17895
Polishing Hammer,14,160484.429,11.18,2990.339,23.29,8400,2246782,17499
Hammer Stamp,14,157502.714,10.435,2934.78,22.985,7840,2205038,17270
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Thunder in Magenta,14,151983.714,17.515,2831.943,204.077,13160,2127772,153333
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,173112.889,11.978,2073.63,185.868,9000,1558016,139651
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,205227.286,10.248,1912.021,192.703,7700,1436591,144787
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,197428.6,7.32,1313.831,157.404,5500,987143,118265
Mog of the Ages,5,165463.6,6.655,1101.113,132.478,5000,827318,99537
Fanged Muse,5,135968.6,5.324,904.832,109.191,4000,679843,82040
Winged Muse,5,132288.6,5.324,880.343,105.837,4000,661443,79520
Clawed Muse,5,117643.4,5.324,782.883,94.311,4000,588217,70860
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
