sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,38625.979,363.307,44167.477,585.013,272290,33102464,438453
Raiton,33,104608.636,32.583,4605.998,216.29,24420,3452085,162104
Gust Slash,79,41768.038,42.163,4402.643,132.312,31600,3299675,99165
Fleeting Raiju,33,98638.727,30.822,4343.138,204.0,23100,3255078,152893
Aeolian Edge,52,59468.654,38.854,4126.043,153.326,29120,3092370,114914
Hyosho Ranryu,13,231553.308,22.549,4016.397,300.848,16900,3010193,225478
Auto,342,8683.883,41.069,3962.619,57.987,30780,2969888,43460
Spinning Edge,79,31196.646,31.622,3288.344,98.802,23700,2464535,74050
Bhavacakra,45,50058.267,25.218,3005.596,125.125,18900,2252622,93778
Suiton,20,70645.65,15.477,1885.201,114.954,11600,1412913,86155
Armor Crush,27,52278.148,18.013,1883.329,96.978,13500,1411510,72683
Tenri Jindo,7,173289.286,10.274,1618.497,163.354,7700,1213025,122430
Kunai's Bane,13,87189.077,12.142,1512.334,113.282,9100,1133458,84902
Dream Within a Dream,39,24658.462,9.367,1283.136,55.491,7020,961680,41589
Zesho Meppo,7,113688.714,6.738,1061.837,107.491,5050,795821,80562
Phantom Kamaitachi (pet),9,81080.667,8.406,973.648,87.406,6300,729726,65509
Fuma Shuriken,7,78763.0,4.67,735.635,74.247,3500,551341,55646
Dokumori,7,44488.857,3.736,415.52,42.571,2800,311422,31906
Fleeting Raiju (pet),13,21016.231,2.775,364.536,27.324,2080,273211,20479
Spinning Edge (pet),10,15490.0,2.135,206.678,17.452,1600,154900,13080
Gust Slash (pet),9,16050.556,1.921,192.741,17.267,1440,144455,12941
Aeolian Edge (pet),8,16281.875,1.708,173.795,16.576,1280,130255,12423
Armor Crush (pet),5,16460.2,1.067,109.811,13.259,800,82301,9937
