sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,64720.812,276.37,41260.921,630.524,207650,31001269,473742
Blizzard in Cyan,27,126438.407,30.904,4543.622,234.99,23220,3413837,176559
Comet in Black,21,147392.762,26.273,4119.599,241.843,19740,3095248,181708
Stone in Yellow,20,130691.5,23.957,3478.859,208.726,18000,2613830,156826
Hammer Brush,14,158629.929,10.807,2955.783,23.067,8120,2220819,17331
Polishing Hammer,14,157361.429,11.18,2932.147,22.787,8400,2203060,17121
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Hammer Stamp,14,153106.714,10.435,2852.868,22.261,7840,2143494,16726
Thunder in Magenta,14,147768.071,17.515,2753.392,197.724,13160,2068753,148559
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,166353.667,11.978,1992.665,178.322,9000,1497183,133982
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,195455.0,10.248,1820.976,183.528,7700,1368185,137893
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,189445.4,7.32,1260.705,150.768,5500,947227,113279
Mog of the Ages,5,160162.8,6.655,1065.838,127.866,5000,800814,96072
Fanged Muse,5,131556.6,5.324,875.472,105.308,4000,657783,79123
Winged Muse,5,128048.2,5.324,852.124,102.142,4000,640241,76744
Clawed Muse,5,116249.0,5.324,773.604,92.98,4000,581245,69860
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
