sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,953,33321.366,290.557,42292.418,488.014,218165,31755262,366425
Drakesbane,60,68543.633,36.758,5477.283,152.266,27600,4112618,114329
Auto,268,11252.474,32.124,4016.332,67.0,24120,3015663,50307
Raiden Thrust,59,42732.814,25.145,3357.842,119.261,18880,2521236,89547
Heavens' Thrust,30,69257.567,18.379,2767.167,109.629,13800,2077727,82315
Wyrmwind Thrust,29,64185.517,16.994,2479.03,125.551,12760,1861380,94270
Stardiver,13,143171.462,14.544,2478.829,185.03,10920,1861229,138930
Mirage Dive,25,64357.6,12.652,2142.825,115.416,9500,1608940,86660
Nastrond,13,122717.0,12.466,2124.687,158.595,9360,1595321,119081
Starcross,13,119311.923,12.12,2065.732,154.195,9100,1551055,115777
High Jump,25,57375.68,13.318,1910.358,104.507,10000,1434392,78469
Chaotic Spring (dot),239,5983.49,14.324,1904.58,33.542,10755,1430054,25185
Chaotic Spring,30,46277.7,13.585,1849.012,87.963,10200,1388331,66047
Wheeling Thrust,30,46204.433,13.585,1846.085,92.164,10200,1386133,69201
Fang and Claw,30,45881.6,13.585,1833.186,91.416,10200,1376448,68640
Lance Barrage,30,45654.4,13.585,1824.109,90.882,10200,1369632,68239
Spiral Blow,30,39771.6,11.986,1589.063,79.258,9000,1193148,59511
Rise of the Dragon,7,105761.143,5.128,985.987,99.49,3850,740328,74702
Dragonfire Dive,7,96147.429,4.661,896.36,90.447,3500,673032,67912
Geirskogul,13,38037.846,4.848,658.576,49.574,3640,494492,37223
Piercing Talon,1,40130.0,0.466,53.446,14.322,350,40130,10754
True Thrust,1,23973.0,0.306,31.928,8.556,230,23973,6424
