#use_strict_skill_naming = False
#stats = {"job_class":"BLM","det_stat":1951,"crit_stat":1227,"dh_stat":1968,"tenacity":420,"speed_stat":3367,"version":"7.4","level":100,"wd":158,"main_stat":6837,"healer_or_caster_strength":200}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
6,Technical Finish,DNC,Buff Only,,,
-3.72,Fire III,,,"Boss0",,
-0.5999879987998806,High Thunder,,,"Boss0",,
0.10001200120011955,Swiftcast,,,,,
0.8000120012001197,Grade 4 Gemdraught,,,,,
1.5500270027002694,Fire IV,,,"Boss0",,
2.2500270027002696,Amplifier,,,,,
2.950027002700269,Ley Lines,,,,,
3.7000420042004194,Fire IV,,,"Boss0",,
5.53012501250125,Fire IV,,,"Boss0",,
7.360208020802082,Fire IV,,,"Boss0",,
9.190291029102914,Fire IV,,,"Boss0",,
11.020374037403748,Xenoglossy,,,"Boss0",,
11.720374037403747,Manafont,,,,,
12.850457045704577,Fire IV,,,"Boss0",,
14.680540054005402,Flare Star,,,"Boss0",,
16.51062306230623,Fire IV,,,"Boss0",,
18.34070607060706,Fire IV,,,"Boss0",,
20.17078907890789,Fire IV,,,"Boss0",,
22.00087208720872,Fire IV,,,"Boss0",,
23.830955095509545,High Thunder,,,"Boss0",,
25.980970097009696,Fire IV,,,"Boss0",,
28.130985098509846,Fire IV,,,"Boss0",,
30.281000100009997,Flare Star,,,"Boss0",,
32.43101510151014,Despair,,,"Boss0",,
33.13101510151014,Transpose,,,,,
33.83101510151014,Triplecast,,,,,
34.58103010301029,Blizzard III,,,"Boss0",,
36.73104510451044,Blizzard IV,,,"Boss0",,
38.8810601060106,Paradox,,,"Boss0",,
39.5810601060106,Transpose,,,,,
41.03107510751075,Paradox,,,"Boss0",,
43.1810901090109,Fire III,,,"Boss0",,
43.881090109010906,Ley Lines,,,,,
45.331105110511054,Fire IV,,,"Boss0",,
47.161188118811886,Fire IV,,,"Boss0",,
48.99127112711272,Fire IV,,,"Boss0",,
50.82135413541354,Fire IV,,,"Boss0",,
52.65143714371438,Fire IV,,,"Boss0",,
