#use_strict_skill_naming = False
#stats = {"job_class":"WHM","det_stat":3340,"crit_stat":3301,"dh_stat":906,"tenacity":420,"speed_stat":958,"version":"7.4","level":100,"wd":158,"main_stat":6819,"healer_or_caster_strength":244}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
124.70273027302738,Glare III,,,"Boss0",,
126.26478647864795,Presence of Mind,,,,,
127.13277327732783,Glare III,,,"Boss0",,
129.07286728672875,Afflatus Misery,,,"Boss0",,
129.8141414141415,Assize,,,"Boss0",,
131.01296129612967,Glare III,,,"Boss0",,
132.9530553055306,Glare III,,,"Boss0",,
134.89314931493152,Glare IV,,,"Boss0",,
136.83324332433247,Glare IV,,,"Boss0",,
138.7733373337334,Glare IV,,,"Boss0",,
140.71343134313435,Glare III,,,"Boss0",,
142.6535253525353,Glare III,,,"Boss0",,
145.08356835683574,Dia,,,"Boss0",,
147.51361136113616,Glare III,,,"Boss0",,
149.94365436543657,Afflatus Rapture,,,,,
152.37369736973696,Afflatus Rapture,,,,,
154.8037403740374,Afflatus Rapture,,,,,
157.2337833783378,Afflatus Misery,,,"Boss0",,
157.85378337833777,Lucid Dreaming,,,,,
158.47378337833774,Thin Air,,,,,
159.66382638263818,Glare III,,,"Boss0",,
161.2258825882587,Thin Air,,,,,
162.0938693869386,Glare III,,,"Boss0",,
164.52391239123904,Glare III,,,"Boss0",,
166.95395539553948,Glare III,,,"Boss0",,
169.38399839983992,Glare III,,,"Boss0",,
170.9460546054605,Assize,,,"Boss0",,
171.81404140414037,Glare III,,,"Boss0",,
174.24408440844078,Dia,,,"Boss0",,
176.67412741274126,Glare III,,,"Boss0",,
179.10417041704164,Glare III,,,"Boss0",,
181.5342134213421,Glare III,,,"Boss0",,
183.9642564256425,Glare III,,,"Boss0",,
186.39429942994295,Glare III,,,"Boss0",,
188.82434243424336,Glare III,,,"Boss0",,
191.25438543854384,Glare III,,,"Boss0",,
193.68442844284425,Afflatus Rapture,,,,,
196.1144714471447,Afflatus Rapture,,,,,
198.54451445144508,Glare III,,,"Boss0",,
200.9745574557455,Glare III,,,"Boss0",,
203.4046004600459,Glare III,,,"Boss0",,
205.83464346434633,Dia,,,"Boss0",,
208.26468646864674,Glare III,,,"Boss0",,
210.69472947294722,Glare III,,,"Boss0",,
212.2567856785678,Assize,,,"Boss0",,
213.12477247724766,Glare III,,,"Boss0",,
215.5548154815481,Glare III,,,"Boss0",,
217.98485848584855,Glare III,,,"Boss0",,
219.5469146914691,Lucid Dreaming,,,,,
220.41490149014896,Glare III,,,"Boss0",,
222.8449444944494,Afflatus Rapture,,,,,
225.27498749874988,Glare III,,,"Boss0",,
227.70503050305032,Glare III,,,"Boss0",,
230.1350735073508,Glare III,,,"Boss0",,
232.56511651165124,Glare III,,,"Boss0",,
234.99515951595168,Dia,,,"Boss0",,
237.42520252025213,Glare III,,,"Boss0",,
239.85524552455257,Glare III,,,"Boss0",,
242.28528852885302,Glare III,,,"Boss0",,
244.71533153315346,Glare III,,,"Boss0",,
246.27738773877402,Presence of Mind,,,,,
247.1453745374539,Glare III,,,"Boss0",,
249.08546854685483,Glare IV,,,"Boss0",,
251.02556255625578,Afflatus Misery,,,"Boss0",,
252.96565656565667,Glare IV,,,"Boss0",,
253.58565656565665,Assize,,,"Boss0",,
254.90575057505762,Glare IV,,,"Boss0",,
256.84584458445846,Glare III,,,"Boss0",,
258.78593859385944,Glare III,,,"Boss0",,
260.7260326032604,Glare III,,,"Boss0",,
262.66612661266134,Glare III,,,"Boss0",,
265.0961696169618,Dia,,,"Boss0",,
267.52621262126223,Glare III,,,"Boss0",,
269.9562556255626,Afflatus Rapture,,,,,
272.386298629863,Afflatus Rapture,,,,,
274.81634163416345,Afflatus Rapture,,,,,
277.24638463846384,Afflatus Misery,,,"Boss0",,
279.6764276427642,Glare III,,,"Boss0",,
281.23848384838476,Lucid Dreaming,,,,,
282.1064706470646,Glare III,,,"Boss0",,
284.53651365136506,Glare III,,,"Boss0",,
286.9665566556655,Glare III,,,"Boss0",,
289.396599659966,Glare III,,,"Boss0",,
291.82664266426644,Glare III,,,"Boss0",,
294.25668566856683,Dia,,,"Boss0",,
294.8766856685668,Assize,,,"Boss0",,
296.6867286728672,Glare III,,,"Boss0",,
299.11677167716766,Glare III,,,"Boss0",,
301.5468146814681,Glare III,,,"Boss0",,
303.9768576857686,Glare III,,,"Boss0",,
306.406900690069,Glare III,,,"Boss0",,
308.83694369436944,Glare III,,,"Boss0",,
311.2669866986698,Glare III,,,"Boss0",,
313.6970297029702,Glare III,,,"Boss0",,
316.1270727072706,Glare III,,,"Boss0",,
318.557115711571,Glare III,,,"Boss0",,
320.9871587158714,Glare III,,,"Boss0",,
323.41720172017176,Dia,,,"Boss0",,
325.8472447244722,Glare III,,,"Boss0",,
328.2772877287726,Glare III,,,"Boss0",,
330.707330733073,Afflatus Rapture,,,,,
333.1373737373734,Glare III,,,"Boss0",,
334.8766856685666,Assize,,,"Boss0",,
335.5674167416739,Glare III,,,"Boss0",,
337.9974597459744,Glare III,,,"Boss0",,
340.42750275027487,Glare III,,,"Boss0",,
342.85754575457537,Glare III,,,"Boss0",,
344.41960196019596,Lucid Dreaming,,,,,
345.2875887588758,Glare III,,,"Boss0",,
346.84964496449646,Thin Air,,,,,
347.71763176317626,Glare III,,,"Boss0",,
350.1476747674767,Afflatus Rapture,,,,,
352.5777177717771,Afflatus Rapture,,,,,
354.2977177717771,Grade 4 Gemdraught,,,,,
355.00776077607753,Dia,,,"Boss0",,
357.437803780378,Glare III,,,"Boss0",,
359.8678467846783,Glare III,,,"Boss0",,
362.2978897889787,Glare III,,,"Boss0",,
364.7279327932791,Glare III,,,"Boss0",,
366.2899889988997,Presence of Mind,,,,,
367.15797579757947,Glare III,,,"Boss0",,
369.0980698069804,Glare IV,,,"Boss0",,
371.03816381638137,Glare IV,,,"Boss0",,
372.9782578257824,Glare IV,,,"Boss0",,
374.91835183518333,Afflatus Misery,,,"Boss0",,
375.53835183518333,Assize,,,"Boss0",,
376.85844584458425,Glare III,,,"Boss0",,
378.79853985398523,Glare III,,,"Boss0",,
380.7386338633862,Glare III,,,"Boss0",,
382.6787278727872,Dia,,,"Boss0",,
385.10877087708764,Glare III,,,"Boss0",,
387.538813881388,Afflatus Rapture,,,,,
389.9688568856884,Afflatus Rapture,,,,,
392.39889988998885,Afflatus Rapture,,,,,
394.82894289428924,Afflatus Misery,,,"Boss0",,
397.25898589858963,Glare III,,,"Boss0",,
399.68902890289,Glare III,,,"Boss0",,
402.11907190719046,Glare III,,,"Boss0",,
404.5491149114909,Glare III,,,"Boss0",,
406.9791579157914,Glare III,,,"Boss0",,
409.40920092009185,Glare III,,,"Boss0",,
410.9712571257124,Lucid Dreaming,,,,,
411.83924392439224,Glare III,,,"Boss0",,
414.2692869286926,Dia,,,"Boss0",,
415.5383518351833,Assize,,,"Boss0",,
416.699329932993,Glare III,,,"Boss0",,
419.1293729372934,Glare III,,,"Boss0",,
421.5594159415939,Glare III,,,"Boss0",,
423.98945894589434,Glare III,,,"Boss0",,
426.4195019501947,Glare III,,,"Boss0",,
428.8495449544951,Glare III,,,"Boss0",,
431.2795879587955,Glare III,,,"Boss0",,
433.7096309630959,Glare III,,,"Boss0",,
436.1396739673963,Glare III,,,"Boss0",,
438.56971697169666,Glare III,,,"Boss0",,
440.99975997599705,Glare III,,,"Boss0",,
443.42980298029744,Glare III,,,"Boss0",,
445.8598459845978,Dia,,,"Boss0",,
448.28988898889827,Afflatus Rapture,,,,,
450.71993199319866,Afflatus Rapture,,,,,
453.1499749974991,Glare III,,,"Boss0",,
455.58001800179954,Afflatus Rapture,,,,,
456.20001800179955,Assize,,,"Boss0",,
458.0100610061,Glare III,,,"Boss0",,
460.44010401040043,Glare III,,,"Boss0",,
462.8701470147009,Glare III,,,"Boss0",,
465.3001900190013,Glare III,,,"Boss0",,
467.73023302330176,Glare III,,,"Boss0",,
470.1602760276022,Glare III,,,"Boss0",,
472.5903190319026,Glare III,,,"Boss0",,
475.02036203620304,Dia,,,"Boss0",,
477.4504050405035,Glare III,,,"Boss0",,
479.012461246124,Lucid Dreaming,,,,,
479.88044804480387,Glare III,,,"Boss0",,
482.31049104910426,Glare III,,,"Boss0",,
484.74053405340464,Glare III,,,"Boss0",,
486.3025902590252,Presence of Mind,,,,,
487.170577057705,Glare III,,,"Boss0",,
489.1106710671059,Glare IV,,,"Boss0",,
491.0507650765069,Glare IV,,,"Boss0",,
492.9908590859078,Glare IV,,,"Boss0",,
494.9309530953088,Glare III,,,"Boss0",,
496.20001800179944,Assize,,,"Boss0",,
496.8710471047097,Afflatus Misery,,,"Boss0",,
498.8111411141107,Glare III,,,"Boss0",,
500.7512351235116,Glare III,,,"Boss0",,
502.6913291329126,Glare III,,,"Boss0",,
505.12137213721303,Dia,,,"Boss0",,
507.5514151415135,Glare III,,,"Boss0",,
509.9814581458139,Afflatus Rapture,,,,,
512.4115011501144,Afflatus Rapture,,,,,
514.8415441544149,Afflatus Rapture,,,,,
517.2715871587153,Afflatus Misery,,,"Boss0",,
517.8915871587153,Thin Air,,,,,
519.7016301630158,Glare III,,,"Boss0",,
521.2636863686364,Thin Air,,,,,
522.1316731673163,Glare III,,,"Boss0",,
524.5617161716168,Glare III,,,"Boss0",,
526.9917591759173,Glare III,,,"Boss0",,
529.4218021802177,Glare III,,,"Boss0",,
531.8518451845181,Glare III,,,"Boss0",,
534.2818881888186,Glare III,,,"Boss0",,
536.7119311931191,Dia,,,"Boss0",,
537.3319311931191,Assize,,,"Boss0",,
539.1419741974195,Glare III,,,"Boss0",,
541.5720172017199,Glare III,,,"Boss0",,
543.1340734073405,Lucid Dreaming,,,,,
544.0020602060204,Glare III,,,"Boss0",,
546.4321032103206,Glare III,,,"Boss0",,
548.8621462146209,Glare III,,,"Boss0",,
551.2921892189214,Glare III,,,"Boss0",,
553.7222322232218,Glare III,,,"Boss0",,
556.1522752275222,Glare III,,,"Boss0",,
558.5823182318227,Glare III,,,"Boss0",,
561.0123612361231,Glare III,,,"Boss0",,
563.4424042404236,Glare III,,,"Boss0",,
565.8724472447241,Dia,,,"Boss0",,
568.3024902490246,Glare III,,,"Boss0",,
570.732533253325,Afflatus Rapture,,,,,
573.1625762576252,Afflatus Rapture,,,,,
575.5926192619256,Afflatus Rapture,,,,,
577.3319311931187,Assize,,,"Boss0",,
578.022662266226,Glare III,,,"Boss0",,
580.4527052705264,Glare III,,,"Boss0",,
582.8827482748268,Glare III,,,"Boss0",,
585.3127912791273,Glare III,,,"Boss0",,
587.7428342834278,Glare III,,,"Boss0",,
590.1728772877282,Glare III,,,"Boss0",,
592.6029202920284,Glare III,,,"Boss0",,
595.0329632963288,Dia,,,"Boss0",,
597.4630063006293,Glare III,,,"Boss0",,
599.8930493049296,Glare III,,,"Boss0",,
602.3230923092301,Glare III,,,"Boss0",,
604.7531353135306,Glare III,,,"Boss0",,
606.3151915191512,Presence of Mind,,,,,
607.1831783178311,Glare III,,,"Boss0",,
609.1232723272321,Glare IV,,,"Boss0",,
611.063366336633,Glare IV,,,"Boss0",,
613.003460346034,Glare IV,,,"Boss0",,
614.9435543554351,Glare III,,,"Boss0",,
616.8836483648362,Afflatus Misery,,,"Boss0",,
617.5036483648362,Assize,,,"Boss0",,
618.8237423742371,Glare III,,,"Boss0",,
620.763836383638,Glare III,,,"Boss0",,
622.7039303930388,Glare III,,,"Boss0",,
625.1339733973394,Dia,,,"Boss0",,
625.7539733973395,Lucid Dreaming,,,,,
627.5640164016401,Glare III,,,"Boss0",,
629.9940594059406,Glare III,,,"Boss0",,
632.4241024102412,Glare III,,,"Boss0",,
634.8541454145417,Glare III,,,"Boss0",,
636.4162016201623,Thin Air,,,,,
637.2841884188422,Glare III,,,"Boss0",,
638.8462446244628,Thin Air,,,,,
639.7142314231427,Glare III,,,"Boss0",,
642.1442744274432,Glare III,,,"Boss0",,
644.5743174317436,Glare III,,,"Boss0",,
647.004360436044,Glare III,,,"Boss0",,
649.4344034403445,Glare III,,,"Boss0",,
651.864446444645,Afflatus Rapture,,,,,
654.2944894489455,Afflatus Rapture,,,,,
656.7245324532458,Dia,,,"Boss0",,
657.503648364837,Assize,,,"Boss0",,
659.1545754575461,Afflatus Rapture,,,,,
661.5846184618465,Afflatus Misery,,,"Boss0",,
664.0146614661468,Glare III,,,"Boss0",,
666.4447044704473,Glare III,,,"Boss0",,
668.8747474747478,Glare III,,,"Boss0",,
671.3047904790482,Glare III,,,"Boss0",,
673.7348334833486,Glare III,,,"Boss0",,
676.1648764876492,Glare III,,,"Boss0",,
678.5949194919497,Glare III,,,"Boss0",,
681.0249624962502,Glare III,,,"Boss0",,
683.4550055005508,Glare III,,,"Boss0",,
685.8850485048512,Dia,,,"Boss0",,
688.3150915091514,Glare III,,,"Boss0",,
690.7451345134518,Glare III,,,"Boss0",,
693.1751775177523,Glare III,,,"Boss0",,
695.6052205220527,Glare III,,,"Boss0",,
697.1672767276733,Lucid Dreaming,,,,,
698.0352635263532,Glare III,,,"Boss0",,
699.5973197319738,Assize,,,"Boss0",,
700.4653065306536,Glare III,,,"Boss0",,
702.8953495349541,Glare III,,,"Boss0",,
705.3253925392546,Afflatus Rapture,,,,,
707.7554355435551,Afflatus Rapture,,,,,
710.1854785478555,Glare III,,,"Boss0",,
712.615521552156,Afflatus Rapture,,,,,
715.0455645564565,Glare III,,,"Boss0",,
716.8076207620771,Grade 4 Gemdraught,,,,,
717.475607560757,Dia,,,"Boss0",,
719.9056505650576,Glare III,,,"Boss0",,
722.3356935693581,Glare III,,,"Boss0",,
724.7657365736585,Glare III,,,"Boss0",,
726.3277927792792,Presence of Mind,,,,,
727.1957795779591,Glare III,,,"Boss0",,
729.13587358736,Glare IV,,,"Boss0",,
731.075967596761,Glare IV,,,"Boss0",,
733.016061606162,Glare IV,,,"Boss0",,
734.9561556155629,Glare III,,,"Boss0",,
736.8962496249638,Glare III,,,"Boss0",,
738.8363436343649,Glare III,,,"Boss0",,
740.1053705370551,Assize,,,"Boss0",,
740.7764376437658,Glare III,,,"Boss0",,
742.7165316531667,Glare III,,,"Boss0",,
745.1465746574671,Afflatus Misery,,,"Boss0",,
747.5766176617675,Glare III,,,"Boss0",,
749.1386738673882,Swiftcast,,,,,
750.0066606660681,Glare III,,,"Boss0",,
