#use_strict_skill_naming = False
#stats = {"job_class":"VPR","det_stat":2527,"crit_stat":3605,"dh_stat":1961,"tenacity":420,"speed_stat":420,"version":"7.4","level":100,"wd":158,"main_stat":6815}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
-1.1999999999999993,Reaving Fangs,,,"Boss0",,
0.09299999999999997,Serpent's Ire,,,,,
1.300500500500501,Swiftskin's Sting,,,"Boss0",,
3.8010010010010014,Vicewinder,,,"Boss0",,
4.421001001001002,True North,,,,,
6.351551551551555,Hunter's Coil,,,"Boss0",,
6.971551551551556,Grade 4 Gemdraught,,,,,
7.591551551551554,Twinfang Bite,,,"Boss0",,
8.211551551551555,Twinblood Bite,,,"Boss0",,
8.902102102102106,Swiftskin's Coil,,,"Boss0",,
9.52210210210211,Twinblood Bite,,,"Boss0",,
10.142102102102111,Twinfang Bite,,,"Boss0",,
11.452652652652663,Reawaken,,,"Boss0",,
13.323523523523534,First Generation,,,"Boss0",,
13.943523523523535,First Legacy,,,"Boss0",,
15.024224224224234,Second Generation,,,"Boss0",,
15.644224224224235,Second Legacy,,,"Boss0",,
16.724924924924935,Third Generation,,,"Boss0",,
17.344924924924932,Third Legacy,,,"Boss0",,
18.425625625625628,Fourth Generation,,,"Boss0",,
19.045625625625632,Fourth Legacy,,,"Boss0",,
20.12632632632633,Ouroboros,,,"Boss0",,
22.676876876876875,Uncoiled Fury,,,"Boss0",,
23.296876876876873,Uncoiled Twinfang,,,"Boss0",,
23.91687687687687,Uncoiled Twinblood,,,"Boss0",,
25.647847847847842,Uncoiled Fury,,,"Boss0",,
26.26784784784784,Uncoiled Twinfang,,,"Boss0",,
26.887847847847837,Uncoiled Twinblood,,,"Boss0",,
28.61881881881881,Hindsbane Fang,,,"Boss0",,
29.238818818818814,Death Rattle,,,"Boss0",,
30.73893893893893,Vicewinder,,,"Boss0",,
33.28948948948948,Uncoiled Fury,,,"Boss0",,
33.90948948948948,Uncoiled Twinfang,,,"Boss0",,
34.52948948948948,Uncoiled Twinblood,,,"Boss0",,
36.26046046046046,Hunter's Coil,,,"Boss0",,
36.88046046046046,Twinfang Bite,,,"Boss0",,
37.50046046046047,Twinblood Bite,,,"Boss0",,
38.811011011011026,Swiftskin's Coil,,,"Boss0",,
39.43101101101103,Twinblood Bite,,,"Boss0",,
40.05101101101103,Twinfang Bite,,,"Boss0",,
41.36156156156158,Steel Fangs,,,"Boss0",,
43.4816816816817,Hunter's Sting,,,"Boss0",,
45.60180180180183,Flanksting Strike,,,"Boss0",,
46.221801801801824,Death Rattle,,,"Boss0",,
47.72192192192194,Vicewinder,,,"Boss0",,
50.27247247247249,Hunter's Coil,,,"Boss0",,
50.89247247247249,Twinfang Bite,,,"Boss0",,
51.512472472472496,Twinblood Bite,,,"Boss0",,
52.82302302302304,Swiftskin's Coil,,,"Boss0",,
53.443023023023045,Twinblood Bite,,,"Boss0",,
54.063023023023035,Twinfang Bite,,,"Boss0",,
55.37357357357358,Reawaken,,,"Boss0",,
57.24444444444444,First Generation,,,"Boss0",,
57.864444444444445,First Legacy,,,"Boss0",,
58.94514514514515,Second Generation,,,"Boss0",,
59.56514514514515,Second Legacy,,,"Boss0",,
60.64584584584587,Third Generation,,,"Boss0",,
61.265845845845874,Third Legacy,,,"Boss0",,
62.34654654654658,Fourth Generation,,,"Boss0",,
62.96654654654657,Fourth Legacy,,,"Boss0",,
64.04724724724726,Ouroboros,,,"Boss0",,
66.59779779779782,Uncoiled Fury,,,"Boss0",,
67.21779779779783,Uncoiled Twinfang,,,"Boss0",,
67.83779779779783,Uncoiled Twinblood,,,"Boss0",,
69.56876876876882,Reaving Fangs,,,"Boss0",,
71.68888888888895,Swiftskin's Sting,,,"Boss0",,
73.80900900900907,Hindsting Strike,,,"Boss0",,
74.42900900900908,Death Rattle,,,"Boss0",,
75.92912912912921,Steel Fangs,,,"Boss0",,
78.04924924924933,Hunter's Sting,,,"Boss0",,
80.16936936936945,Flanksbane Fang,,,"Boss0",,
80.78936936936945,Death Rattle,,,"Boss0",,
82.28948948948957,Reaving Fangs,,,"Boss0",,
84.40960960960967,Swiftskin's Sting,,,"Boss0",,
86.52972972972982,Hindsbane Fang,,,"Boss0",,
87.14972972972983,Death Rattle,,,"Boss0",,
88.64984984984997,Vicewinder,,,"Boss0",,
91.20040040040053,Hunter's Coil,,,"Boss0",,
91.82040040040053,Twinfang Bite,,,"Boss0",,
92.44040040040052,Twinblood Bite,,,"Boss0",,
93.75095095095107,Swiftskin's Coil,,,"Boss0",,
94.37095095095107,Twinblood Bite,,,"Boss0",,
94.99095095095107,Twinfang Bite,,,"Boss0",,
96.30150150150162,Steel Fangs,,,"Boss0",,
98.42162162162174,Hunter's Sting,,,"Boss0",,
100.54174174174187,Flanksting Strike,,,"Boss0",,
101.16174174174188,Death Rattle,,,"Boss0",,
102.661861861862,Reaving Fangs,,,"Boss0",,
104.7819819819821,Swiftskin's Sting,,,"Boss0",,
106.9021021021022,Hindsting Strike,,,"Boss0",,
107.52210210210221,Death Rattle,,,"Boss0",,
109.02222222222234,Steel Fangs,,,"Boss0",,
111.14234234234246,Hunter's Sting,,,"Boss0",,
113.2624624624626,Flanksbane Fang,,,"Boss0",,
113.8824624624626,Death Rattle,,,"Boss0",,
115.38258258258273,Reaving Fangs,,,"Boss0",,
117.50270270270286,Swiftskin's Sting,,,"Boss0",,
119.62282282282297,Hindsbane Fang,,,"Boss0",,
120.24282282282297,Serpent's Ire,,,,,
120.86282282282298,Death Rattle,,,"Boss0",,
121.7429429429431,Steel Fangs,,,"Boss0",,
123.86306306306321,Reawaken,,,"Boss0",,
125.73393393393405,First Generation,,,"Boss0",,
126.35393393393406,First Legacy,,,"Boss0",,
127.43463463463476,Second Generation,,,"Boss0",,
128.05463463463474,Second Legacy,,,"Boss0",,
129.1353353353354,Third Generation,,,"Boss0",,
129.75533533533542,Third Legacy,,,"Boss0",,
130.83603603603612,Fourth Generation,,,"Boss0",,
131.4560360360361,Fourth Legacy,,,"Boss0",,
132.5367367367368,Ouroboros,,,"Boss0",,
135.08728728728735,Reawaken,,,"Boss0",,
136.95815815815823,First Generation,,,"Boss0",,
137.57815815815823,First Legacy,,,"Boss0",,
138.65885885885893,Second Generation,,,"Boss0",,
139.2788588588589,Second Legacy,,,"Boss0",,
