#use_strict_skill_naming = False
#stats = {"job_class":"BRD","det_stat":440,"crit_stat":420,"dh_stat":420,"tenacity":420,"speed_stat":474,"version":"7.4","level":100,"wd":0,"main_stat":534}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
-1.6500000000000004,Heartbreak Shot,,,"Boss0",,
-1.0300000000000011,Stormbite,,,"Boss0",,
-1.7763568394002505e-15,The Wanderer's Minuet,,,,,
0.6199999999999974,Empyreal Arrow,,,"Boss0",,
1.4600490049004868,Caustic Bite,,,"Boss0",,
3.0000000000000036,Grade 4 Gemdraught,,,,,
3.9500980098009784,Refulgent Arrow,,,"Boss0",,
4.970098009800978,Battle Voice,,,,,
5.590098009800979,Radiant Finale,,1 Coda,,,
6.440147014701466,Burst Shot,,,"Boss0",,
7.060147014701467,Raging Strikes,,,,,
7.680147014701465,Pitch Perfect,,,"Boss0",,
8.930196019601954,Radiant Encore,,1 Encore,"Boss0",,
9.550196019601955,Barrage,,,,,
10.170196019601953,Sidewinder,,,"Boss0",,
11.420245024502446,Refulgent Arrow,,,"Boss0",,
12.040245024502443,Heartbreak Shot,,,"Boss0",,
12.660245024502444,Heartbreak Shot,,,"Boss0",,
13.910294029402934,Resonant Arrow,,,"Boss0",,
14.530294029402931,Heartbreak Shot,,,"Boss0",,
15.150294029402929,Pitch Perfect,,,"Boss0",,
16.400343034303418,Burst Shot,,,"Boss0",,
17.020343034303416,Empyreal Arrow,,,"Boss0",,
18.890392039203903,Burst Shot,,,"Boss0",,
19.5103920392039,Pitch Perfect,,,"Boss0",,
21.38044104410438,Refulgent Arrow,,,"Boss0",,
23.870490049004864,Iron Jaws,,,"Boss0",,
26.360539053905363,Burst Shot,,,"Boss0",,
26.98053905390536,Pitch Perfect,,,"Boss0",,
28.850588058805847,Burst Shot,,,"Boss0",,
29.470588058805845,Heartbreak Shot,,,"Boss0",,
31.34063706370634,Burst Shot,,,"Boss0",,
32.020343034303394,Empyreal Arrow,,,"Boss0",,
33.83068606860683,Refulgent Arrow,,,"Boss0",,
34.45068606860683,Pitch Perfect,,,"Boss0",,
36.32073507350731,Burst Shot,,,"Boss0",,
38.8107840784078,Burst Shot,,,"Boss0",,
41.3008330833083,Burst Shot,,,"Boss0",,
41.920833083308295,Pitch Perfect,,,"Boss0",,
42.5408330833083,Mage's Ballad,,,,,
43.79088208820879,Burst Shot,,,"Boss0",,
44.41088208820879,Heartbreak Shot,,,"Boss0",,
46.280931093109274,Burst Shot,,,"Boss0",,
47.02034303430339,Empyreal Arrow,,,"Boss0",,
47.640343034303385,Heartbreak Shot,,,"Boss0",,
48.770980098009765,Refulgent Arrow,,,"Boss0",,
51.26102910291024,Apex Arrow,,,"Boss0",,
51.88102910291025,Heartbreak Shot,,,"Boss0",,
53.75107810781074,Blast Arrow,,,"Boss0",,
56.241127112711254,Burst Shot,,,"Boss0",,
58.73117611761174,Burst Shot,,,"Boss0",,
59.35117611761174,Heartbreak Shot,,,"Boss0",,
61.22122512251225,Burst Shot,,,"Boss0",,
62.02034303430342,Empyreal Arrow,,,"Boss0",,
62.64034303430343,Heartbreak Shot,,,"Boss0",,
63.71127412741272,Burst Shot,,,"Boss0",,
64.33127412741271,Heartbreak Shot,,,"Boss0",,
66.20132313231322,Burst Shot,,,"Boss0",,
66.82132313231321,Heartbreak Shot,,,"Boss0",,
68.6913721372137,Iron Jaws,,,"Boss0",,
70.17019601960197,Sidewinder,,,"Boss0",,
71.18142114211419,Burst Shot,,,"Boss0",,
73.6714701470147,Burst Shot,,,"Boss0",,
76.1615191519152,Refulgent Arrow,,,"Boss0",,
77.02034303430345,Empyreal Arrow,,,"Boss0",,
77.64034303430346,Heartbreak Shot,,,"Boss0",,
78.6515681568157,Burst Shot,,,"Boss0",,
79.2715681568157,Heartbreak Shot,,,"Boss0",,
79.8915681568157,Heartbreak Shot,,,"Boss0",,
81.14161716171618,Refulgent Arrow,,,"Boss0",,
81.76161716171619,Army's Paeon,,,,,
82.38161716171619,Heartbreak Shot,,,"Boss0",,
83.63166616661668,Burst Shot,,,"Boss0",,
86.1217151715172,Burst Shot,,,"Boss0",,
88.5117541754176,Refulgent Arrow,,,"Boss0",,
90.80178317831788,Burst Shot,,,"Boss0",,
92.02034303430348,Empyreal Arrow,,,"Boss0",,
92.99180218021806,Refulgent Arrow,,,"Boss0",,
95.08181118111816,Burst Shot,,,"Boss0",,
97.17182018201825,Burst Shot,,,"Boss0",,
99.26182918291835,Refulgent Arrow,,,"Boss0",,
101.35183818381846,Burst Shot,,,"Boss0",,
103.44184718471857,Burst Shot,,,"Boss0",,
105.53185618561865,Iron Jaws,,,"Boss0",,
107.62186518651873,Burst Shot,,,"Boss0",,
108.24186518651874,Empyreal Arrow,,,"Boss0",,
109.71187418741884,Burst Shot,,,"Boss0",,
111.80188318831894,Burst Shot,,,"Boss0",,
113.89189218921902,Burst Shot,,,"Boss0",,
115.98190119011909,Burst Shot,,,"Boss0",,
118.07191019101916,Refulgent Arrow,,,"Boss0",,
120.16191919191925,Burst Shot,,,"Boss0",,
120.78191919191926,The Wanderer's Minuet,,,,,
122.25192819281932,Burst Shot,,,"Boss0",,
123.24186518651871,Empyreal Arrow,,,"Boss0",,
124.44194719471952,Burst Shot,,,"Boss0",,
125.06194719471952,Battle Voice,,,,,
125.68194719471953,Radiant Finale,,3 Coda,,,
126.63196619661969,Burst Shot,,,"Boss0",,
127.25196619661972,Raging Strikes,,,,,
127.87196619661972,Heartbreak Shot,,,"Boss0",,
128.8219851985199,Apex Arrow,,,"Boss0",,
129.44198519851992,Heartbreak Shot,,,"Boss0",,
130.0619851985199,Pitch Perfect,,,"Boss0",,
131.01200420042005,Blast Arrow,,,"Boss0",,
131.63200420042006,Sidewinder,,,"Boss0",,
132.25200420042006,Barrage,,,,,
133.50205320532055,Radiant Encore,,3 Encore,"Boss0",,
134.12205320532055,Heartbreak Shot,,,"Boss0",,
135.99210221022105,Refulgent Arrow,,,"Boss0",,
138.24186518651868,Empyreal Arrow,,,"Boss0",,
138.86186518651868,Resonant Arrow,,,"Boss0",,
139.4818651865187,Pitch Perfect,,,"Boss0",,
141.3519141914192,Refulgent Arrow,,,"Boss0",,
143.84196319631968,Iron Jaws,,,"Boss0",,
144.4619631963197,Heartbreak Shot,,,"Boss0",,
146.3320122012202,Burst Shot,,,"Boss0",,
148.8220612061207,Burst Shot,,,"Boss0",,
151.31211021102118,Burst Shot,,,"Boss0",,
153.80215921592168,Refulgent Arrow,,,"Boss0",,
154.42215921592168,Empyreal Arrow,,,"Boss0",,
155.04215921592169,Pitch Perfect,,,"Boss0",,
156.29220822082218,Burst Shot,,,"Boss0",,
158.78225722572267,Burst Shot,,,"Boss0",,
161.27230623062314,Burst Shot,,,"Boss0",,
163.76235523552364,Burst Shot,,,"Boss0",,
164.38235523552365,Pitch Perfect,,,"Boss0",,
165.00235523552365,Mage's Ballad,,,,,
166.25240424042414,Burst Shot,,,"Boss0",,
166.87240424042415,Heartbreak Shot,,,"Boss0",,
168.7424532453246,Burst Shot,,,"Boss0",,
169.42215921592168,Empyreal Arrow,,,"Boss0",,
170.04215921592169,Heartbreak Shot,,,"Boss0",,
171.2325022502251,Burst Shot,,,"Boss0",,
171.85250225022511,Heartbreak Shot,,,"Boss0",,
173.7225512551256,Burst Shot,,,"Boss0",,
174.3425512551256,Heartbreak Shot,,,"Boss0",,
176.21260026002608,Burst Shot,,,"Boss0",,
178.70264926492658,Burst Shot,,,"Boss0",,
181.1926982698271,Burst Shot,,,"Boss0",,
181.81269826982708,Heartbreak Shot,,,"Boss0",,
183.68274727472755,Burst Shot,,,"Boss0",,
184.42215921592168,Empyreal Arrow,,,"Boss0",,
186.17279627962807,Burst Shot,,,"Boss0",,
186.79279627962808,Heartbreak Shot,,,"Boss0",,
188.66284528452857,Iron Jaws,,,"Boss0",,
189.28284528452858,Heartbreak Shot,,,"Boss0",,
191.1528942894291,Burst Shot,,,"Boss0",,
191.7728942894291,Sidewinder,,,"Boss0",,
193.6429432943296,Refulgent Arrow,,,"Boss0",,
196.1329922992301,Apex Arrow,,,"Boss0",,
198.62304130413057,Blast Arrow,,,"Boss0",,
199.42215921592174,Empyreal Arrow,,,"Boss0",,
200.04215921592174,Heartbreak Shot,,,"Boss0",,
201.11309030903107,Burst Shot,,,"Boss0",,
201.73309030903107,Heartbreak Shot,,,"Boss0",,
202.35309030903107,Army's Paeon,,,,,
203.60313931393154,Burst Shot,,,"Boss0",,
206.093188318832,Burst Shot,,,"Boss0",,
208.48322732273238,Burst Shot,,,"Boss0",,
210.77325632563267,Burst Shot,,,"Boss0",,
213.06328532853297,Burst Shot,,,"Boss0",,
214.4221592159217,Empyreal Arrow,,,"Boss0",,
215.25330433043317,Burst Shot,,,"Boss0",,
217.34331333133323,Burst Shot,,,"Boss0",,
219.43332233223336,Burst Shot,,,"Boss0",,
221.52333133313346,Burst Shot,,,"Boss0",,
223.61334033403355,Refulgent Arrow,,,"Boss0",,
225.70334933493365,Iron Jaws,,,"Boss0",,
227.79335833583372,Burst Shot,,,"Boss0",,
229.8833673367338,Refulgent Arrow,,,"Boss0",,
230.50336733673382,Empyreal Arrow,,,"Boss0",,
231.12336733673382,Heartbreak Shot,,,"Boss0",,
231.9733763376339,Burst Shot,,,"Boss0",,
234.063385338534,Burst Shot,,,"Boss0",,
236.15339433943413,Refulgent Arrow,,,"Boss0",,
238.24340334033423,Burst Shot,,,"Boss0",,
240.33341234123432,Burst Shot,,,"Boss0",,
240.95341234123433,The Wanderer's Minuet,,,,,
242.42342134213447,Refulgent Arrow,,,"Boss0",,
244.6134403440347,Burst Shot,,,"Boss0",,
245.2334403440347,Battle Voice,,,,,
245.8534403440347,Radiant Finale,,3 Coda,,,
246.80345934593493,Burst Shot,,,"Boss0",,
