#use_strict_skill_naming = False
#stats = {"job_class":"DRK","det_stat":3066,"crit_stat":3595,"dh_stat":1230,"tenacity":622,"speed_stat":420,"version":"7.4","level":100,"wd":158,"main_stat":6472}
time,skill_name,job_class,skill_conditional,targets,players_to_buff,overriding_skill_conditional_for_other_players
-1.425,The Blackest Night,,,,,
-0.8000000000000003,Shadowstride,,,,,
0,Hard Slash,,,"Boss0",,
0.625,Grade 4 Gemdraught,,,,,
1.75,Edge of Shadow,,,"Boss0",,
2.374999999999999,Pop The Blackest Night,,,,,
2.5000500050004995,Syphon Strike,,,"Boss0",,
3.1250500050004995,Living Shadow,,,"Boss0",,
5.000100010001,Souleater,,,"Boss0",,
5.625100010001,Delirium,,,,,
6.250100010000999,Salted Earth,,,"Boss0",,
7.500150015001498,Hard Slash,,,"Boss0",,
8.125150015001498,Edge of Shadow,,,"Boss0",,
8.7501500150015,Shadowbringer,,,"Boss0",,
10.000200020002,Scarlet Delirium,,,"Boss0",,
10.625200020002,Carve and Spit,,,"Boss0",,
11.250200020001998,Salt and Darkness,,,"Boss0",,
12.500250025002497,Comeuppance,,,"Boss0",,
13.125250025002497,Edge of Shadow,,,"Boss0",,
13.750250025002497,Shadowbringer,,,"Boss0",,
15.000300030003,Torcleaver,,,"Boss0",,
15.625300030003,Edge of Shadow,,,"Boss0",,
16.625300030003,Edge of Shadow,,,"Boss0",,
17.500350035003496,Disesteem,,,"Boss0",,
20.000400040004,Bloodspiller,,,"Boss0",,
22.500450045004495,Syphon Strike,,,"Boss0",,
25.000500050004995,Souleater,,,"Boss0",,
27.500550055005494,Hard Slash,,,"Boss0",,
30.000600060005993,Syphon Strike,,,"Boss0",,
32.5006500650065,Souleater,,,"Boss0",,
35.00070007000699,Hard Slash,,,"Boss0",,
37.500750075007495,Syphon Strike,,,"Boss0",,
40.000800080008005,Souleater,,,"Boss0",,
42.50085008500851,Bloodspiller,,,"Boss0",,
45.00090009000901,Hard Slash,,,"Boss0",,
47.500950095009514,Syphon Strike,,,"Boss0",,
48.125950095009514,Edge of Shadow,,,"Boss0",,
50.00100010001001,Souleater,,,"Boss0",,
