sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,39655.169,231.841,43223.426,416.401,173990,32437928,312497
Fire IV,156,81583.731,62.361,16958.766,247.194,46800,12727062,185512
Xenoglossy,31,139928.968,36.764,5780.101,206.602,27590,4337798,155049
Paradox,44,80657.932,31.66,4728.962,127.46,23760,3548949,95655
Flare Star,26,136473.0,17.322,4728.095,171.219,13000,3548298,128495
Thunder (dot),243,10243.379,19.428,3316.772,39.333,14580,2489141,29518
Despair,26,94767.923,12.126,3283.226,118.086,9100,2463966,88620
Fire III,20,59126.15,7.728,1575.708,62.918,5800,1182523,47218
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42997.0,6.956,1031.28,43.148,5220,773946,32381
High Thunder,25,22691.16,4.997,755.897,27.974,3750,567279,20994
