sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8128.0,8128,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19401.0,8128,0,19401,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27490.0,8128,0,19401,0,27490,12126,0,0,0,0,0,0
3397,3929,Auto,8128.0,16256,0,19401,0,27490,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,40431.0,16256,0,19401,0,27490,12126,0,0,0,40431,0,0
6757,7289,Auto,9419.0,25675,0,19401,0,27490,12126,0,0,0,40431,0,0
7670,8607,Inner Chaos,123482.0,25675,0,19401,123482,27490,12126,0,0,0,40431,0,0
8295,8918,Upheaval,42577.0,25675,0,19401,123482,27490,12126,0,0,0,40431,0,42577
8920,9587,Onslaught,15202.0,25675,0,19401,123482,27490,27328,0,0,0,40431,0,42577
10117,10649,Auto,10193.0,35868,0,19401,123482,27490,27328,0,0,0,40431,0,42577
10170,10793,Fell Cleave,102312.0,35868,102312,19401,123482,27490,27328,0,0,0,40431,0,42577
10795,11462,Onslaught,15202.0,35868,102312,19401,123482,27490,42530,0,0,0,40431,0,42577
12670,13293,Fell Cleave,102312.0,35868,204624,19401,123482,27490,42530,0,0,0,40431,0,42577
13477,14009,Auto,10193.0,46061,204624,19401,123482,27490,42530,0,0,0,40431,0,42577
15170,15793,Fell Cleave,102312.0,46061,306936,19401,123482,27490,42530,0,0,0,40431,0,42577
15795,16945,Primal Wrath,70970.0,46061,306936,19401,123482,27490,42530,0,0,70970,40431,0,42577
16837,17369,Auto,10193.0,56254,306936,19401,123482,27490,42530,0,0,70970,40431,0,42577
17670,18830,Primal Rend,127011.0,56254,306936,19401,123482,27490,42530,127011,0,70970,40431,0,42577
20197,20729,Auto,10193.0,66447,306936,19401,123482,27490,42530,127011,0,70970,40431,0,42577
20170,21230,Primal Ruination,141126.0,66447,306936,19401,123482,27490,42530,127011,141126,70970,40431,0,42577
22670,23607,Inner Chaos,123482.0,66447,306936,19401,246964,27490,42530,127011,141126,70970,40431,0,42577
