sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7083.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,42134.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
6493,7025,Auto,10845.0,0,24674,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
7500,8123,Gnashing Fang,57003.0,0,24674,0,0,0,30619,0,0,0,57003,0,0,23916,0,0,0,0,42134,0,0,0
8125,8927,Jugular Rip,28499.0,0,24674,0,0,0,30619,0,0,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
9293,9825,Auto,10845.0,0,35519,0,0,0,30619,0,0,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
10000,10716,Double Down,129565.0,0,35519,0,0,0,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
10625,11252,Bow Shock,19429.0,0,35519,0,19429,0,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
11250,11875,Blasting Zone,103650.0,0,35519,103650,19429,0,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
12093,12625,Auto,10845.0,0,46364,103650,19429,0,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,0,0,0
12500,13081,Sonic Break,44044.0,0,46364,103650,19429,0,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,44044,0,0
10625,13500,Bow Shock (dot),7769.0,0,46364,103650,19429,7769,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,44044,0,0
12500,13500,Sonic Break (dot),15544.0,0,46364,103650,19429,7769,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,44044,15544,0
14893,15425,Auto,10845.0,0,57209,103650,19429,7769,30619,0,129565,0,57003,0,28499,23916,0,0,0,0,42134,44044,15544,0
15000,15625,Savage Claw,64777.0,0,57209,103650,19429,7769,30619,0,129565,0,57003,0,28499,23916,0,0,0,64777,42134,44044,15544,0
15625,16382,Abdomen Tear,33681.0,33681,57209,103650,19429,7769,30619,0,129565,0,57003,0,28499,23916,0,0,0,64777,42134,44044,15544,0
10625,16500,Bow Shock (dot),7769.0,33681,57209,103650,19429,15538,30619,0,129565,0,57003,0,28499,23916,0,0,0,64777,42134,44044,15544,0
12500,16500,Sonic Break (dot),15544.0,33681,57209,103650,19429,15538,30619,0,129565,0,57003,0,28499,23916,0,0,0,64777,42134,44044,31088,0
