sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,64671.745,276.37,41229.64,632.841,207650,30977766,475483
Blizzard in Cyan,27,126322.259,30.904,4539.448,235.496,23220,3410701,176939
Comet in Black,21,147157.286,26.273,4113.017,242.693,19740,3090303,182347
Stone in Yellow,20,130579.65,23.957,3475.881,208.853,18000,2611593,156921
Polishing Hammer,14,158367.5,11.18,2950.894,22.939,8400,2217145,17235
Hammer Brush,14,157365.643,10.807,2932.226,22.859,8120,2203119,17175
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Hammer Stamp,14,151886.214,10.435,2830.126,22.06,7840,2126407,16575
Thunder in Magenta,14,147522.643,17.515,2748.819,198.44,13160,2065317,149097
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,167729.333,11.978,2009.144,180.419,9000,1509564,135557
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,196219.429,10.248,1828.098,185.246,7700,1373536,139184
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,188981.0,7.32,1257.615,151.52,5500,944905,113844
Mog of the Ages,5,159854.8,6.655,1063.788,128.388,5000,799274,96464
Fanged Muse,5,131300.2,5.324,873.765,105.747,4000,656501,79453
Winged Muse,5,127802.0,5.324,850.486,102.56,4000,639010,77058
Clawed Muse,5,116168.2,5.324,773.066,93.129,4000,580841,69972
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
