sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,31519.509,300.405,30502.062,381.125,226300,22977722,287108
Souleater,73,44389.877,46.514,4301.59,131.735,35040,3240461,99238
Syphon Strike,73,35203.014,36.824,3411.339,104.475,27740,2569820,78703
Edge of Shadow,47,51000.83,28.7,3181.979,124.811,21620,2397039,94022
Bloodspiller,37,58972.405,29.47,2896.495,126.246,22200,2181979,95103
Auto,255,8467.314,30.465,2866.21,47.369,22950,2159165,35684
Hard Slash,73,27641.192,29.071,2678.563,81.989,21900,2017807,61764
Torcleaver,13,86544.923,14.151,1493.507,110.964,10660,1125084,83591
Shadowbringer,14,71400.429,11.151,1326.939,95.391,8400,999606,71860
Comeuppance,13,75988.692,12.425,1311.338,97.429,9360,987853,73395
Scarlet Delirium,13,65433.692,10.699,1129.19,83.894,8060,850638,63199
Disesteem,7,119008.143,9.292,1105.852,112.428,7000,833057,84694
Carve and Spit,13,56991.0,9.319,983.494,73.07,7020,740883,55045
Disesteem (pet),7,78098.571,5.761,725.71,73.786,4340,546690,55584
Shadowbringer (pet),7,71798.571,5.297,667.169,67.833,3990,502590,51100
Salt and Darkness,9,50511.0,5.974,603.463,53.753,4500,454599,40493
Abyssal Drain (pet),7,52900.143,3.903,491.561,49.979,2940,370301,37650
Bloodspiller (pet),7,52900.143,3.903,491.561,49.979,2940,370301,37650
Edge of Shadow (pet),7,52900.143,3.903,491.561,49.979,2940,370301,37650
Salted Earth (dot),45,4806.444,2.987,287.117,11.285,2250,216290,8501
Salted Earth,9,4806.444,0.597,57.423,5.046,450,43258,3801
