sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,195146.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,0,0,0,0
9190,9940,Blizzard in Cyan,155550.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,0,0,0,0
9690,10222,Auto,0.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,0,0,0,0
11660,12460,Stone in Yellow,162858.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,162858,0,0,0
12650,13182,Auto,0.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,162858,0,0,0
14130,14980,Thunder in Magenta,170080.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,162858,170080,0,0
15610,16142,Auto,0.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,162858,170080,0,0
16079,17059,Winged Muse,144762.0,0,0,155550,0,0,0,0,0,0,0,0,0,117220,133983,0,195146,162858,170080,0,144762
15380,17250,Comet in Black,170080.0,0,0,155550,0,170080,0,0,0,0,0,0,0,117220,133983,0,195146,162858,170080,0,144762
17850,19090,Rainbow Drip,180954.0,0,0,155550,0,170080,0,0,0,0,0,0,0,117220,314937,0,195146,162858,170080,0,144762
18570,19102,Auto,0.0,0,0,155550,0,170080,0,0,0,0,0,0,0,117220,314937,0,195146,162858,170080,0,144762
18550,19700,Mog of the Ages,180954.0,0,0,155550,0,170080,0,0,0,0,0,180954,0,117220,314937,0,195146,162858,170080,0,144762
20351,21731,Hammer Stamp,175402.0,0,0,155550,0,170080,0,0,0,175402,0,180954,0,117220,314937,0,195146,162858,170080,0,144762
21530,22062,Auto,0.0,0,0,155550,0,170080,0,0,0,175402,0,180954,0,117220,314937,0,195146,162858,170080,0,144762
22851,24101,Hammer Brush,181730.0,0,0,155550,0,170080,0,0,181730,175402,0,180954,0,117220,314937,0,195146,162858,170080,0,144762
24490,25022,Auto,0.0,0,0,155550,0,170080,0,0,181730,175402,0,180954,0,117220,314937,0,195146,162858,170080,0,144762
25351,27451,Polishing Hammer,179101.0,0,0,155550,0,170080,0,0,181730,175402,0,180954,179101,117220,314937,0,195146,162858,170080,0,144762
27450,27982,Auto,0.0,0,0,155550,0,170080,0,0,181730,175402,0,180954,179101,117220,314937,0,195146,162858,170080,0,144762
