sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
629399,631500,Stormbite (dot),3118.0,1068908,1069827,4382977,18696,613869,1463303,1891612,230297,1428835,1163402,3073953,721473,1918889,700096,12331,773545
629399,631500,Caustic Bite (dot),2493.0,1068908,1069827,4382977,18696,616362,1463303,1891612,230297,1428835,1163402,3073953,721473,1918889,700096,12331,773545
630019,631669,Heartbreak Shot,6422.0,1068908,1069827,4382977,18696,616362,1463303,1898034,230297,1428835,1163402,3073953,721473,1918889,700096,12331,773545
630639,632289,Heartbreak Shot,4520.0,1068908,1069827,4382977,18696,616362,1463303,1902554,230297,1428835,1163402,3073953,721473,1918889,700096,12331,773545
632320,633078,Shot,8405.0,1068908,1069827,4382977,18696,616362,1463303,1902554,230297,1428835,1163402,3073953,721473,1927294,700096,12331,773545
631889,633359,Refulgent Arrow,18295.0,1068908,1069827,4382977,18696,616362,1463303,1902554,230297,1428835,1163402,3092248,721473,1927294,700096,12331,773545
631889,633359,Burst Shot,13048.0,1068908,1069827,4396025,18696,616362,1463303,1902554,230297,1428835,1163402,3092248,721473,1927294,700096,12331,773545
632569,633599,Empyreal Arrow,32412.0,1068908,1069827,4396025,18696,616362,1495715,1902554,230297,1428835,1163402,3092248,721473,1927294,700096,12331,773545
633219,634019,Pitch Perfect,24305.0,1068908,1069827,4396025,18696,616362,1495715,1902554,230297,1453140,1163402,3092248,721473,1927294,700096,12331,773545
629399,634500,Caustic Bite (dot),2493.0,1068908,1069827,4396025,18696,618855,1495715,1902554,230297,1453140,1163402,3092248,721473,1927294,700096,12331,773545
629399,634500,Stormbite (dot),3118.0,1068908,1069827,4396025,18696,618855,1495715,1902554,230297,1453140,1163402,3092248,721473,1927294,700096,12331,776663
634999,635799,Pitch Perfect,13548.0,1068908,1069827,4396025,18696,618855,1495715,1902554,230297,1466688,1163402,3092248,721473,1927294,700096,12331,776663
634379,635849,Refulgent Arrow,8875.0,1068908,1069827,4396025,18696,618855,1495715,1902554,230297,1466688,1163402,3101123,721473,1927294,700096,12331,776663
634379,635849,Burst Shot,20450.0,1068908,1069827,4416475,18696,618855,1495715,1902554,230297,1466688,1163402,3101123,721473,1927294,700096,12331,776663
635360,636118,Shot,8405.0,1068908,1069827,4416475,18696,618855,1495715,1902554,230297,1466688,1163402,3101123,721473,1935699,700096,12331,776663
629399,637500,Stormbite (dot),3118.0,1068908,1069827,4416475,18696,618855,1495715,1902554,230297,1466688,1163402,3101123,721473,1935699,700096,12331,779781
629399,637500,Caustic Bite (dot),2493.0,1068908,1069827,4416475,18696,621348,1495715,1902554,230297,1466688,1163402,3101123,721473,1935699,700096,12331,779781
636869,638339,Burst Shot,20214.0,1068908,1069827,4436689,18696,621348,1495715,1902554,230297,1466688,1163402,3101123,721473,1935699,700096,12331,779781
636869,638339,Refulgent Arrow,9175.0,1068908,1069827,4436689,18696,621348,1495715,1902554,230297,1466688,1163402,3110298,721473,1935699,700096,12331,779781
638169,638969,Pitch Perfect,5133.0,1068908,1069827,4436689,18696,621348,1495715,1902554,230297,1471821,1163402,3110298,721473,1935699,700096,12331,779781
638400,639158,Shot,8405.0,1068908,1069827,4436689,18696,621348,1495715,1902554,230297,1471821,1163402,3110298,721473,1944104,700096,12331,779781
637519,639169,Heartbreak Shot,11490.0,1068908,1069827,4436689,18696,621348,1495715,1914044,230297,1471821,1163402,3110298,721473,1944104,700096,12331,779781
629399,640500,Caustic Bite (dot),2493.0,1068908,1069827,4436689,18696,623841,1495715,1914044,230297,1471821,1163402,3110298,721473,1944104,700096,12331,779781
629399,640500,Stormbite (dot),3118.0,1068908,1069827,4436689,18696,623841,1495715,1914044,230297,1471821,1163402,3110298,721473,1944104,700096,12331,782899
639359,640829,Burst Shot,20304.0,1068908,1069827,4456993,18696,623841,1495715,1914044,230297,1471821,1163402,3110298,721473,1944104,700096,12331,782899
639359,640829,Refulgent Arrow,9060.0,1068908,1069827,4456993,18696,623841,1495715,1914044,230297,1471821,1163402,3119358,721473,1944104,700096,12331,782899
641440,642198,Shot,8405.0,1068908,1069827,4456993,18696,623841,1495715,1914044,230297,1471821,1163402,3119358,721473,1952509,700096,12331,782899
642499,643299,Pitch Perfect,13732.0,1068908,1069827,4456993,18696,623841,1495715,1914044,230297,1485553,1163402,3119358,721473,1952509,700096,12331,782899
641849,643319,Refulgent Arrow,9043.0,1068908,1069827,4456993,18696,623841,1495715,1914044,230297,1485553,1163402,3128401,721473,1952509,700096,12331,782899
641849,643319,Burst Shot,20318.0,1068908,1069827,4477311,18696,623841,1495715,1914044,230297,1485553,1163402,3128401,721473,1952509,700096,12331,782899
629399,643500,Caustic Bite (dot),2493.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1485553,1163402,3128401,721473,1952509,700096,12331,782899
629399,643500,Stormbite (dot),3118.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1485553,1163402,3128401,721473,1952509,700096,12331,786017
644480,645238,Shot,8405.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1485553,1163402,3128401,721473,1960914,700096,12331,786017
644959,645759,Pitch Perfect,14768.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1500321,1163402,3128401,721473,1960914,700096,12331,786017
644959,645759,Pitch Perfect,3988.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1504309,1163402,3128401,721473,1960914,700096,12331,786017
644959,645759,Pitch Perfect,7717.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1512026,1163402,3128401,721473,1960914,700096,12331,786017
644339,645809,Refulgent Arrow,8910.0,1068908,1069827,4477311,18696,626334,1495715,1914044,230297,1512026,1163402,3137311,721473,1960914,700096,12331,786017
644339,645809,Burst Shot,20422.0,1068908,1069827,4497733,18696,626334,1495715,1914044,230297,1512026,1163402,3137311,721473,1960914,700096,12331,786017
629399,646500,Caustic Bite (dot),2493.0,1068908,1069827,4497733,18696,628827,1495715,1914044,230297,1512026,1163402,3137311,721473,1960914,700096,12331,786017
629399,646500,Stormbite (dot),3118.0,1068908,1069827,4497733,18696,628827,1495715,1914044,230297,1512026,1163402,3137311,721473,1960914,700096,12331,789135
644959,646609,Heartbreak Shot,760.0,1068908,1069827,4497733,18696,628827,1495715,1914804,230297,1512026,1163402,3137311,721473,1960914,700096,12331,789135
645609,647259,Heartbreak Shot,10175.0,1068908,1069827,4497733,18696,628827,1495715,1924979,230297,1512026,1163402,3137311,721473,1960914,700096,12331,789135
647520,648278,Shot,8399.0,1068908,1069827,4497733,18696,628827,1495715,1924979,230297,1512026,1163402,3137311,721473,1969313,700096,12331,789135
646829,648299,Burst Shot,20266.0,1068908,1069827,4517999,18696,628827,1495715,1924979,230297,1512026,1163402,3137311,721473,1969313,700096,12331,789135
646829,648299,Refulgent Arrow,9085.0,1068908,1069827,4517999,18696,628827,1495715,1924979,230297,1512026,1163402,3146396,721473,1969313,700096,12331,789135
647569,648599,Empyreal Arrow,32390.0,1068908,1069827,4517999,18696,628827,1528105,1924979,230297,1512026,1163402,3146396,721473,1969313,700096,12331,789135
629399,649500,Stormbite (dot),3118.0,1068908,1069827,4517999,18696,628827,1528105,1924979,230297,1512026,1163402,3146396,721473,1969313,700096,12331,792253
629399,649500,Caustic Bite (dot),2493.0,1068908,1069827,4517999,18696,631320,1528105,1924979,230297,1512026,1163402,3146396,721473,1969313,700096,12331,792253
648189,649839,Heartbreak Shot,11482.0,1068908,1069827,4517999,18696,631320,1528105,1936461,230297,1512026,1163402,3146396,721473,1969313,700096,12331,792253
649320,650790,Burst Shot,20244.0,1068908,1069827,4538243,18696,631320,1528105,1936461,230297,1512026,1163402,3146396,721473,1969313,700096,12331,792253
649320,650790,Refulgent Arrow,9113.0,1068908,1069827,4538243,18696,631320,1528105,1936461,230297,1512026,1163402,3155509,721473,1969313,700096,12331,792253
650560,651318,Shot,8399.0,1068908,1069827,4538243,18696,631320,1528105,1936461,230297,1512026,1163402,3155509,721473,1977712,700096,12331,792253
649940,651590,Heartbreak Shot,8794.0,1068908,1069827,4538243,18696,631320,1528105,1945255,230297,1512026,1163402,3155509,721473,1977712,700096,12331,792253
629399,652500,Stormbite (dot),3118.0,1068908,1069827,4538243,18696,631320,1528105,1945255,230297,1512026,1163402,3155509,721473,1977712,700096,12331,795371
629399,652500,Caustic Bite (dot),2493.0,1068908,1069827,4538243,18696,633813,1528105,1945255,230297,1512026,1163402,3155509,721473,1977712,700096,12331,795371
651810,653280,Refulgent Arrow,8866.0,1068908,1069827,4538243,18696,633813,1528105,1945255,230297,1512026,1163402,3164375,721473,1977712,700096,12331,795371
651810,653280,Burst Shot,20438.0,1068908,1069827,4558681,18696,633813,1528105,1945255,230297,1512026,1163402,3164375,721473,1977712,700096,12331,795371
652460,654110,Heartbreak Shot,20232.0,1068908,1069827,4558681,18696,633813,1528105,1965487,230297,1512026,1163402,3164375,721473,1977712,700096,12331,795371
653600,654358,Shot,8399.0,1068908,1069827,4558681,18696,633813,1528105,1965487,230297,1512026,1163402,3164375,721473,1986111,700096,12331,795371
629399,655500,Caustic Bite (dot),2493.0,1068908,1069827,4558681,18696,636306,1528105,1965487,230297,1512026,1163402,3164375,721473,1986111,700096,12331,795371
