sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,36003.217,246.221,28212.544,222.94,185700,21277901,168141
Fell Cleave,71,75573.901,54.601,7114.488,103.638,41180,5365747,78164
Inner Chaos,22,115957.045,20.419,3382.465,20.855,15400,2551055,15729
Auto,225,9162.338,26.85,2733.394,47.041,20250,2061526,35478
Maim,61,30440.148,27.499,2462.011,81.314,20740,1856849,61327
Storm's Path,40,44746.775,26.518,2373.205,96.767,20000,1789871,72982
Primal Ruination,13,130630.923,13.789,2251.66,18.064,10400,1698202,13624
Primal Rend,13,117558.615,12.411,2026.335,16.257,9360,1528262,12261
Heavy Swing,61,21454.508,19.411,1735.249,57.311,14640,1308725,43224
Storm's Eye,21,44627.571,13.922,1242.613,69.947,10500,937179,52754
Upheaval,24,38656.708,13.365,1230.126,64.845,10080,927761,48906
Primal Wrath,13,66270.231,12.066,1142.287,81.848,9100,861513,61730
Onslaught,27,14489.296,5.37,518.71,25.789,4050,391211,19450
