sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
338302,338925,Upheaval,420,1.0,9090,18560,6720,7000,9180,1800,4320,4800,4200,5000,8500,5040
339397,339929,Auto,90,1.0,9180,18560,6720,7000,9180,1800,4320,4800,4200,5000,8500,5040
340177,340800,Maim,340,1.0,9180,18560,6720,7000,9520,1800,4320,4800,4200,5000,8500,5040
342757,343289,Auto,90,1.0,9270,18560,6720,7000,9520,1800,4320,4800,4200,5000,8500,5040
342677,344326,Storm's Eye,500,1.0,9270,18560,6720,7000,9520,1800,4320,4800,4200,5500,8500,5040
345177,345709,Heavy Swing,240,1.0,9270,18560,6960,7000,9520,1800,4320,4800,4200,5500,8500,5040
346117,346649,Auto,90,1.0,9360,18560,6960,7000,9520,1800,4320,4800,4200,5500,8500,5040
347677,348300,Maim,340,1.0,9360,18560,6960,7000,9860,1800,4320,4800,4200,5500,8500,5040
349477,350009,Auto,90,1.0,9450,18560,6960,7000,9860,1800,4320,4800,4200,5500,8500,5040
350177,351692,Storm's Path,500,1.0,9450,18560,6960,7000,9860,1800,4320,4800,4200,5500,9000,5040
352677,353209,Heavy Swing,240,1.0,9450,18560,7200,7000,9860,1800,4320,4800,4200,5500,9000,5040
352837,353369,Auto,90,1.0,9540,18560,7200,7000,9860,1800,4320,4800,4200,5500,9000,5040
355177,355800,Maim,340,1.0,9540,18560,7200,7000,10200,1800,4320,4800,4200,5500,9000,5040
356197,356729,Auto,90,1.0,9630,18560,7200,7000,10200,1800,4320,4800,4200,5500,9000,5040
357677,359192,Storm's Path,500,1.0,9630,18560,7200,7000,10200,1800,4320,4800,4200,5500,9500,5040
359557,360089,Auto,90,1.0,9720,18560,7200,7000,10200,1800,4320,4800,4200,5500,9500,5040
360177,360709,Heavy Swing,240,1.0,9720,18560,7440,7000,10200,1800,4320,4800,4200,5500,9500,5040
362677,363300,Maim,340,1.0,9720,18560,7440,7000,10540,1800,4320,4800,4200,5500,9500,5040
362917,363449,Auto,90,1.0,9810,18560,7440,7000,10540,1800,4320,4800,4200,5500,9500,5040
365177,365800,Fell Cleave,580,1.0,9810,19140,7440,7000,10540,1800,4320,4800,4200,5500,9500,5040
366277,366809,Auto,90,1.0,9900,19140,7440,7000,10540,1800,4320,4800,4200,5500,9500,5040
367677,368614,Inner Chaos,700,1.0,9900,19140,7440,7700,10540,1800,4320,4800,4200,5500,9500,5040
368302,368925,Upheaval,420,1.0,9900,19140,7440,7700,10540,1800,4320,4800,4200,5500,9500,5460
368927,369594,Onslaught,150,1.0,9900,19140,7440,7700,10540,1950,4320,4800,4200,5500,9500,5460
369637,370169,Auto,90,1.0,9990,19140,7440,7700,10540,1950,4320,4800,4200,5500,9500,5460
370177,371337,Primal Rend,720,1.0,9990,19140,7440,7700,10540,1950,5040,4800,4200,5500,9500,5460
371377,372044,Onslaught,150,1.0,9990,19140,7440,7700,10540,2100,5040,4800,4200,5500,9500,5460
372677,373300,Fell Cleave,580,1.0,9990,19720,7440,7700,10540,2100,5040,4800,4200,5500,9500,5460
372997,373529,Auto,90,1.0,10080,19720,7440,7700,10540,2100,5040,4800,4200,5500,9500,5460
373302,373969,Onslaught,150,1.0,10080,19720,7440,7700,10540,2250,5040,4800,4200,5500,9500,5460
375178,375801,Fell Cleave,580,1.0,10080,20300,7440,7700,10540,2250,5040,4800,4200,5500,9500,5460
376357,376889,Auto,90,1.0,10170,20300,7440,7700,10540,2250,5040,4800,4200,5500,9500,5460
377678,378301,Fell Cleave,580,1.0,10170,20880,7440,7700,10540,2250,5040,4800,4200,5500,9500,5460
378303,379453,Primal Wrath,700,1.0,10170,20880,7440,7700,10540,2250,5040,4800,4900,5500,9500,5460
379717,380249,Auto,90,1.0,10260,20880,7440,7700,10540,2250,5040,4800,4900,5500,9500,5460
380178,381238,Primal Ruination,800,1.0,10260,20880,7440,7700,10540,2250,5040,5600,4900,5500,9500,5460
383077,383609,Auto,90,1.0,10350,20880,7440,7700,10540,2250,5040,5600,4900,5500,9500,5460
382678,383615,Inner Chaos,700,1.0,10350,20880,7440,8400,10540,2250,5040,5600,4900,5500,9500,5460
385178,385801,Fell Cleave,580,1.0,10350,21460,7440,8400,10540,2250,5040,5600,4900,5500,9500,5460
386437,386969,Auto,90,1.0,10440,21460,7440,8400,10540,2250,5040,5600,4900,5500,9500,5460
387678,389327,Storm's Eye,500,1.0,10440,21460,7440,8400,10540,2250,5040,5600,4900,6000,9500,5460
389797,390329,Auto,90,1.0,10530,21460,7440,8400,10540,2250,5040,5600,4900,6000,9500,5460
390178,390710,Heavy Swing,240,1.0,10530,21460,7680,8400,10540,2250,5040,5600,4900,6000,9500,5460
392678,393301,Maim,340,1.0,10530,21460,7680,8400,10880,2250,5040,5600,4900,6000,9500,5460
393157,393689,Auto,90,1.0,10620,21460,7680,8400,10880,2250,5040,5600,4900,6000,9500,5460
395178,396693,Storm's Path,500,1.0,10620,21460,7680,8400,10880,2250,5040,5600,4900,6000,10000,5460
396517,397049,Auto,90,1.0,10710,21460,7680,8400,10880,2250,5040,5600,4900,6000,10000,5460
397678,398210,Heavy Swing,240,1.0,10710,21460,7920,8400,10880,2250,5040,5600,4900,6000,10000,5460
398303,398926,Upheaval,420,1.0,10710,21460,7920,8400,10880,2250,5040,5600,4900,6000,10000,5880
399877,400409,Auto,90,1.0,10800,21460,7920,8400,10880,2250,5040,5600,4900,6000,10000,5880
400178,400801,Maim,340,1.0,10800,21460,7920,8400,11220,2250,5040,5600,4900,6000,10000,5880
402678,403301,Fell Cleave,580,1.0,10800,22040,7920,8400,11220,2250,5040,5600,4900,6000,10000,5880
403237,403769,Auto,90,1.0,10890,22040,7920,8400,11220,2250,5040,5600,4900,6000,10000,5880
405178,406693,Storm's Path,500,1.0,10890,22040,7920,8400,11220,2250,5040,5600,4900,6000,10500,5880
406597,407129,Auto,90,1.0,10980,22040,7920,8400,11220,2250,5040,5600,4900,6000,10500,5880
407678,408210,Heavy Swing,240,1.0,10980,22040,8160,8400,11220,2250,5040,5600,4900,6000,10500,5880
409957,410489,Auto,90,1.0,11070,22040,8160,8400,11220,2250,5040,5600,4900,6000,10500,5880
410178,410801,Maim,340,1.0,11070,22040,8160,8400,11560,2250,5040,5600,4900,6000,10500,5880
413317,413849,Auto,90,1.0,11160,22040,8160,8400,11560,2250,5040,5600,4900,6000,10500,5880
412678,414327,Storm's Eye,500,1.0,11160,22040,8160,8400,11560,2250,5040,5600,4900,6500,10500,5880
415178,415710,Heavy Swing,240,1.0,11160,22040,8400,8400,11560,2250,5040,5600,4900,6500,10500,5880
416677,417209,Auto,90,1.0,11250,22040,8400,8400,11560,2250,5040,5600,4900,6500,10500,5880
417678,418301,Maim,340,1.0,11250,22040,8400,8400,11900,2250,5040,5600,4900,6500,10500,5880
420037,420569,Auto,90,1.0,11340,22040,8400,8400,11900,2250,5040,5600,4900,6500,10500,5880
420178,420801,Fell Cleave,580,1.0,11340,22620,8400,8400,11900,2250,5040,5600,4900,6500,10500,5880
423397,423929,Auto,90,1.0,11430,22620,8400,8400,11900,2250,5040,5600,4900,6500,10500,5880
422678,424193,Storm's Path,500,1.0,11430,22620,8400,8400,11900,2250,5040,5600,4900,6500,11000,5880
425179,425711,Heavy Swing,240,1.0,11430,22620,8640,8400,11900,2250,5040,5600,4900,6500,11000,5880
426757,427289,Auto,90,1.0,11520,22620,8640,8400,11900,2250,5040,5600,4900,6500,11000,5880
427679,428616,Inner Chaos,700,1.0,11520,22620,8640,9100,11900,2250,5040,5600,4900,6500,11000,5880
428304,428927,Upheaval,420,1.0,11520,22620,8640,9100,11900,2250,5040,5600,4900,6500,11000,6300
428929,429596,Onslaught,150,1.0,11520,22620,8640,9100,11900,2400,5040,5600,4900,6500,11000,6300
430117,430649,Auto,90,1.0,11610,22620,8640,9100,11900,2400,5040,5600,4900,6500,11000,6300
430179,431339,Primal Rend,720,1.0,11610,22620,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
432679,433302,Fell Cleave,580,1.0,11610,23200,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
433477,434009,Auto,90,1.0,11700,23200,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
435179,435802,Fell Cleave,580,1.0,11700,23780,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
436837,437369,Auto,90,1.0,11790,23780,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
437679,438302,Fell Cleave,580,1.0,11790,24360,8640,9100,11900,2400,5760,5600,4900,6500,11000,6300
438304,439454,Primal Wrath,700,1.0,11790,24360,8640,9100,11900,2400,5760,5600,5600,6500,11000,6300
440197,440729,Auto,90,1.0,11880,24360,8640,9100,11900,2400,5760,5600,5600,6500,11000,6300
440179,441239,Primal Ruination,800,1.0,11880,24360,8640,9100,11900,2400,5760,6400,5600,6500,11000,6300
442679,443302,Maim,340,1.0,11880,24360,8640,9100,12240,2400,5760,6400,5600,6500,11000,6300
443557,444089,Auto,90,1.0,11970,24360,8640,9100,12240,2400,5760,6400,5600,6500,11000,6300
445179,446694,Storm's Path,500,1.0,11970,24360,8640,9100,12240,2400,5760,6400,5600,6500,11500,6300
446917,447449,Auto,90,1.0,12060,24360,8640,9100,12240,2400,5760,6400,5600,6500,11500,6300
447679,448302,Fell Cleave,580,1.0,12060,24940,8640,9100,12240,2400,5760,6400,5600,6500,11500,6300
450179,450711,Heavy Swing,240,1.0,12060,24940,8880,9100,12240,2400,5760,6400,5600,6500,11500,6300
450277,450809,Auto,90,1.0,12150,24940,8880,9100,12240,2400,5760,6400,5600,6500,11500,6300
452679,453302,Maim,340,1.0,12150,24940,8880,9100,12580,2400,5760,6400,5600,6500,11500,6300
453637,454169,Auto,90,1.0,12240,24940,8880,9100,12580,2400,5760,6400,5600,6500,11500,6300
455179,456828,Storm's Eye,500,1.0,12240,24940,8880,9100,12580,2400,5760,6400,5600,7000,11500,6300
456997,457529,Auto,90,1.0,12330,24940,8880,9100,12580,2400,5760,6400,5600,7000,11500,6300
457679,458211,Heavy Swing,240,1.0,12330,24940,9120,9100,12580,2400,5760,6400,5600,7000,11500,6300
460179,460802,Maim,340,1.0,12330,24940,9120,9100,12920,2400,5760,6400,5600,7000,11500,6300
460357,460889,Auto,90,1.0,12420,24940,9120,9100,12920,2400,5760,6400,5600,7000,11500,6300
462679,464194,Storm's Path,500,1.0,12420,24940,9120,9100,12920,2400,5760,6400,5600,7000,12000,6300
463717,464249,Auto,90,1.0,12510,24940,9120,9100,12920,2400,5760,6400,5600,7000,12000,6300
465179,465802,Fell Cleave,580,1.0,12510,25520,9120,9100,12920,2400,5760,6400,5600,7000,12000,6300
467077,467609,Auto,90,1.0,12600,25520,9120,9100,12920,2400,5760,6400,5600,7000,12000,6300
467679,468211,Heavy Swing,240,1.0,12600,25520,9360,9100,12920,2400,5760,6400,5600,7000,12000,6300
470179,470802,Maim,340,1.0,12600,25520,9360,9100,13260,2400,5760,6400,5600,7000,12000,6300
470437,470969,Auto,90,1.0,12690,25520,9360,9100,13260,2400,5760,6400,5600,7000,12000,6300
472679,474194,Storm's Path,500,1.0,12690,25520,9360,9100,13260,2400,5760,6400,5600,7000,12500,6300
473797,474329,Auto,90,1.0,12780,25520,9360,9100,13260,2400,5760,6400,5600,7000,12500,6300
475180,475712,Heavy Swing,240,1.0,12780,25520,9600,9100,13260,2400,5760,6400,5600,7000,12500,6300
477157,477689,Auto,90,1.0,12870,25520,9600,9100,13260,2400,5760,6400,5600,7000,12500,6300
477680,478303,Maim,340,1.0,12870,25520,9600,9100,13600,2400,5760,6400,5600,7000,12500,6300
480517,481049,Auto,90,1.0,12960,25520,9600,9100,13600,2400,5760,6400,5600,7000,12500,6300
480180,481829,Storm's Eye,500,1.0,12960,25520,9600,9100,13600,2400,5760,6400,5600,7500,12500,6300
482680,483212,Heavy Swing,240,1.0,12960,25520,9840,9100,13600,2400,5760,6400,5600,7500,12500,6300
483877,484409,Auto,90,1.0,13050,25520,9840,9100,13600,2400,5760,6400,5600,7500,12500,6300
485180,485803,Fell Cleave,580,1.0,13050,26100,9840,9100,13600,2400,5760,6400,5600,7500,12500,6300
487237,487769,Auto,90,1.0,13140,26100,9840,9100,13600,2400,5760,6400,5600,7500,12500,6300
487680,488617,Inner Chaos,700,1.0,13140,26100,9840,9800,13600,2400,5760,6400,5600,7500,12500,6300
488305,488928,Upheaval,420,1.0,13140,26100,9840,9800,13600,2400,5760,6400,5600,7500,12500,6720
488930,489597,Onslaught,150,1.0,13140,26100,9840,9800,13600,2550,5760,6400,5600,7500,12500,6720
490597,491129,Auto,90,1.0,13230,26100,9840,9800,13600,2550,5760,6400,5600,7500,12500,6720
490180,491340,Primal Rend,720,1.0,13230,26100,9840,9800,13600,2550,6480,6400,5600,7500,12500,6720
491380,492047,Onslaught,150,1.0,13230,26100,9840,9800,13600,2700,6480,6400,5600,7500,12500,6720
492680,493303,Fell Cleave,580,1.0,13230,26680,9840,9800,13600,2700,6480,6400,5600,7500,12500,6720
493305,493972,Onslaught,150,1.0,13230,26680,9840,9800,13600,2850,6480,6400,5600,7500,12500,6720
493957,494489,Auto,90,1.0,13320,26680,9840,9800,13600,2850,6480,6400,5600,7500,12500,6720
495180,495803,Fell Cleave,580,1.0,13320,27260,9840,9800,13600,2850,6480,6400,5600,7500,12500,6720
497317,497849,Auto,90,1.0,13410,27260,9840,9800,13600,2850,6480,6400,5600,7500,12500,6720
497680,498303,Fell Cleave,580,1.0,13410,27840,9840,9800,13600,2850,6480,6400,5600,7500,12500,6720
498305,499455,Primal Wrath,700,1.0,13410,27840,9840,9800,13600,2850,6480,6400,6300,7500,12500,6720
500677,501209,Auto,90,1.0,13500,27840,9840,9800,13600,2850,6480,6400,6300,7500,12500,6720
500180,501240,Primal Ruination,800,1.0,13500,27840,9840,9800,13600,2850,6480,7200,6300,7500,12500,6720
502680,503617,Inner Chaos,700,1.0,13500,27840,9840,10500,13600,2850,6480,7200,6300,7500,12500,6720
504037,504569,Auto,90,1.0,13590,27840,9840,10500,13600,2850,6480,7200,6300,7500,12500,6720
505180,505803,Maim,340,1.0,13590,27840,9840,10500,13940,2850,6480,7200,6300,7500,12500,6720
507397,507929,Auto,90,1.0,13680,27840,9840,10500,13940,2850,6480,7200,6300,7500,12500,6720
507680,509195,Storm's Path,500,1.0,13680,27840,9840,10500,13940,2850,6480,7200,6300,7500,13000,6720
510180,510712,Heavy Swing,240,1.0,13680,27840,10080,10500,13940,2850,6480,7200,6300,7500,13000,6720
510757,511289,Auto,90,1.0,13770,27840,10080,10500,13940,2850,6480,7200,6300,7500,13000,6720
512679,513302,Maim,340,1.0,13770,27840,10080,10500,14280,2850,6480,7200,6300,7500,13000,6720
514117,514649,Auto,90,1.0,13860,27840,10080,10500,14280,2850,6480,7200,6300,7500,13000,6720
515179,516694,Storm's Path,500,1.0,13860,27840,10080,10500,14280,2850,6480,7200,6300,7500,13500,6720
517477,518009,Auto,90,1.0,13950,27840,10080,10500,14280,2850,6480,7200,6300,7500,13500,6720
517679,518302,Fell Cleave,580,1.0,13950,28420,10080,10500,14280,2850,6480,7200,6300,7500,13500,6720
518304,518927,Upheaval,420,1.0,13950,28420,10080,10500,14280,2850,6480,7200,6300,7500,13500,7140
520179,520711,Heavy Swing,240,1.0,13950,28420,10320,10500,14280,2850,6480,7200,6300,7500,13500,7140
520837,521369,Auto,90,1.0,14040,28420,10320,10500,14280,2850,6480,7200,6300,7500,13500,7140
522679,523302,Maim,340,1.0,14040,28420,10320,10500,14620,2850,6480,7200,6300,7500,13500,7140
524197,524729,Auto,90,1.0,14130,28420,10320,10500,14620,2850,6480,7200,6300,7500,13500,7140
525181,526830,Storm's Eye,500,1.0,14130,28420,10320,10500,14620,2850,6480,7200,6300,8000,13500,7140
527557,528089,Auto,90,1.0,14220,28420,10320,10500,14620,2850,6480,7200,6300,8000,13500,7140
527681,528213,Heavy Swing,240,1.0,14220,28420,10560,10500,14620,2850,6480,7200,6300,8000,13500,7140
530181,530804,Maim,340,1.0,14220,28420,10560,10500,14960,2850,6480,7200,6300,8000,13500,7140
530917,531449,Auto,90,1.0,14310,28420,10560,10500,14960,2850,6480,7200,6300,8000,13500,7140
532681,534196,Storm's Path,500,1.0,14310,28420,10560,10500,14960,2850,6480,7200,6300,8000,14000,7140
534277,534809,Auto,90,1.0,14400,28420,10560,10500,14960,2850,6480,7200,6300,8000,14000,7140
535181,535804,Fell Cleave,580,1.0,14400,29000,10560,10500,14960,2850,6480,7200,6300,8000,14000,7140
537637,538169,Auto,90,1.0,14490,29000,10560,10500,14960,2850,6480,7200,6300,8000,14000,7140
537681,538213,Heavy Swing,240,1.0,14490,29000,10800,10500,14960,2850,6480,7200,6300,8000,14000,7140
540181,540804,Maim,340,1.0,14490,29000,10800,10500,15300,2850,6480,7200,6300,8000,14000,7140
540997,541529,Auto,90,1.0,14580,29000,10800,10500,15300,2850,6480,7200,6300,8000,14000,7140
542681,544196,Storm's Path,500,1.0,14580,29000,10800,10500,15300,2850,6480,7200,6300,8000,14500,7140
544357,544889,Auto,90,1.0,14670,29000,10800,10500,15300,2850,6480,7200,6300,8000,14500,7140
545181,545713,Heavy Swing,240,1.0,14670,29000,11040,10500,15300,2850,6480,7200,6300,8000,14500,7140
547717,548249,Auto,90,1.0,14760,29000,11040,10500,15300,2850,6480,7200,6300,8000,14500,7140
547681,548618,Inner Chaos,700,1.0,14760,29000,11040,11200,15300,2850,6480,7200,6300,8000,14500,7140
548306,548929,Upheaval,420,1.0,14760,29000,11040,11200,15300,2850,6480,7200,6300,8000,14500,7560
548931,549598,Onslaught,150,1.0,14760,29000,11040,11200,15300,3000,6480,7200,6300,8000,14500,7560
550181,551341,Primal Rend,720,1.0,14760,29000,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
551077,551609,Auto,90,1.0,14850,29000,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
552681,553304,Fell Cleave,580,1.0,14850,29580,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
554437,554969,Auto,90,1.0,14940,29580,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
555181,555804,Fell Cleave,580,1.0,14940,30160,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
557681,558304,Fell Cleave,580,1.0,14940,30740,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
557797,558329,Auto,90,1.0,15030,30740,11040,11200,15300,3000,7200,7200,6300,8000,14500,7560
558306,559456,Primal Wrath,700,1.0,15030,30740,11040,11200,15300,3000,7200,7200,7000,8000,14500,7560
560181,561241,Primal Ruination,800,1.0,15030,30740,11040,11200,15300,3000,7200,8000,7000,8000,14500,7560
561157,561689,Auto,90,1.0,15120,30740,11040,11200,15300,3000,7200,8000,7000,8000,14500,7560
562681,563304,Maim,340,1.0,15120,30740,11040,11200,15640,3000,7200,8000,7000,8000,14500,7560
564517,565049,Auto,90,1.0,15210,30740,11040,11200,15640,3000,7200,8000,7000,8000,14500,7560
565181,565804,Fell Cleave,580,1.0,15210,31320,11040,11200,15640,3000,7200,8000,7000,8000,14500,7560
567877,568409,Auto,90,1.0,15300,31320,11040,11200,15640,3000,7200,8000,7000,8000,14500,7560
567681,569330,Storm's Eye,500,1.0,15300,31320,11040,11200,15640,3000,7200,8000,7000,8500,14500,7560
570181,570713,Heavy Swing,240,1.0,15300,31320,11280,11200,15640,3000,7200,8000,7000,8500,14500,7560
571237,571769,Auto,90,1.0,15390,31320,11280,11200,15640,3000,7200,8000,7000,8500,14500,7560
572681,573304,Maim,340,1.0,15390,31320,11280,11200,15980,3000,7200,8000,7000,8500,14500,7560
574597,575129,Auto,90,1.0,15480,31320,11280,11200,15980,3000,7200,8000,7000,8500,14500,7560
575182,576697,Storm's Path,500,1.0,15480,31320,11280,11200,15980,3000,7200,8000,7000,8500,15000,7560
577682,578214,Heavy Swing,240,1.0,15480,31320,11520,11200,15980,3000,7200,8000,7000,8500,15000,7560
577957,578489,Auto,90,1.0,15570,31320,11520,11200,15980,3000,7200,8000,7000,8500,15000,7560
578307,578930,Upheaval,420,1.0,15570,31320,11520,11200,15980,3000,7200,8000,7000,8500,15000,7980
580182,580805,Maim,340,1.0,15570,31320,11520,11200,16320,3000,7200,8000,7000,8500,15000,7980
581317,581849,Auto,90,1.0,15660,31320,11520,11200,16320,3000,7200,8000,7000,8500,15000,7980
582682,583305,Fell Cleave,580,1.0,15660,31900,11520,11200,16320,3000,7200,8000,7000,8500,15000,7980
584677,585209,Auto,90,1.0,15750,31900,11520,11200,16320,3000,7200,8000,7000,8500,15000,7980
585182,586697,Storm's Path,500,1.0,15750,31900,11520,11200,16320,3000,7200,8000,7000,8500,15500,7980
587682,588214,Heavy Swing,240,1.0,15750,31900,11760,11200,16320,3000,7200,8000,7000,8500,15500,7980
588037,588569,Auto,90,1.0,15840,31900,11760,11200,16320,3000,7200,8000,7000,8500,15500,7980
590182,590805,Maim,340,1.0,15840,31900,11760,11200,16660,3000,7200,8000,7000,8500,15500,7980
591397,591929,Auto,90,1.0,15930,31900,11760,11200,16660,3000,7200,8000,7000,8500,15500,7980
592682,594331,Storm's Eye,500,1.0,15930,31900,11760,11200,16660,3000,7200,8000,7000,9000,15500,7980
594757,595289,Auto,90,1.0,16020,31900,11760,11200,16660,3000,7200,8000,7000,9000,15500,7980
595182,595714,Heavy Swing,240,1.0,16020,31900,12000,11200,16660,3000,7200,8000,7000,9000,15500,7980
597682,598305,Maim,340,1.0,16020,31900,12000,11200,17000,3000,7200,8000,7000,9000,15500,7980
598117,598649,Auto,90,1.0,16110,31900,12000,11200,17000,3000,7200,8000,7000,9000,15500,7980
600182,600805,Fell Cleave,580,1.0,16110,32480,12000,11200,17000,3000,7200,8000,7000,9000,15500,7980
601477,602009,Auto,90,1.0,16200,32480,12000,11200,17000,3000,7200,8000,7000,9000,15500,7980
602682,604197,Storm's Path,500,1.0,16200,32480,12000,11200,17000,3000,7200,8000,7000,9000,16000,7980
604837,605369,Auto,90,1.0,16290,32480,12000,11200,17000,3000,7200,8000,7000,9000,16000,7980
605182,605714,Heavy Swing,240,1.0,16290,32480,12240,11200,17000,3000,7200,8000,7000,9000,16000,7980
607682,608619,Inner Chaos,700,1.0,16290,32480,12240,11900,17000,3000,7200,8000,7000,9000,16000,7980
608197,608729,Auto,90,1.0,16380,32480,12240,11900,17000,3000,7200,8000,7000,9000,16000,7980
608307,608930,Upheaval,420,1.0,16380,32480,12240,11900,17000,3000,7200,8000,7000,9000,16000,8400
608932,609599,Onslaught,150,1.0,16380,32480,12240,11900,17000,3150,7200,8000,7000,9000,16000,8400
610182,611342,Primal Rend,720,1.0,16380,32480,12240,11900,17000,3150,7920,8000,7000,9000,16000,8400
611382,612049,Onslaught,150,1.0,16380,32480,12240,11900,17000,3300,7920,8000,7000,9000,16000,8400
611557,612089,Auto,90,1.0,16470,32480,12240,11900,17000,3300,7920,8000,7000,9000,16000,8400
612682,613305,Fell Cleave,580,1.0,16470,33060,12240,11900,17000,3300,7920,8000,7000,9000,16000,8400
613307,613974,Onslaught,150,1.0,16470,33060,12240,11900,17000,3450,7920,8000,7000,9000,16000,8400
614917,615449,Auto,90,1.0,16560,33060,12240,11900,17000,3450,7920,8000,7000,9000,16000,8400
615182,615805,Fell Cleave,580,1.0,16560,33640,12240,11900,17000,3450,7920,8000,7000,9000,16000,8400
617682,618305,Fell Cleave,580,1.0,16560,34220,12240,11900,17000,3450,7920,8000,7000,9000,16000,8400
618277,618809,Auto,90,1.0,16650,34220,12240,11900,17000,3450,7920,8000,7000,9000,16000,8400
618307,619457,Primal Wrath,700,1.0,16650,34220,12240,11900,17000,3450,7920,8000,7700,9000,16000,8400
620182,621242,Primal Ruination,800,1.0,16650,34220,12240,11900,17000,3450,7920,8800,7700,9000,16000,8400
621637,622169,Auto,90,1.0,16740,34220,12240,11900,17000,3450,7920,8800,7700,9000,16000,8400
622682,623619,Inner Chaos,700,1.0,16740,34220,12240,12600,17000,3450,7920,8800,7700,9000,16000,8400
624997,625529,Auto,90,1.0,16830,34220,12240,12600,17000,3450,7920,8800,7700,9000,16000,8400
625183,625806,Maim,340,1.0,16830,34220,12240,12600,17340,3450,7920,8800,7700,9000,16000,8400
628357,628889,Auto,90,1.0,16920,34220,12240,12600,17340,3450,7920,8800,7700,9000,16000,8400
627683,629198,Storm's Path,500,1.0,16920,34220,12240,12600,17340,3450,7920,8800,7700,9000,16500,8400
630183,630806,Fell Cleave,580,1.0,16920,34800,12240,12600,17340,3450,7920,8800,7700,9000,16500,8400
631717,632249,Auto,90,1.0,17010,34800,12240,12600,17340,3450,7920,8800,7700,9000,16500,8400
632683,633620,Inner Chaos,700,1.0,17010,34800,12240,13300,17340,3450,7920,8800,7700,9000,16500,8400
635077,635609,Auto,90,1.0,17100,34800,12240,13300,17340,3450,7920,8800,7700,9000,16500,8400
635183,635715,Heavy Swing,240,1.0,17100,34800,12480,13300,17340,3450,7920,8800,7700,9000,16500,8400
637683,638306,Maim,340,1.0,17100,34800,12480,13300,17680,3450,7920,8800,7700,9000,16500,8400
638308,638931,Upheaval,420,1.0,17100,34800,12480,13300,17680,3450,7920,8800,7700,9000,16500,8820
638437,638969,Auto,90,1.0,17190,34800,12480,13300,17680,3450,7920,8800,7700,9000,16500,8820
640183,641832,Storm's Eye,500,1.0,17190,34800,12480,13300,17680,3450,7920,8800,7700,9500,16500,8820
641797,642329,Auto,90,1.0,17280,34800,12480,13300,17680,3450,7920,8800,7700,9500,16500,8820
642683,643215,Heavy Swing,240,1.0,17280,34800,12720,13300,17680,3450,7920,8800,7700,9500,16500,8820
645157,645689,Auto,90,1.0,17370,34800,12720,13300,17680,3450,7920,8800,7700,9500,16500,8820
645183,645806,Maim,340,1.0,17370,34800,12720,13300,18020,3450,7920,8800,7700,9500,16500,8820
648517,649049,Auto,90,1.0,17460,34800,12720,13300,18020,3450,7920,8800,7700,9500,16500,8820
647683,649198,Storm's Path,500,1.0,17460,34800,12720,13300,18020,3450,7920,8800,7700,9500,17000,8820
650183,650806,Fell Cleave,580,1.0,17460,35380,12720,13300,18020,3450,7920,8800,7700,9500,17000,8820
651877,652409,Auto,90,1.0,17550,35380,12720,13300,18020,3450,7920,8800,7700,9500,17000,8820
652683,653215,Heavy Swing,240,1.0,17550,35380,12960,13300,18020,3450,7920,8800,7700,9500,17000,8820
655237,655769,Auto,90,1.0,17640,35380,12960,13300,18020,3450,7920,8800,7700,9500,17000,8820
655183,655806,Maim,340,1.0,17640,35380,12960,13300,18360,3450,7920,8800,7700,9500,17000,8820
658597,659129,Auto,90,1.0,17730,35380,12960,13300,18360,3450,7920,8800,7700,9500,17000,8820
657683,659198,Storm's Path,500,1.0,17730,35380,12960,13300,18360,3450,7920,8800,7700,9500,17500,8820
660183,660715,Heavy Swing,240,1.0,17730,35380,13200,13300,18360,3450,7920,8800,7700,9500,17500,8820
661957,662489,Auto,90,1.0,17820,35380,13200,13300,18360,3450,7920,8800,7700,9500,17500,8820
662683,663306,Maim,340,1.0,17820,35380,13200,13300,18700,3450,7920,8800,7700,9500,17500,8820
665317,665849,Auto,90,1.0,17910,35380,13200,13300,18700,3450,7920,8800,7700,9500,17500,8820
665183,666698,Storm's Path,500,1.0,17910,35380,13200,13300,18700,3450,7920,8800,7700,9500,18000,8820
667683,668306,Fell Cleave,580,1.0,17910,35960,13200,13300,18700,3450,7920,8800,7700,9500,18000,8820
668308,668931,Upheaval,420,1.0,17910,35960,13200,13300,18700,3450,7920,8800,7700,9500,18000,9240
668677,669209,Auto,90,1.0,18000,35960,13200,13300,18700,3450,7920,8800,7700,9500,18000,9240
