sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Atonement,Auto,Blade of Faith,Blade of Honor,Blade of Truth,Blade of Valor,Circle of Scorn,Circle of Scorn (dot),Confiteor,Expiacion,Fast Blade,Goring Blade,Holy Spirit,Imperator,Intervene,Riot Blade,Royal Authority,Sepulchre,Supplication
173500,174258,Holy Spirit,500,1.0,3220,7020,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,3500
174978,175510,Auto,90,1.0,3220,7110,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,3500
176000,177293,Atonement,460,1.0,3680,7110,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,3500
177218,177750,Auto,90,1.0,3680,7200,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,3500
178500,179660,Supplication,500,1.0,3680,7200,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,4000
179458,179990,Auto,90,1.0,3680,7290,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,4000
181698,182230,Auto,90,1.0,3680,7380,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,3780,4000
181000,182290,Sepulchre,540,1.0,3680,7380,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,3680,4320,4000
183500,184078,Royal Authority,460,1.0,3680,7380,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,4140,4320,4000
183938,184470,Auto,90,1.0,3680,7470,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,4140,4320,4000
186178,186710,Auto,90,1.0,3680,7560,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,4140,4320,4000
186000,187293,Atonement,460,1.0,4140,7560,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,1740,900,2970,4140,4320,4000
187250,188540,Imperator,580,1.0,4140,7560,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,2320,900,2970,4140,4320,4000
188418,188950,Auto,90,1.0,4140,7650,2280,3000,2640,3000,840,900,3000,2700,1980,2100,4400,2320,900,2970,4140,4320,4000
188500,189034,Goring Blade,700,1.0,4140,7650,2280,3000,2640,3000,840,900,3000,2700,1980,2800,4400,2320,900,2970,4140,4320,4000
189125,190148,Circle of Scorn,140,1.0,4140,7650,2280,3000,2640,3000,980,900,3000,2700,1980,2800,4400,2320,900,2970,4140,4320,4000
189125,190500,Circle of Scorn (dot),30,1.0,4140,7650,2280,3000,2640,3000,980,930,3000,2700,1980,2800,4400,2320,900,2970,4140,4320,4000
190658,191190,Auto,90,1.0,4140,7740,2280,3000,2640,3000,980,930,3000,2700,1980,2800,4400,2320,900,2970,4140,4320,4000
191625,191982,Expiacion,450,1.0,4140,7740,2280,3000,2640,3000,980,930,3000,3150,1980,2800,4400,2320,900,2970,4140,4320,4000
191000,192160,Supplication,500,1.0,4140,7740,2280,3000,2640,3000,980,930,3000,3150,1980,2800,4400,2320,900,2970,4140,4320,4500
192898,193430,Auto,90,1.0,4140,7830,2280,3000,2640,3000,980,930,3000,3150,1980,2800,4400,2320,900,2970,4140,4320,4500
189125,193500,Circle of Scorn (dot),30,1.0,4140,7830,2280,3000,2640,3000,980,960,3000,3150,1980,2800,4400,2320,900,2970,4140,4320,4500
193500,194123,Confiteor,1000,1.0,4140,7830,2280,3000,2640,3000,980,960,4000,3150,1980,2800,4400,2320,900,2970,4140,4320,4500
194125,194703,Intervene,150,1.0,4140,7830,2280,3000,2640,3000,980,960,4000,3150,1980,2800,4400,2320,1050,2970,4140,4320,4500
195138,195670,Auto,90,1.0,4140,7920,2280,3000,2640,3000,980,960,4000,3150,1980,2800,4400,2320,1050,2970,4140,4320,4500
189125,196500,Circle of Scorn (dot),30,1.0,4140,7920,2280,3000,2640,3000,980,990,4000,3150,1980,2800,4400,2320,1050,2970,4140,4320,4500
196000,196666,Blade of Faith,760,1.0,4140,7920,3040,3000,2640,3000,980,990,4000,3150,1980,2800,4400,2320,1050,2970,4140,4320,4500
196625,197203,Intervene,150,1.0,4140,7920,3040,3000,2640,3000,980,990,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
197378,197910,Auto,90,1.0,4140,8010,3040,3000,2640,3000,980,990,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
198500,199391,Blade of Truth,880,1.0,4140,8010,3040,3000,3520,3000,980,990,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
189125,199500,Circle of Scorn (dot),30,1.0,4140,8010,3040,3000,3520,3000,980,1020,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
199618,200150,Auto,90,1.0,4140,8100,3040,3000,3520,3000,980,1020,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
201000,201891,Blade of Valor,1000,1.0,4140,8100,3040,3000,3520,4000,980,1020,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
201858,202390,Auto,90,1.0,4140,8190,3040,3000,3520,4000,980,1020,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
189125,202500,Circle of Scorn (dot),30,1.0,4140,8190,3040,3000,3520,4000,980,1050,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
201625,202785,Blade of Honor,1000,1.0,4140,8190,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
204098,204630,Auto,90,1.0,4140,8280,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4400,2320,1200,2970,4140,4320,4500
203500,204790,Sepulchre,540,1.0,4140,8280,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4400,2320,1200,2970,4140,4860,4500
206000,206758,Holy Spirit,500,1.0,4140,8280,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4900,2320,1200,2970,4140,4860,4500
206338,206870,Auto,90,1.0,4140,8370,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4900,2320,1200,2970,4140,4860,4500
208578,209110,Auto,90,1.0,4140,8460,3040,4000,3520,4000,980,1050,4000,3150,1980,2800,4900,2320,1200,2970,4140,4860,4500
208500,209123,Fast Blade,220,1.0,4140,8460,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,2970,4140,4860,4500
210818,211350,Auto,90,1.0,4140,8550,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,2970,4140,4860,4500
211000,211758,Riot Blade,330,1.0,4140,8550,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,3300,4140,4860,4500
213058,213590,Auto,90,1.0,4140,8640,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,3300,4140,4860,4500
213500,214078,Royal Authority,460,1.0,4140,8640,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,3300,4600,4860,4500
215298,215830,Auto,90,1.0,4140,8730,3040,4000,3520,4000,980,1050,4000,3150,2200,2800,4900,2320,1200,3300,4600,4860,4500
216000,216623,Fast Blade,220,1.0,4140,8730,3040,4000,3520,4000,980,1050,4000,3150,2420,2800,4900,2320,1200,3300,4600,4860,4500
217538,218070,Auto,90,1.0,4140,8820,3040,4000,3520,4000,980,1050,4000,3150,2420,2800,4900,2320,1200,3300,4600,4860,4500
218500,219258,Riot Blade,330,1.0,4140,8820,3040,4000,3520,4000,980,1050,4000,3150,2420,2800,4900,2320,1200,3630,4600,4860,4500
219125,220148,Circle of Scorn,140,1.0,4140,8820,3040,4000,3520,4000,1120,1050,4000,3150,2420,2800,4900,2320,1200,3630,4600,4860,4500
219778,220310,Auto,90,1.0,4140,8910,3040,4000,3520,4000,1120,1050,4000,3150,2420,2800,4900,2320,1200,3630,4600,4860,4500
219125,220500,Circle of Scorn (dot),30,1.0,4140,8910,3040,4000,3520,4000,1120,1080,4000,3150,2420,2800,4900,2320,1200,3630,4600,4860,4500
221625,221982,Expiacion,450,1.0,4140,8910,3040,4000,3520,4000,1120,1080,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,4500
221000,222293,Atonement,460,1.0,4600,8910,3040,4000,3520,4000,1120,1080,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,4500
222018,222550,Auto,90,1.0,4600,9000,3040,4000,3520,4000,1120,1080,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,4500
219125,223500,Circle of Scorn (dot),30,1.0,4600,9000,3040,4000,3520,4000,1120,1110,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,4500
223500,224660,Supplication,500,1.0,4600,9000,3040,4000,3520,4000,1120,1110,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,5000
224258,224790,Auto,90,1.0,4600,9090,3040,4000,3520,4000,1120,1110,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,5000
219125,226500,Circle of Scorn (dot),30,1.0,4600,9090,3040,4000,3520,4000,1120,1140,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,5000
226498,227030,Auto,90,1.0,4600,9180,3040,4000,3520,4000,1120,1140,4000,3600,2420,2800,4900,2320,1200,3630,4600,4860,5000
226000,227290,Sepulchre,540,1.0,4600,9180,3040,4000,3520,4000,1120,1140,4000,3600,2420,2800,4900,2320,1200,3630,4600,5400,5000
228500,229258,Holy Spirit,500,1.0,4600,9180,3040,4000,3520,4000,1120,1140,4000,3600,2420,2800,5400,2320,1200,3630,4600,5400,5000
228738,229270,Auto,90,1.0,4600,9270,3040,4000,3520,4000,1120,1140,4000,3600,2420,2800,5400,2320,1200,3630,4600,5400,5000
219125,229500,Circle of Scorn (dot),30,1.0,4600,9270,3040,4000,3520,4000,1120,1170,4000,3600,2420,2800,5400,2320,1200,3630,4600,5400,5000
230978,231510,Auto,90,1.0,4600,9360,3040,4000,3520,4000,1120,1170,4000,3600,2420,2800,5400,2320,1200,3630,4600,5400,5000
231000,231578,Royal Authority,460,1.0,4600,9360,3040,4000,3520,4000,1120,1170,4000,3600,2420,2800,5400,2320,1200,3630,5060,5400,5000
219125,232500,Circle of Scorn (dot),30,1.0,4600,9360,3040,4000,3520,4000,1120,1200,4000,3600,2420,2800,5400,2320,1200,3630,5060,5400,5000
233218,233750,Auto,90,1.0,4600,9450,3040,4000,3520,4000,1120,1200,4000,3600,2420,2800,5400,2320,1200,3630,5060,5400,5000
233500,234123,Fast Blade,220,1.0,4600,9450,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5400,2320,1200,3630,5060,5400,5000
235458,235990,Auto,90,1.0,4600,9540,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5400,2320,1200,3630,5060,5400,5000
236000,236758,Riot Blade,330,1.0,4600,9540,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5400,2320,1200,3960,5060,5400,5000
237698,238230,Auto,90,1.0,4600,9630,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5400,2320,1200,3960,5060,5400,5000
238500,239258,Holy Spirit,500,1.0,4600,9630,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5000
239938,240470,Auto,90,1.0,4600,9720,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5000
241000,242293,Atonement,460,1.0,5060,9720,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5000
242178,242710,Auto,90,1.0,5060,9810,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5000
243500,244660,Supplication,500,1.0,5060,9810,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5500
244418,244950,Auto,90,1.0,5060,9900,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5500
246658,247190,Auto,90,1.0,5060,9990,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5400,5500
246000,247290,Sepulchre,540,1.0,5060,9990,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2320,1200,3960,5060,5940,5500
247250,248540,Imperator,580,1.0,5060,9990,3040,4000,3520,4000,1120,1200,4000,3600,2640,2800,5900,2900,1200,3960,5060,5940,5500
248500,249034,Goring Blade,700,1.0,5060,9990,3040,4000,3520,4000,1120,1200,4000,3600,2640,3500,5900,2900,1200,3960,5060,5940,5500
248898,249430,Auto,90,1.0,5060,10080,3040,4000,3520,4000,1120,1200,4000,3600,2640,3500,5900,2900,1200,3960,5060,5940,5500
249125,250148,Circle of Scorn,140,1.0,5060,10080,3040,4000,3520,4000,1260,1200,4000,3600,2640,3500,5900,2900,1200,3960,5060,5940,5500
249125,250500,Circle of Scorn (dot),30,1.0,5060,10080,3040,4000,3520,4000,1260,1230,4000,3600,2640,3500,5900,2900,1200,3960,5060,5940,5500
251000,251578,Royal Authority,460,1.0,5060,10080,3040,4000,3520,4000,1260,1230,4000,3600,2640,3500,5900,2900,1200,3960,5520,5940,5500
251138,251670,Auto,90,1.0,5060,10170,3040,4000,3520,4000,1260,1230,4000,3600,2640,3500,5900,2900,1200,3960,5520,5940,5500
251625,251982,Expiacion,450,1.0,5060,10170,3040,4000,3520,4000,1260,1230,4000,4050,2640,3500,5900,2900,1200,3960,5520,5940,5500
249125,253500,Circle of Scorn (dot),30,1.0,5060,10170,3040,4000,3520,4000,1260,1260,4000,4050,2640,3500,5900,2900,1200,3960,5520,5940,5500
253378,253910,Auto,90,1.0,5060,10260,3040,4000,3520,4000,1260,1260,4000,4050,2640,3500,5900,2900,1200,3960,5520,5940,5500
253500,254123,Confiteor,1000,1.0,5060,10260,3040,4000,3520,4000,1260,1260,5000,4050,2640,3500,5900,2900,1200,3960,5520,5940,5500
254125,254703,Intervene,150,1.0,5060,10260,3040,4000,3520,4000,1260,1260,5000,4050,2640,3500,5900,2900,1350,3960,5520,5940,5500
255618,256150,Auto,90,1.0,5060,10350,3040,4000,3520,4000,1260,1260,5000,4050,2640,3500,5900,2900,1350,3960,5520,5940,5500
249125,256500,Circle of Scorn (dot),30,1.0,5060,10350,3040,4000,3520,4000,1260,1290,5000,4050,2640,3500,5900,2900,1350,3960,5520,5940,5500
256000,256666,Blade of Faith,760,1.0,5060,10350,3800,4000,3520,4000,1260,1290,5000,4050,2640,3500,5900,2900,1350,3960,5520,5940,5500
256625,257203,Intervene,150,1.0,5060,10350,3800,4000,3520,4000,1260,1290,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
257858,258390,Auto,90,1.0,5060,10440,3800,4000,3520,4000,1260,1290,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
258500,259391,Blade of Truth,880,1.0,5060,10440,3800,4000,4400,4000,1260,1290,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
249125,259500,Circle of Scorn (dot),30,1.0,5060,10440,3800,4000,4400,4000,1260,1320,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
260098,260630,Auto,90,1.0,5060,10530,3800,4000,4400,4000,1260,1320,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
261000,261891,Blade of Valor,1000,1.0,5060,10530,3800,4000,4400,5000,1260,1320,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
249125,262500,Circle of Scorn (dot),30,1.0,5060,10530,3800,4000,4400,5000,1260,1350,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
261625,262785,Blade of Honor,1000,1.0,5060,10530,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
262338,262870,Auto,90,1.0,5060,10620,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,5900,2900,1500,3960,5520,5940,5500
263500,264258,Holy Spirit,500,1.0,5060,10620,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,5500
264578,265110,Auto,90,1.0,5060,10710,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,5500
266000,267293,Atonement,460,1.0,5520,10710,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,5500
266818,267350,Auto,90,1.0,5520,10800,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,5500
269058,269590,Auto,90,1.0,5520,10890,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,5500
268500,269660,Supplication,500,1.0,5520,10890,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,6000
271298,271830,Auto,90,1.0,5520,10980,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,5940,6000
271000,272290,Sepulchre,540,1.0,5520,10980,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,6480,6000
273538,274070,Auto,90,1.0,5520,11070,3800,5000,4400,5000,1260,1350,5000,4050,2640,3500,6400,2900,1500,3960,5520,6480,6000
273500,274123,Fast Blade,220,1.0,5520,11070,3800,5000,4400,5000,1260,1350,5000,4050,2860,3500,6400,2900,1500,3960,5520,6480,6000
275778,276310,Auto,90,1.0,5520,11160,3800,5000,4400,5000,1260,1350,5000,4050,2860,3500,6400,2900,1500,3960,5520,6480,6000
276000,276758,Riot Blade,330,1.0,5520,11160,3800,5000,4400,5000,1260,1350,5000,4050,2860,3500,6400,2900,1500,4290,5520,6480,6000
278018,278550,Auto,90,1.0,5520,11250,3800,5000,4400,5000,1260,1350,5000,4050,2860,3500,6400,2900,1500,4290,5520,6480,6000
278500,279078,Royal Authority,460,1.0,5520,11250,3800,5000,4400,5000,1260,1350,5000,4050,2860,3500,6400,2900,1500,4290,5980,6480,6000
279125,280148,Circle of Scorn,140,1.0,5520,11250,3800,5000,4400,5000,1400,1350,5000,4050,2860,3500,6400,2900,1500,4290,5980,6480,6000
279125,280500,Circle of Scorn (dot),30,1.0,5520,11250,3800,5000,4400,5000,1400,1380,5000,4050,2860,3500,6400,2900,1500,4290,5980,6480,6000
280258,280790,Auto,90,1.0,5520,11340,3800,5000,4400,5000,1400,1380,5000,4050,2860,3500,6400,2900,1500,4290,5980,6480,6000
281000,281623,Fast Blade,220,1.0,5520,11340,3800,5000,4400,5000,1400,1380,5000,4050,3080,3500,6400,2900,1500,4290,5980,6480,6000
281625,281982,Expiacion,450,1.0,5520,11340,3800,5000,4400,5000,1400,1380,5000,4500,3080,3500,6400,2900,1500,4290,5980,6480,6000
282498,283030,Auto,90,1.0,5520,11430,3800,5000,4400,5000,1400,1380,5000,4500,3080,3500,6400,2900,1500,4290,5980,6480,6000
279125,283500,Circle of Scorn (dot),30,1.0,5520,11430,3800,5000,4400,5000,1400,1410,5000,4500,3080,3500,6400,2900,1500,4290,5980,6480,6000
283500,284258,Riot Blade,330,1.0,5520,11430,3800,5000,4400,5000,1400,1410,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
284738,285270,Auto,90,1.0,5520,11520,3800,5000,4400,5000,1400,1410,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
279125,286500,Circle of Scorn (dot),30,1.0,5520,11520,3800,5000,4400,5000,1400,1440,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
286000,287293,Atonement,460,1.0,5980,11520,3800,5000,4400,5000,1400,1440,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
286978,287510,Auto,90,1.0,5980,11610,3800,5000,4400,5000,1400,1440,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
279125,289500,Circle of Scorn (dot),30,1.0,5980,11610,3800,5000,4400,5000,1400,1470,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6000
288500,289660,Supplication,500,1.0,5980,11610,3800,5000,4400,5000,1400,1470,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6500
289218,289750,Auto,90,1.0,5980,11700,3800,5000,4400,5000,1400,1470,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6500
291458,291990,Auto,90,1.0,5980,11790,3800,5000,4400,5000,1400,1470,5000,4500,3080,3500,6400,2900,1500,4620,5980,6480,6500
291000,292290,Sepulchre,540,1.0,5980,11790,3800,5000,4400,5000,1400,1470,5000,4500,3080,3500,6400,2900,1500,4620,5980,7020,6500
279125,292500,Circle of Scorn (dot),30,1.0,5980,11790,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6400,2900,1500,4620,5980,7020,6500
293698,294230,Auto,90,1.0,5980,11880,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6400,2900,1500,4620,5980,7020,6500
293500,294258,Holy Spirit,500,1.0,5980,11880,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6900,2900,1500,4620,5980,7020,6500
295938,296470,Auto,90,1.0,5980,11970,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6900,2900,1500,4620,5980,7020,6500
296000,296578,Royal Authority,460,1.0,5980,11970,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6900,2900,1500,4620,6440,7020,6500
298178,298710,Auto,90,1.0,5980,12060,3800,5000,4400,5000,1400,1500,5000,4500,3080,3500,6900,2900,1500,4620,6440,7020,6500
298500,299123,Fast Blade,220,1.0,5980,12060,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4620,6440,7020,6500
300418,300950,Auto,90,1.0,5980,12150,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4620,6440,7020,6500
301000,301758,Riot Blade,330,1.0,5980,12150,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,6500
302658,303190,Auto,90,1.0,5980,12240,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,6500
303500,304793,Atonement,460,1.0,6440,12240,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,6500
304898,305430,Auto,90,1.0,6440,12330,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,6500
306000,307160,Supplication,500,1.0,6440,12330,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,7000
307138,307670,Auto,90,1.0,6440,12420,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,2900,1500,4950,6440,7020,7000
307250,308540,Imperator,580,1.0,6440,12420,3800,5000,4400,5000,1400,1500,5000,4500,3300,3500,6900,3480,1500,4950,6440,7020,7000
308500,309034,Goring Blade,700,1.0,6440,12420,3800,5000,4400,5000,1400,1500,5000,4500,3300,4200,6900,3480,1500,4950,6440,7020,7000
309378,309910,Auto,90,1.0,6440,12510,3800,5000,4400,5000,1400,1500,5000,4500,3300,4200,6900,3480,1500,4950,6440,7020,7000
309125,310148,Circle of Scorn,140,1.0,6440,12510,3800,5000,4400,5000,1540,1500,5000,4500,3300,4200,6900,3480,1500,4950,6440,7020,7000
309125,310500,Circle of Scorn (dot),30,1.0,6440,12510,3800,5000,4400,5000,1540,1530,5000,4500,3300,4200,6900,3480,1500,4950,6440,7020,7000
311625,311982,Expiacion,450,1.0,6440,12510,3800,5000,4400,5000,1540,1530,5000,4950,3300,4200,6900,3480,1500,4950,6440,7020,7000
311618,312150,Auto,90,1.0,6440,12600,3800,5000,4400,5000,1540,1530,5000,4950,3300,4200,6900,3480,1500,4950,6440,7020,7000
311000,312290,Sepulchre,540,1.0,6440,12600,3800,5000,4400,5000,1540,1530,5000,4950,3300,4200,6900,3480,1500,4950,6440,7560,7000
309125,313500,Circle of Scorn (dot),30,1.0,6440,12600,3800,5000,4400,5000,1540,1560,5000,4950,3300,4200,6900,3480,1500,4950,6440,7560,7000
313500,314123,Confiteor,1000,1.0,6440,12600,3800,5000,4400,5000,1540,1560,6000,4950,3300,4200,6900,3480,1500,4950,6440,7560,7000
313858,314390,Auto,90,1.0,6440,12690,3800,5000,4400,5000,1540,1560,6000,4950,3300,4200,6900,3480,1500,4950,6440,7560,7000
314125,314703,Intervene,150,1.0,6440,12690,3800,5000,4400,5000,1540,1560,6000,4950,3300,4200,6900,3480,1650,4950,6440,7560,7000
309125,316500,Circle of Scorn (dot),30,1.0,6440,12690,3800,5000,4400,5000,1540,1590,6000,4950,3300,4200,6900,3480,1650,4950,6440,7560,7000
316098,316630,Auto,90,1.0,6440,12780,3800,5000,4400,5000,1540,1590,6000,4950,3300,4200,6900,3480,1650,4950,6440,7560,7000
316000,316666,Blade of Faith,760,1.0,6440,12780,4560,5000,4400,5000,1540,1590,6000,4950,3300,4200,6900,3480,1650,4950,6440,7560,7000
316625,317203,Intervene,150,1.0,6440,12780,4560,5000,4400,5000,1540,1590,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
318338,318870,Auto,90,1.0,6440,12870,4560,5000,4400,5000,1540,1590,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
318500,319391,Blade of Truth,880,1.0,6440,12870,4560,5000,5280,5000,1540,1590,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
309125,319500,Circle of Scorn (dot),30,1.0,6440,12870,4560,5000,5280,5000,1540,1620,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
320578,321110,Auto,90,1.0,6440,12960,4560,5000,5280,5000,1540,1620,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
321000,321891,Blade of Valor,1000,1.0,6440,12960,4560,5000,5280,6000,1540,1620,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
309125,322500,Circle of Scorn (dot),30,1.0,6440,12960,4560,5000,5280,6000,1540,1650,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
321625,322785,Blade of Honor,1000,1.0,6440,12960,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
322818,323350,Auto,90,1.0,6440,13050,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,6900,3480,1800,4950,6440,7560,7000
323500,324258,Holy Spirit,500,1.0,6440,13050,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6440,7560,7000
325058,325590,Auto,90,1.0,6440,13140,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6440,7560,7000
326000,326578,Royal Authority,460,1.0,6440,13140,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7000
327298,327830,Auto,90,1.0,6440,13230,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7000
328500,329793,Atonement,460,1.0,6900,13230,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7000
329538,330070,Auto,90,1.0,6900,13320,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7000
331000,332160,Supplication,500,1.0,6900,13320,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7500
331778,332310,Auto,90,1.0,6900,13410,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7500
334018,334550,Auto,90,1.0,6900,13500,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,7560,7500
333500,334790,Sepulchre,540,1.0,6900,13500,4560,6000,5280,6000,1540,1650,6000,4950,3300,4200,7400,3480,1800,4950,6900,8100,7500
