sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12932.0,42,53462,12932,0,49391,0,0
5841,6511,Dosis III,55065.0,42,108527,12932,0,49391,0,0
6701,7233,Auto,21.0,63,108527,12932,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12932.0,63,108527,25864,0,49391,0,0
7322,7992,Phlegma III,100026.0,63,108527,25864,100026,49391,0,0
7942,9042,Psyche,100026.0,63,108527,25864,100026,49391,100026,0
9501,10033,Auto,21.0,84,108527,25864,100026,49391,100026,0
9762,10432,Phlegma III,100026.0,84,108527,25864,200052,49391,100026,0
940,10500,Eukrasian Dosis III (dot),12932.0,84,108527,38796,200052,49391,100026,0
940,13500,Eukrasian Dosis III (dot),12932.0,84,108527,51728,200052,49391,100026,0
13163,13833,Dosis III,55065.0,84,163592,51728,200052,49391,100026,0
13663,14195,Auto,21.0,105,163592,51728,200052,49391,100026,0
15603,16273,Dosis III,55065.0,105,218657,51728,200052,49391,100026,0
940,16500,Eukrasian Dosis III (dot),12932.0,105,218657,64660,200052,49391,100026,0
16463,16995,Auto,21.0,126,218657,64660,200052,49391,100026,0
18044,18714,Dosis III,55065.0,126,273722,64660,200052,49391,100026,0
940,19500,Eukrasian Dosis III (dot),12932.0,126,273722,77592,200052,49391,100026,0
19263,19795,Auto,21.0,147,273722,77592,200052,49391,100026,0
20484,21154,Dosis III,55065.0,147,328787,77592,200052,49391,100026,0
940,22500,Eukrasian Dosis III (dot),12932.0,147,328787,90524,200052,49391,100026,0
22924,23594,Dosis III,55065.0,147,383852,90524,200052,49391,100026,0
23424,23956,Auto,21.0,168,383852,90524,200052,49391,100026,0
940,25500,Eukrasian Dosis III (dot),12932.0,168,383852,103456,200052,49391,100026,0
26224,26756,Auto,21.0,189,383852,103456,200052,49391,100026,0
25406,28500,Eukrasian Dosis III (dot),12932.0,189,383852,116388,200052,49391,100026,0
27866,28536,Dosis III,53462.0,189,437314,116388,200052,49391,100026,0
29024,29556,Auto,21.0,210,437314,116388,200052,49391,100026,0
30307,30977,Dosis III,53462.0,210,490776,116388,200052,49391,100026,0
25406,31500,Eukrasian Dosis III (dot),12932.0,210,490776,129320,200052,49391,100026,0
32747,33417,Dosis III,49391.0,210,540167,129320,200052,49391,100026,0
33247,33779,Auto,21.0,231,540167,129320,200052,49391,100026,0
25406,34500,Eukrasian Dosis III (dot),12932.0,231,540167,142252,200052,49391,100026,0
35188,35858,Dosis III,49391.0,231,589558,142252,200052,49391,100026,0
36047,36579,Auto,21.0,252,589558,142252,200052,49391,100026,0
25406,37500,Eukrasian Dosis III (dot),12932.0,252,589558,155184,200052,49391,100026,0
37628,38298,Dosis III,49391.0,252,638949,155184,200052,49391,100026,0
38847,39379,Auto,21.0,273,638949,155184,200052,49391,100026,0
25406,40500,Eukrasian Dosis III (dot),12932.0,273,638949,168116,200052,49391,100026,0
40069,40739,Dosis III,49391.0,273,688340,168116,200052,49391,100026,0
42509,43179,Dosis III,49391.0,273,737731,168116,200052,49391,100026,0
25406,43500,Eukrasian Dosis III (dot),12932.0,273,737731,181048,200052,49391,100026,0
43009,43541,Auto,21.0,294,737731,181048,200052,49391,100026,0
44949,45619,Dosis III,49391.0,294,787122,181048,200052,49391,100026,0
45809,46341,Auto,21.0,315,787122,181048,200052,49391,100026,0
25406,46500,Eukrasian Dosis III (dot),12932.0,315,787122,193980,200052,49391,100026,0
47390,48060,Dosis III,49391.0,315,836513,193980,200052,49391,100026,0
48609,49141,Auto,21.0,336,836513,193980,200052,49391,100026,0
25406,49500,Eukrasian Dosis III (dot),12932.0,336,836513,206912,200052,49391,100026,0
49830,50500,Dosis III,49391.0,336,885904,206912,200052,49391,100026,0
25406,52500,Eukrasian Dosis III (dot),12932.0,336,885904,219844,200052,49391,100026,0
52271,52941,Dosis III,49391.0,336,935295,219844,200052,49391,100026,0
52771,53303,Auto,21.0,357,935295,219844,200052,49391,100026,0
