sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,39508.196,231.841,43063.228,392.187,173990,32317704,294325
Fire IV,156,81389.654,62.361,16918.423,238.149,46800,12696786,178724
Xenoglossy,31,138442.387,36.764,5718.694,180.595,27590,4291714,135531
Paradox,44,80556.818,31.66,4723.034,125.139,23760,3544500,93913
Flare Star,26,135966.615,17.322,4710.551,162.425,13000,3535132,121895
Thunder (dot),243,10190.967,19.428,3299.801,37.21,14580,2476405,27925
Despair,26,94466.385,12.126,3272.779,112.829,9100,2456126,84675
Fire III,20,59081.8,7.728,1574.526,62.174,5800,1181636,46660
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42893.0,6.956,1028.786,42.603,5220,772074,31972
High Thunder,25,22574.6,4.997,752.014,26.441,3750,564365,19843
