sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,24644.261,307.042,28279.606,385.168,232520,21415863,291684
Auto,338,6034.086,40.17,2693.184,38.817,30420,2039521,29396
Sepulchre,34,47535.0,24.244,2134.176,96.513,18360,1616190,73088
Holy Spirit,35,44831.686,22.977,2072.005,92.687,17400,1569109,70191
Supplication,34,43776.794,22.448,1965.444,89.106,17000,1488411,67479
Blade of Honor,13,108566.538,17.166,1863.705,137.09,13000,1411365,103817
Blade of Valor,13,108566.538,17.166,1863.705,137.09,13000,1411365,103817
Confiteor,13,108566.538,17.166,1863.705,137.09,13000,1411365,103817
Royal Authority,34,39486.235,20.653,1772.811,80.033,15640,1342532,60608
Atonement,34,38811.676,20.653,1742.525,78.24,15640,1319597,59250
Blade of Truth,13,95537.077,15.106,1640.035,120.638,11440,1241982,91358
Blade of Faith,13,82511.385,13.047,1416.43,104.19,9880,1072648,78902
Expiacion,25,42791.4,14.856,1412.649,75.241,11250,1069785,56979
Goring Blade,13,75994.846,12.017,1304.564,95.962,9100,987933,72671
Riot Blade,34,26691.971,14.816,1198.388,53.323,11220,907527,40381
Imperator,13,62376.846,9.957,1070.791,78.707,7540,810899,59604
Fast Blade,34,17748.235,9.877,796.841,35.462,7480,603440,26855
Intervene,26,16281.0,5.15,558.975,29.072,3900,423306,22016
Circle of Scorn (dot),125,2849.92,4.952,470.414,11.203,3750,356240,8484
Circle of Scorn,25,13305.92,4.622,439.261,23.394,3500,332648,17716
