sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,40622.692,231.841,44278.009,416.245,173990,33229362,312380
Fire IV,156,83116.288,62.361,17277.338,248.921,46800,12966141,186808
Xenoglossy,31,148121.355,36.764,6118.507,202.396,27590,4591762,151892
Flare Star,26,139878.462,17.322,4846.077,170.874,13000,3636840,128236
Paradox,44,81752.295,31.66,4793.125,129.372,23760,3597101,97090
Thunder (dot),243,10501.44,19.428,3400.331,39.501,14580,2551850,29644
Despair,26,96841.654,12.126,3355.07,118.186,9100,2517883,88695
Fire III,20,59837.2,7.728,1594.657,64.065,5800,1196744,48079
Blizzard IV,18,44767.667,7.195,1073.75,45.178,5400,805818,33905
Blizzard III,18,43523.556,6.956,1043.91,43.991,5220,783424,33014
High Thunder,25,23271.96,4.997,775.245,28.093,3750,581799,21083
