sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8215.0,8215,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19608.0,8215,0,19608,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27784.0,8215,0,19608,0,27784,12126,0,0,0,0,0,0
3397,3929,Auto,8215.0,16430,0,19608,0,27784,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,40864.0,16430,0,19608,0,27784,12126,0,0,0,40864,0,0
6757,7289,Auto,9660.0,26090,0,19608,0,27784,12126,0,0,0,40864,0,0
7670,8607,Inner Chaos,125921.0,26090,0,19608,125921,27784,12126,0,0,0,40864,0,0
8295,8918,Upheaval,43668.0,26090,0,19608,125921,27784,12126,0,0,0,40864,0,43668
8920,9587,Onslaught,15591.0,26090,0,19608,125921,27784,27717,0,0,0,40864,0,43668
10117,10649,Auto,10454.0,36544,0,19608,125921,27784,27717,0,0,0,40864,0,43668
10170,10793,Fell Cleave,104336.0,36544,104336,19608,125921,27784,27717,0,0,0,40864,0,43668
10795,11462,Onslaught,15591.0,36544,104336,19608,125921,27784,43308,0,0,0,40864,0,43668
12670,13293,Fell Cleave,104336.0,36544,208672,19608,125921,27784,43308,0,0,0,40864,0,43668
13477,14009,Auto,10454.0,46998,208672,19608,125921,27784,43308,0,0,0,40864,0,43668
15170,15793,Fell Cleave,104336.0,46998,313008,19608,125921,27784,43308,0,0,0,40864,0,43668
15795,16945,Primal Wrath,72789.0,46998,313008,19608,125921,27784,43308,0,0,72789,40864,0,43668
16837,17369,Auto,10454.0,57452,313008,19608,125921,27784,43308,0,0,72789,40864,0,43668
17670,18830,Primal Rend,129520.0,57452,313008,19608,125921,27784,43308,129520,0,72789,40864,0,43668
20197,20729,Auto,10454.0,67906,313008,19608,125921,27784,43308,129520,0,72789,40864,0,43668
20170,21230,Primal Ruination,143916.0,67906,313008,19608,125921,27784,43308,129520,143916,72789,40864,0,43668
22670,23607,Inner Chaos,125921.0,67906,313008,19608,251842,27784,43308,129520,143916,72789,40864,0,43668
23557,24089,Auto,10454.0,78360,313008,19608,251842,27784,43308,129520,143916,72789,40864,0,43668
25171,25703,Heavy Swing,24947.0,78360,313008,44555,251842,27784,43308,129520,143916,72789,40864,0,43668
26917,27449,Auto,9779.0,88139,313008,44555,251842,27784,43308,129520,143916,72789,40864,0,43668
27671,28294,Maim,33064.0,88139,313008,44555,251842,60848,43308,129520,143916,72789,40864,0,43668
30277,30809,Auto,9779.0,97918,313008,44555,251842,60848,43308,129520,143916,72789,40864,0,43668
30796,31463,Onslaught,14585.0,97918,313008,44555,251842,60848,57893,129520,143916,72789,40864,0,43668
30171,31686,Storm's Path,48631.0,97918,313008,44555,251842,60848,57893,129520,143916,72789,40864,48631,43668
32671,33294,Fell Cleave,56411.0,97918,369419,44555,251842,60848,57893,129520,143916,72789,40864,48631,43668
33637,34169,Auto,9779.0,107697,369419,44555,251842,60848,57893,129520,143916,72789,40864,48631,43668
35171,36108,Inner Chaos,117643.0,107697,369419,44555,369485,60848,57893,129520,143916,72789,40864,48631,43668
36997,37529,Auto,9779.0,117476,369419,44555,369485,60848,57893,129520,143916,72789,40864,48631,43668
37671,38203,Heavy Swing,21569.0,117476,369419,66124,369485,60848,57893,129520,143916,72789,40864,48631,43668
38296,38919,Upheaval,37755.0,117476,369419,66124,369485,60848,57893,129520,143916,72789,40864,48631,81423
40171,40794,Maim,30562.0,117476,369419,66124,369485,91410,57893,129520,143916,72789,40864,48631,81423
40357,40889,Auto,9036.0,126512,369419,66124,369485,91410,57893,129520,143916,72789,40864,48631,81423
43717,44249,Auto,9030.0,135542,369419,66124,369485,91410,57893,129520,143916,72789,40864,48631,81423
42671,44320,Storm's Eye,44919.0,135542,369419,66124,369485,91410,57893,129520,143916,72789,85783,48631,81423
45171,45703,Heavy Swing,21554.0,135542,369419,87678,369485,91410,57893,129520,143916,72789,85783,48631,81423
47077,47609,Auto,9030.0,144572,369419,87678,369485,91410,57893,129520,143916,72789,85783,48631,81423
47671,48294,Maim,30541.0,144572,369419,87678,369485,121951,57893,129520,143916,72789,85783,48631,81423
50437,50969,Auto,9030.0,153602,369419,87678,369485,121951,57893,129520,143916,72789,85783,48631,81423
50171,51820,Storm's Eye,44919.0,153602,369419,87678,369485,121951,57893,129520,143916,72789,130702,48631,81423
52671,53203,Heavy Swing,21554.0,153602,369419,109232,369485,121951,57893,129520,143916,72789,130702,48631,81423
53797,54329,Auto,9030.0,162632,369419,109232,369485,121951,57893,129520,143916,72789,130702,48631,81423
55171,55794,Maim,30541.0,162632,369419,109232,369485,152492,57893,129520,143916,72789,130702,48631,81423
57157,57689,Auto,9030.0,171662,369419,109232,369485,152492,57893,129520,143916,72789,130702,48631,81423
57671,58294,Fell Cleave,52105.0,171662,421524,109232,369485,152492,57893,129520,143916,72789,130702,48631,81423
60517,61049,Auto,9030.0,180692,421524,109232,369485,152492,57893,129520,143916,72789,130702,48631,81423
60171,61686,Storm's Path,44919.0,180692,421524,109232,369485,152492,57893,129520,143916,72789,130702,93550,81423
62671,63203,Heavy Swing,21554.0,180692,421524,130786,369485,152492,57893,129520,143916,72789,130702,93550,81423
63877,64409,Auto,9030.0,189722,421524,130786,369485,152492,57893,129520,143916,72789,130702,93550,81423
65171,65794,Maim,30541.0,189722,421524,130786,369485,183033,57893,129520,143916,72789,130702,93550,81423
67237,67769,Auto,9030.0,198752,421524,130786,369485,183033,57893,129520,143916,72789,130702,93550,81423
67671,68294,Fell Cleave,89870.0,198752,511394,130786,369485,183033,57893,129520,143916,72789,130702,93550,81423
68296,68919,Upheaval,37728.0,198752,511394,130786,369485,183033,57893,129520,143916,72789,130702,93550,119151
70171,70794,Fell Cleave,89870.0,198752,601264,130786,369485,183033,57893,129520,143916,72789,130702,93550,119151
70597,71129,Auto,9030.0,207782,601264,130786,369485,183033,57893,129520,143916,72789,130702,93550,119151
72671,73294,Fell Cleave,89870.0,207782,691134,130786,369485,183033,57893,129520,143916,72789,130702,93550,119151
73296,74446,Primal Wrath,62886.0,207782,691134,130786,369485,183033,57893,129520,143916,135675,130702,93550,119151
73957,74489,Auto,9030.0,216812,691134,130786,369485,183033,57893,129520,143916,135675,130702,93550,119151
75172,76332,Primal Rend,111556.0,216812,691134,130786,369485,183033,57893,241076,143916,135675,130702,93550,119151
77317,77849,Auto,9030.0,225842,691134,130786,369485,183033,57893,241076,143916,135675,130702,93550,119151
77672,78732,Primal Ruination,123964.0,225842,691134,130786,369485,183033,57893,241076,267880,135675,130702,93550,119151
80172,81109,Inner Chaos,108465.0,225842,691134,130786,477950,183033,57893,241076,267880,135675,130702,93550,119151
80677,81209,Auto,9030.0,234872,691134,130786,477950,183033,57893,241076,267880,135675,130702,93550,119151
82672,84187,Storm's Path,44795.0,234872,691134,130786,477950,183033,57893,241076,267880,135675,130702,138345,119151
84037,84569,Auto,9005.0,243877,691134,130786,477950,183033,57893,241076,267880,135675,130702,138345,119151
85172,85795,Fell Cleave,51961.0,243877,743095,130786,477950,183033,57893,241076,267880,135675,130702,138345,119151
87397,87929,Auto,9005.0,252882,743095,130786,477950,183033,57893,241076,267880,135675,130702,138345,119151
87672,88204,Heavy Swing,21494.0,252882,743095,152280,477950,183033,57893,241076,267880,135675,130702,138345,119151
90172,90795,Maim,30457.0,252882,743095,152280,477950,213490,57893,241076,267880,135675,130702,138345,119151
90757,91289,Auto,9005.0,261887,743095,152280,477950,213490,57893,241076,267880,135675,130702,138345,119151
92672,94321,Storm's Eye,44795.0,261887,743095,152280,477950,213490,57893,241076,267880,135675,175497,138345,119151
94117,94649,Auto,9005.0,270892,743095,152280,477950,213490,57893,241076,267880,135675,175497,138345,119151
95172,95704,Heavy Swing,21494.0,270892,743095,173774,477950,213490,57893,241076,267880,135675,175497,138345,119151
97477,98009,Auto,9005.0,279897,743095,173774,477950,213490,57893,241076,267880,135675,175497,138345,119151
97672,98295,Maim,30457.0,279897,743095,173774,477950,243947,57893,241076,267880,135675,175497,138345,119151
98297,98920,Upheaval,37625.0,279897,743095,173774,477950,243947,57893,241076,267880,135675,175497,138345,156776
100837,101369,Auto,9005.0,288902,743095,173774,477950,243947,57893,241076,267880,135675,175497,138345,156776
100172,101687,Storm's Path,44795.0,288902,743095,173774,477950,243947,57893,241076,267880,135675,175497,183140,156776
102672,103204,Heavy Swing,21494.0,288902,743095,195268,477950,243947,57893,241076,267880,135675,175497,183140,156776
104197,104729,Auto,9005.0,297907,743095,195268,477950,243947,57893,241076,267880,135675,175497,183140,156776
105172,105795,Maim,30457.0,297907,743095,195268,477950,274404,57893,241076,267880,135675,175497,183140,156776
107557,108089,Auto,9005.0,306912,743095,195268,477950,274404,57893,241076,267880,135675,175497,183140,156776
107672,109187,Storm's Path,44795.0,306912,743095,195268,477950,274404,57893,241076,267880,135675,175497,227935,156776
110172,110704,Heavy Swing,21494.0,306912,743095,216762,477950,274404,57893,241076,267880,135675,175497,227935,156776
110917,111449,Auto,9005.0,315917,743095,216762,477950,274404,57893,241076,267880,135675,175497,227935,156776
112672,113295,Maim,30457.0,315917,743095,216762,477950,304861,57893,241076,267880,135675,175497,227935,156776
114277,114809,Auto,9005.0,324922,743095,216762,477950,304861,57893,241076,267880,135675,175497,227935,156776
115172,115795,Fell Cleave,51961.0,324922,795056,216762,477950,304861,57893,241076,267880,135675,175497,227935,156776
117637,118169,Auto,9005.0,333927,795056,216762,477950,304861,57893,241076,267880,135675,175497,227935,156776
117672,119187,Storm's Path,44795.0,333927,795056,216762,477950,304861,57893,241076,267880,135675,175497,272730,156776
120172,120704,Heavy Swing,21494.0,333927,795056,238256,477950,304861,57893,241076,267880,135675,175497,272730,156776
120997,121529,Auto,9036.0,342963,795056,238256,477950,304861,57893,241076,267880,135675,175497,272730,156776
122672,123295,Maim,30562.0,342963,795056,238256,477950,335423,57893,241076,267880,135675,175497,272730,156776
124357,124889,Auto,9036.0,351999,795056,238256,477950,335423,57893,241076,267880,135675,175497,272730,156776
125173,125796,Fell Cleave,52141.0,351999,847197,238256,477950,335423,57893,241076,267880,135675,175497,272730,156776
