sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7083.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,42134.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
6493,7025,Auto,12103.0,0,25932,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
7500,8123,Gnashing Fang,63620.0,0,25932,0,0,0,30619,0,0,0,63620,0,0,23916,0,0,0,0,42134,0,0,0
8125,8927,Jugular Rip,31807.0,0,25932,0,0,0,30619,0,0,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
9293,9825,Auto,12103.0,0,38035,0,0,0,30619,0,0,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
10000,10716,Double Down,144604.0,0,38035,0,0,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
10625,11252,Bow Shock,21684.0,0,38035,0,21684,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
11250,11875,Blasting Zone,115682.0,0,38035,115682,21684,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
12093,12625,Auto,12103.0,0,50138,115682,21684,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,0,0,0
12500,13081,Sonic Break,49156.0,0,50138,115682,21684,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,49156,0,0
12500,13500,Sonic Break (dot),17348.0,0,50138,115682,21684,0,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,49156,17348,0
10625,13500,Bow Shock (dot),8672.0,0,50138,115682,21684,8672,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,49156,17348,0
14893,15425,Auto,12103.0,0,62241,115682,21684,8672,30619,0,144604,0,63620,0,31807,23916,0,0,0,0,42134,49156,17348,0
15000,15625,Savage Claw,72296.0,0,62241,115682,21684,8672,30619,0,144604,0,63620,0,31807,23916,0,0,0,72296,42134,49156,17348,0
15625,16382,Abdomen Tear,37590.0,37590,62241,115682,21684,8672,30619,0,144604,0,63620,0,31807,23916,0,0,0,72296,42134,49156,17348,0
10625,16500,Bow Shock (dot),8672.0,37590,62241,115682,21684,17344,30619,0,144604,0,63620,0,31807,23916,0,0,0,72296,42134,49156,17348,0
12500,16500,Sonic Break (dot),17348.0,37590,62241,115682,21684,17344,30619,0,144604,0,63620,0,31807,23916,0,0,0,72296,42134,49156,34696,0
