sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,69103.046,276.37,44054.69,694.951,207650,33100359,522149
Blizzard in Cyan,27,132861.222,30.904,4774.429,252.534,23220,3587253,189741
Comet in Black,21,160269.0,26.273,4479.487,270.45,19740,3365649,203202
Stone in Yellow,20,136155.75,23.957,3624.311,221.272,18000,2723115,166252
Hammer Brush,14,174423.643,10.807,3250.071,25.718,8120,2441931,19323
Hammer Stamp,14,168348.857,10.435,3136.878,24.823,7840,2356884,18651
Polishing Hammer,14,164834.571,11.18,3071.396,24.053,8400,2307684,18072
Thunder in Magenta,14,159653.286,17.515,2974.852,219.334,13160,2235146,164796
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Rainbow Drip,9,186122.556,11.978,2229.467,204.204,9000,1675103,153428
Star Prism,7,230259.0,10.248,2145.231,220.485,7700,1611813,165661
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Retribution of the Madeen,5,218115.0,7.32,1451.493,178.372,5500,1090575,134019
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Mog of the Ages,5,179198.2,6.655,1192.513,147.254,5000,895991,110639
Fanged Muse,5,147400.0,5.324,980.905,121.608,4000,737000,91370
Winged Muse,5,143276.6,5.324,953.465,117.671,4000,716383,88412
Clawed Muse,5,121256.4,5.324,806.927,98.752,4000,606282,74197
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
