sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,217789.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,0,0,0,0
9190,9940,Blizzard in Cyan,173598.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,0,0,0,0
9690,10222,Auto,0.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,0,0,0,0
11660,12460,Stone in Yellow,192659.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,192659,0,0,0
12650,13182,Auto,0.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,192659,0,0,0
14130,14980,Thunder in Magenta,201203.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,192659,201203,0,0
15610,16142,Auto,0.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,192659,201203,0,0
16079,17059,Winged Muse,171253.0,0,0,173598,0,0,0,0,0,0,0,0,0,117220,133983,0,217789,192659,201203,0,171253
15380,17250,Comet in Black,201203.0,0,0,173598,0,201203,0,0,0,0,0,0,0,117220,133983,0,217789,192659,201203,0,171253
17850,19090,Rainbow Drip,214067.0,0,0,173598,0,201203,0,0,0,0,0,0,0,117220,348050,0,217789,192659,201203,0,171253
18570,19102,Auto,0.0,0,0,173598,0,201203,0,0,0,0,0,0,0,117220,348050,0,217789,192659,201203,0,171253
18550,19700,Mog of the Ages,214067.0,0,0,173598,0,201203,0,0,0,0,0,214067,0,117220,348050,0,217789,192659,201203,0,171253
20351,21731,Hammer Stamp,208709.0,0,0,173598,0,201203,0,0,0,208709,0,214067,0,117220,348050,0,217789,192659,201203,0,171253
21530,22062,Auto,0.0,0,0,173598,0,201203,0,0,0,208709,0,214067,0,117220,348050,0,217789,192659,201203,0,171253
22851,24101,Hammer Brush,216240.0,0,0,173598,0,201203,0,0,216240,208709,0,214067,0,117220,348050,0,217789,192659,201203,0,171253
24490,25022,Auto,0.0,0,0,173598,0,201203,0,0,216240,208709,0,214067,0,117220,348050,0,217789,192659,201203,0,171253
25351,27451,Polishing Hammer,201050.0,0,0,173598,0,201203,0,0,216240,208709,0,214067,201050,117220,348050,0,217789,192659,201203,0,171253
27450,27982,Auto,0.0,0,0,173598,0,201203,0,0,216240,208709,0,214067,201050,117220,348050,0,217789,192659,201203,0,171253
