sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1027,31866.907,333.88,43618.97,376.825,250510,32727313,282732
Auto,315,9328.352,37.785,3916.341,58.402,28350,2938431,43819
Tendo Kaeshi Setsugekka,15,184732.867,21.991,3693.18,103.153,16500,2770993,77396
Tendo Setsugekka,15,184732.867,21.991,3693.18,103.153,16500,2770993,77396
Kaeshi: Setsugekka,22,109711.455,19.939,3216.916,74.141,14960,2413652,55628
Gekko,49,49090.02,27.429,3205.932,121.255,20580,2405411,90978
Midare Setsugekka,22,107663.0,19.939,3156.852,72.714,14960,2368586,54557
Hissatsu: Shinten,78,29270.423,25.99,3042.907,91.205,19500,2283093,68431
Gyofu,82,27570.024,26.23,3013.117,88.026,19680,2260742,66046
Kasha,38,49062.921,21.271,2484.861,106.695,15960,1864391,80053
Yukikaze,38,39395.395,17.22,1995.235,85.663,12920,1497025,64273
Higanbana (dot),240,6005.5,15.994,1920.992,32.824,12000,1441320,24628
Shoha,18,76961.222,15.354,1846.331,115.219,11520,1385302,86449
Hissatsu: Senei,13,95685.462,13.861,1657.885,121.763,10400,1243911,91359
Kaeshi: Namikiri,7,172113.857,9.33,1605.754,65.62,7000,1204797,49235
Ogi Namikiri,7,172113.857,9.33,1605.754,65.62,7000,1204797,49235
Zanshin,7,116742.429,8.77,1089.16,108.955,6580,817197,81749
Jinpu,23,34274.0,9.196,1050.649,57.937,6900,788302,43470
Shifu,21,34274.0,8.397,959.288,55.361,6300,719754,41537
Higanbana,12,23746.833,3.199,379.797,29.027,2400,284962,21779
Hissatsu: Gyoten,5,12730.8,0.666,84.838,10.036,500,63654,7530
