sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,34787.002,363.307,39777.739,502.822,272290,29812461,376853
Gust Slash,79,41221.215,42.163,4345.004,129.927,31600,3256476,97377
Aeolian Edge,52,57795.673,38.854,4009.968,147.798,29120,3005375,110771
Raiton,33,87430.545,32.583,3849.634,178.253,24420,2885208,133596
Auto,342,8144.418,41.069,3716.451,53.517,30780,2785391,40110
Fleeting Raiju,33,82705.727,30.822,3641.596,168.62,23100,2729289,126377
Hyosho Ranryu,13,198066.846,22.549,3435.559,253.452,16900,2574869,189956
Spinning Edge,79,30780.063,31.622,3244.433,97.0,23700,2431625,72699
Bhavacakra,45,45786.311,25.218,2749.099,110.747,18900,2060384,83002
Armor Crush,27,51296.37,18.013,1847.96,94.514,13500,1385002,70836
Suiton,20,63070.65,15.477,1683.06,100.389,11600,1261413,75239
Kunai's Bane,13,74580.077,12.142,1293.625,95.435,9100,969541,71526
Tenri Jindo,7,133866.429,10.274,1250.294,125.633,7700,937065,94159
Dream Within a Dream,39,21092.308,9.367,1097.567,46.75,7020,822600,35038
Phantom Kamaitachi (pet),9,71986.333,8.406,864.44,76.614,6300,647877,57420
Zesho Meppo,7,87912.429,6.738,821.09,82.851,5050,615387,62095
Fuma Shuriken,7,60844.286,4.67,568.277,57.103,3500,425910,42797
Dokumori,7,42143.143,3.736,393.611,39.55,2800,295002,29642
Fleeting Raiju (pet),13,17676.923,2.775,306.614,22.64,2080,229800,16968
Spinning Edge (pet),10,15351.0,2.135,204.823,17.216,1600,153510,12903
Gust Slash (pet),9,15473.333,1.921,185.81,16.473,1440,139260,12346
Aeolian Edge (pet),8,15499.875,1.708,165.448,15.558,1280,123999,11660
Armor Crush (pet),5,15495.6,1.067,103.376,12.298,800,77478,9217
