sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,65498.896,276.37,41756.966,648.393,207650,31373971,487168
Blizzard in Cyan,27,127629.889,30.904,4586.439,239.788,23220,3446007,180164
Comet in Black,21,149803.476,26.273,4186.978,249.874,19740,3145873,187742
Stone in Yellow,20,132227.85,23.957,3519.755,213.092,18000,2644557,160106
Hammer Brush,14,160854.857,10.807,2997.241,23.431,8120,2251968,17605
Polishing Hammer,14,157646.143,11.18,2937.452,22.832,8400,2207046,17155
Hammer Stamp,14,155252.5,10.435,2892.851,22.615,7840,2173535,16992
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Thunder in Magenta,14,150280.714,17.515,2800.211,204.494,13160,2103930,153646
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,170674.556,11.978,2044.423,185.568,9000,1536071,139426
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,202656.286,10.248,1888.068,194.006,7700,1418594,145766
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,194203.8,7.32,1292.371,157.835,5500,971019,118589
Mog of the Ages,5,163322.0,6.655,1086.861,132.779,5000,816610,99763
Fanged Muse,5,134186.2,5.324,892.971,109.443,4000,670931,82230
Winged Muse,5,130575.8,5.324,868.945,106.077,4000,652879,79701
Clawed Muse,5,117080.2,5.324,779.135,94.397,4000,585401,70925
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
