sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,668,51748.96,360.215,46067.425,610.784,270300,34568305,458323
Cross Reaping,36,91267.083,30.704,4378.572,200.072,23040,3285615,150131
Void Reaping,36,84242.361,29.265,4041.559,185.399,21960,3032725,139121
Communio,19,158023.158,27.852,4001.199,251.62,20900,3002440,188812
Auto,234,11704.761,28.066,3650.012,64.599,21060,2738914,48474
Infernal Slice,38,69194.816,30.384,3504.072,151.478,22800,2629403,113667
Waxing Slice,38,57060.553,25.32,2889.585,124.667,19000,2168301,93548
Sacrificium,19,101832.737,17.724,2578.439,162.282,13300,1934822,121774
Slice,38,48035.974,21.269,2432.574,105.05,15960,1825367,78828
Soul Slice,25,60707.44,17.324,2022.543,108.415,13000,1517686,81353
Lemure's Slice,36,40190.694,13.433,1928.164,88.109,10080,1446865,66116
Perfectio,7,203025.571,12.127,1893.933,195.672,9100,1421179,146829
Gibbet,18,71129.944,14.872,1706.243,107.192,11160,1280339,80435
Gallows,18,71065.611,14.872,1704.7,107.096,11160,1279181,80363
Executioner's Gallows,12,97256.583,13.113,1555.307,120.866,9840,1167079,90696
Executioner's Gibbet,12,95777.333,13.033,1531.651,118.315,9780,1149328,88782
Plentiful Harvest,7,156171.143,9.329,1456.849,150.513,7000,1093198,112943
Unveiled Gibbet,18,51129.056,10.555,1226.468,77.395,7920,920323,58076
Unveiled Gallows,18,50436.722,10.555,1209.86,75.954,7920,907861,56995
Shadow of Death,25,34258.32,9.995,1141.358,60.881,7500,856458,45684
Gluttony,12,65110.917,8.955,1041.24,80.308,6720,781331,60262
Harvest Moon,1,99031.0,1.066,131.974,35.321,800,99031,26504
Harpe,1,30859.0,0.4,41.124,10.916,300,30859,8191
