sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,844,24690.639,313.47,27642.086,335.755,236320,20838899,253120
Auto,269,7210.086,32.114,2572.698,40.644,24210,1939513,30641
Blasting Zone,25,71180.52,26.529,2360.463,122.366,20000,1779513,92250
Solid Barrel,43,36744.442,26.237,2095.831,82.412,19780,1580011,62129
Brutal Shell,43,30295.0,21.674,1727.967,67.939,16340,1302685,51218
Wicked Talon,26,50048.962,19.313,1726.094,87.69,14560,1301273,66108
Double Down,13,97506.462,17.244,1681.407,120.305,13000,1267584,90696
Lion Heart,13,97506.462,17.244,1681.407,120.305,13000,1267584,90696
Savage Claw,26,44688.885,17.244,1541.235,78.299,13000,1161911,59028
Noble Blood,13,87752.923,15.52,1513.216,108.271,11700,1140788,81624
Keen Edge,43,23916.0,17.111,1364.121,53.632,12900,1028388,40432
Gnashing Fang,26,39321.115,15.175,1356.111,68.893,11440,1022349,51937
Reign of Beasts,13,78004.385,13.795,1345.112,96.243,10400,1014057,72556
Burst Strike,30,33669.4,16.713,1339.839,63.083,12600,1010082,47557
Eye Gouge,26,27913.538,10.346,962.685,48.815,7800,725752,36801
Sonic Break (dot),62,11660.871,9.869,959.0,31.42,7440,722974,23687
Abdomen Tear,26,24216.538,8.967,835.183,42.395,6760,629630,31961
Jugular Rip,26,19659.962,7.587,678.035,34.444,5720,511159,25967
Hypervelocity,30,14425.933,7.163,574.065,27.029,5400,432778,20377
Sonic Break,13,33144.538,5.863,571.546,40.895,4420,430879,30830
Bow Shock (dot),65,5845.077,5.173,503.964,16.126,3900,379930,12157
Bow Shock,13,14619.923,2.587,252.107,18.039,1950,190059,13599
