sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Afflatus Misery,Assize,Auto,Dia,Dia (dot),Glare III,Glare IV
375538,376208,Assize,400,1.0,9800,4000,8280,1105,10455,38850,7680
355008,376500,Dia (dot),85,1.0,9800,4000,8280,1105,10540,38850,7680
376568,377100,Auto,90,1.0,9800,4000,8370,1105,10540,38850,7680
377518,378808,Glare III,350,1.0,9800,4000,8370,1105,10540,39200,7680
355008,379500,Dia (dot),85,1.0,9800,4000,8370,1105,10625,39200,7680
379959,380491,Auto,90,1.0,9800,4000,8460,1105,10625,39200,7680
379459,380749,Glare III,350,1.0,9800,4000,8460,1105,10625,39550,7680
355008,382500,Dia (dot),85,1.0,9800,4000,8460,1105,10710,39550,7680
381399,382689,Glare III,350,1.0,9800,4000,8460,1105,10710,39900,7680
382709,383241,Auto,90,1.0,9800,4000,8550,1105,10710,39900,7680
382679,383969,Dia,85,1.0,9800,4000,8550,1190,10710,39900,7680
382679,385500,Dia (dot),85,1.0,9800,4000,8550,1190,10795,39900,7680
386569,387101,Auto,90,1.0,9800,4000,8640,1190,10795,39900,7680
386069,387359,Glare III,350,1.0,9800,4000,8640,1190,10795,40250,7680
382679,388500,Dia (dot),85,1.0,9800,4000,8640,1190,10880,40250,7680
390009,390541,Auto,90,1.0,9800,4000,8730,1190,10880,40250,7680
382679,391500,Dia (dot),85,1.0,9800,4000,8730,1190,10965,40250,7680
393449,393981,Auto,90,1.0,9800,4000,8820,1190,10965,40250,7680
382679,394500,Dia (dot),85,1.0,9800,4000,8820,1190,11050,40250,7680
394829,395409,Afflatus Misery,1400,1.0,11200,4000,8820,1190,11050,40250,7680
396889,397421,Auto,90,1.0,11200,4000,8910,1190,11050,40250,7680
382679,397500,Dia (dot),85,1.0,11200,4000,8910,1190,11135,40250,7680
398219,399509,Glare III,350,1.0,11200,4000,8910,1190,11135,40600,7680
382679,400500,Dia (dot),85,1.0,11200,4000,8910,1190,11220,40600,7680
401149,401681,Auto,90,1.0,11200,4000,9000,1190,11220,40600,7680
400649,401939,Glare III,350,1.0,11200,4000,9000,1190,11220,40950,7680
382679,403500,Dia (dot),85,1.0,11200,4000,9000,1190,11305,40950,7680
403079,404369,Glare III,350,1.0,11200,4000,9000,1190,11305,41300,7680
382679,406500,Dia (dot),85,1.0,11200,4000,9000,1190,11390,41300,7680
406009,406541,Auto,90,1.0,11200,4000,9090,1190,11390,41300,7680
405509,406799,Glare III,350,1.0,11200,4000,9090,1190,11390,41650,7680
407939,409229,Glare III,350,1.0,11200,4000,9090,1190,11390,42000,7680
382679,409500,Dia (dot),85,1.0,11200,4000,9090,1190,11475,42000,7680
410869,411401,Auto,90,1.0,11200,4000,9180,1190,11475,42000,7680
410369,411659,Glare III,350,1.0,11200,4000,9180,1190,11475,42350,7680
382679,412500,Dia (dot),85,1.0,11200,4000,9180,1190,11560,42350,7680
412799,414089,Glare III,350,1.0,11200,4000,9180,1190,11560,42700,7680
414309,414841,Auto,90,1.0,11200,4000,9270,1190,11560,42700,7680
414269,415559,Dia,85,1.0,11200,4000,9270,1275,11560,42700,7680
415538,416208,Assize,400,1.0,11200,4400,9270,1275,11560,42700,7680
414269,418500,Dia (dot),85,1.0,11200,4400,9270,1275,11645,42700,7680
418159,418691,Auto,90,1.0,11200,4400,9360,1275,11645,42700,7680
417659,418949,Glare III,350,1.0,11200,4400,9360,1275,11645,43050,7680
420089,421379,Glare III,350,1.0,11200,4400,9360,1275,11645,43400,7680
414269,421500,Dia (dot),85,1.0,11200,4400,9360,1275,11730,43400,7680
423019,423551,Auto,90,1.0,11200,4400,9450,1275,11730,43400,7680
422519,423809,Glare III,350,1.0,11200,4400,9450,1275,11730,43750,7680
414269,424500,Dia (dot),85,1.0,11200,4400,9450,1275,11815,43750,7680
424949,426239,Glare III,350,1.0,11200,4400,9450,1275,11815,44100,7680
414269,427500,Dia (dot),85,1.0,11200,4400,9450,1275,11900,44100,7680
427880,428412,Auto,90,1.0,11200,4400,9540,1275,11900,44100,7680
427380,428670,Glare III,350,1.0,11200,4400,9540,1275,11900,44450,7680
414269,430500,Dia (dot),85,1.0,11200,4400,9540,1275,11985,44450,7680
429810,431100,Glare III,350,1.0,11200,4400,9540,1275,11985,44800,7680
432740,433272,Auto,90,1.0,11200,4400,9630,1275,11985,44800,7680
414269,433500,Dia (dot),85,1.0,11200,4400,9630,1275,12070,44800,7680
432240,433530,Glare III,350,1.0,11200,4400,9630,1275,12070,45150,7680
434670,435960,Glare III,350,1.0,11200,4400,9630,1275,12070,45500,7680
414269,436500,Dia (dot),85,1.0,11200,4400,9630,1275,12155,45500,7680
437600,438132,Auto,90,1.0,11200,4400,9720,1275,12155,45500,7680
437100,438390,Glare III,350,1.0,11200,4400,9720,1275,12155,45850,7680
414269,439500,Dia (dot),85,1.0,11200,4400,9720,1275,12240,45850,7680
439530,440820,Glare III,350,1.0,11200,4400,9720,1275,12240,46200,7680
414269,442500,Dia (dot),85,1.0,11200,4400,9720,1275,12325,46200,7680
442460,442992,Auto,90,1.0,11200,4400,9810,1275,12325,46200,7680
441960,443250,Glare III,350,1.0,11200,4400,9810,1275,12325,46550,7680
414269,445500,Dia (dot),85,1.0,11200,4400,9810,1275,12410,46550,7680
444390,445680,Glare III,350,1.0,11200,4400,9810,1275,12410,46900,7680
445900,446432,Auto,90,1.0,11200,4400,9900,1275,12410,46900,7680
445860,447150,Dia,85,1.0,11200,4400,9900,1360,12410,46900,7680
445860,448500,Dia (dot),85,1.0,11200,4400,9900,1360,12495,46900,7680
449340,449872,Auto,90,1.0,11200,4400,9990,1360,12495,46900,7680
445860,451500,Dia (dot),85,1.0,11200,4400,9990,1360,12580,46900,7680
452780,453312,Auto,90,1.0,11200,4400,10080,1360,12580,46900,7680
445860,454500,Dia (dot),85,1.0,11200,4400,10080,1360,12665,46900,7680
454110,455400,Glare III,350,1.0,11200,4400,10080,1360,12665,47250,7680
456220,456752,Auto,90,1.0,11200,4400,10170,1360,12665,47250,7680
456200,456870,Assize,400,1.0,11200,4800,10170,1360,12665,47250,7680
445860,457500,Dia (dot),85,1.0,11200,4800,10170,1360,12750,47250,7680
459660,460192,Auto,90,1.0,11200,4800,10260,1360,12750,47250,7680
458970,460260,Glare III,350,1.0,11200,4800,10260,1360,12750,47600,7680
445860,460500,Dia (dot),85,1.0,11200,4800,10260,1360,12835,47600,7680
461400,462690,Glare III,350,1.0,11200,4800,10260,1360,12835,47950,7680
445860,463500,Dia (dot),85,1.0,11200,4800,10260,1360,12920,47950,7680
464330,464862,Auto,90,1.0,11200,4800,10350,1360,12920,47950,7680
463830,465120,Glare III,350,1.0,11200,4800,10350,1360,12920,48300,7680
445860,466500,Dia (dot),85,1.0,11200,4800,10350,1360,13005,48300,7680
466260,467550,Glare III,350,1.0,11200,4800,10350,1360,13005,48650,7680
445860,469500,Dia (dot),85,1.0,11200,4800,10350,1360,13090,48650,7680
469190,469722,Auto,90,1.0,11200,4800,10440,1360,13090,48650,7680
468690,469980,Glare III,350,1.0,11200,4800,10440,1360,13090,49000,7680
471120,472410,Glare III,350,1.0,11200,4800,10440,1360,13090,49350,7680
445860,472500,Dia (dot),85,1.0,11200,4800,10440,1360,13175,49350,7680
474050,474582,Auto,90,1.0,11200,4800,10530,1360,13175,49350,7680
473550,474840,Glare III,350,1.0,11200,4800,10530,1360,13175,49700,7680
445860,475500,Dia (dot),85,1.0,11200,4800,10530,1360,13260,49700,7680
475020,476310,Dia,85,1.0,11200,4800,10530,1445,13260,49700,7680
475020,478500,Dia (dot),85,1.0,11200,4800,10530,1445,13345,49700,7680
478910,479442,Auto,90,1.0,11200,4800,10620,1445,13345,49700,7680
478410,479700,Glare III,350,1.0,11200,4800,10620,1445,13345,50050,7680
475020,481500,Dia (dot),85,1.0,11200,4800,10620,1445,13430,50050,7680
480840,482130,Glare III,350,1.0,11200,4800,10620,1445,13430,50400,7680
483770,484302,Auto,90,1.0,11200,4800,10710,1445,13430,50400,7680
475020,484500,Dia (dot),85,1.0,11200,4800,10710,1445,13515,50400,7680
483270,484560,Glare III,350,1.0,11200,4800,10710,1445,13515,50750,7680
485701,486991,Glare III,350,1.0,11200,4800,10710,1445,13515,51100,7680
475020,487500,Dia (dot),85,1.0,11200,4800,10710,1445,13600,51100,7680
488331,488863,Auto,90,1.0,11200,4800,10800,1445,13600,51100,7680
487831,489121,Glare III,350,1.0,11200,4800,10800,1445,13600,51450,7680
489111,489961,Glare IV,640,1.0,11200,4800,10800,1445,13600,51450,8320
475020,490500,Dia (dot),85,1.0,11200,4800,10800,1445,13685,51450,8320
491081,491613,Auto,90,1.0,11200,4800,10890,1445,13685,51450,8320
491051,491901,Glare IV,640,1.0,11200,4800,10890,1445,13685,51450,8960
475020,493500,Dia (dot),85,1.0,11200,4800,10890,1445,13770,51450,8960
492991,493841,Glare IV,640,1.0,11200,4800,10890,1445,13770,51450,9600
493831,494363,Auto,90,1.0,11200,4800,10980,1445,13770,51450,9600
475020,496500,Dia (dot),85,1.0,11200,4800,10980,1445,13855,51450,9600
496200,496870,Assize,400,1.0,11200,5200,10980,1445,13855,51450,9600
495591,496881,Glare III,350,1.0,11200,5200,10980,1445,13855,51800,9600
496581,497113,Auto,90,1.0,11200,5200,11070,1445,13855,51800,9600
496871,497451,Afflatus Misery,1400,1.0,12600,5200,11070,1445,13855,51800,9600
475020,499500,Dia (dot),85,1.0,12600,5200,11070,1445,13940,51800,9600
499971,500503,Auto,90,1.0,12600,5200,11160,1445,13940,51800,9600
499471,500761,Glare III,350,1.0,12600,5200,11160,1445,13940,52150,9600
475020,502500,Dia (dot),85,1.0,12600,5200,11160,1445,14025,52150,9600
501411,502701,Glare III,350,1.0,12600,5200,11160,1445,14025,52500,9600
504151,504683,Auto,90,1.0,12600,5200,11250,1445,14025,52500,9600
503651,504941,Glare III,350,1.0,12600,5200,11250,1445,14025,52850,9600
475020,505500,Dia (dot),85,1.0,12600,5200,11250,1445,14110,52850,9600
505121,506411,Dia,85,1.0,12600,5200,11250,1530,14110,52850,9600
505121,508500,Dia (dot),85,1.0,12600,5200,11250,1530,14195,52850,9600
509011,509543,Auto,90,1.0,12600,5200,11340,1530,14195,52850,9600
508511,509801,Glare III,350,1.0,12600,5200,11340,1530,14195,53200,9600
505121,511500,Dia (dot),85,1.0,12600,5200,11340,1530,14280,53200,9600
512451,512983,Auto,90,1.0,12600,5200,11430,1530,14280,53200,9600
505121,514500,Dia (dot),85,1.0,12600,5200,11430,1530,14365,53200,9600
515891,516423,Auto,90,1.0,12600,5200,11520,1530,14365,53200,9600
505121,517500,Dia (dot),85,1.0,12600,5200,11520,1530,14450,53200,9600
517272,517852,Afflatus Misery,1400,1.0,14000,5200,11520,1530,14450,53200,9600
519331,519863,Auto,90,1.0,14000,5200,11610,1530,14450,53200,9600
505121,520500,Dia (dot),85,1.0,14000,5200,11610,1530,14535,53200,9600
520662,521952,Glare III,350,1.0,14000,5200,11610,1530,14535,53550,9600
505121,523500,Dia (dot),85,1.0,14000,5200,11610,1530,14620,53550,9600
523591,524123,Auto,90,1.0,14000,5200,11700,1530,14620,53550,9600
523091,524381,Glare III,350,1.0,14000,5200,11700,1530,14620,53900,9600
505121,526500,Dia (dot),85,1.0,14000,5200,11700,1530,14705,53900,9600
525522,526812,Glare III,350,1.0,14000,5200,11700,1530,14705,54250,9600
528452,528984,Auto,90,1.0,14000,5200,11790,1530,14705,54250,9600
527952,529242,Glare III,350,1.0,14000,5200,11790,1530,14705,54600,9600
505121,529500,Dia (dot),85,1.0,14000,5200,11790,1530,14790,54600,9600
530382,531672,Glare III,350,1.0,14000,5200,11790,1530,14790,54950,9600
505121,532500,Dia (dot),85,1.0,14000,5200,11790,1530,14875,54950,9600
533312,533844,Auto,90,1.0,14000,5200,11880,1530,14875,54950,9600
532812,534102,Glare III,350,1.0,14000,5200,11880,1530,14875,55300,9600
505121,535500,Dia (dot),85,1.0,14000,5200,11880,1530,14960,55300,9600
535242,536532,Glare III,350,1.0,14000,5200,11880,1530,14960,55650,9600
536752,537284,Auto,90,1.0,14000,5200,11970,1530,14960,55650,9600
537332,538002,Assize,400,1.0,14000,5600,11970,1530,14960,55650,9600
536712,538002,Dia,85,1.0,14000,5600,11970,1615,14960,55650,9600
536712,538500,Dia (dot),85,1.0,14000,5600,11970,1615,15045,55650,9600
540602,541134,Auto,90,1.0,14000,5600,12060,1615,15045,55650,9600
540102,541392,Glare III,350,1.0,14000,5600,12060,1615,15045,56000,9600
536712,541500,Dia (dot),85,1.0,14000,5600,12060,1615,15130,56000,9600
542532,543822,Glare III,350,1.0,14000,5600,12060,1615,15130,56350,9600
536712,544500,Dia (dot),85,1.0,14000,5600,12060,1615,15215,56350,9600
545462,545994,Auto,90,1.0,14000,5600,12150,1615,15215,56350,9600
544962,546252,Glare III,350,1.0,14000,5600,12150,1615,15215,56700,9600
536712,547500,Dia (dot),85,1.0,14000,5600,12150,1615,15300,56700,9600
547392,548682,Glare III,350,1.0,14000,5600,12150,1615,15300,57050,9600
536712,550500,Dia (dot),85,1.0,14000,5600,12150,1615,15385,57050,9600
550322,550854,Auto,90,1.0,14000,5600,12240,1615,15385,57050,9600
549822,551112,Glare III,350,1.0,14000,5600,12240,1615,15385,57400,9600
536712,553500,Dia (dot),85,1.0,14000,5600,12240,1615,15470,57400,9600
552252,553542,Glare III,350,1.0,14000,5600,12240,1615,15470,57750,9600
555182,555714,Auto,90,1.0,14000,5600,12330,1615,15470,57750,9600
554682,555972,Glare III,350,1.0,14000,5600,12330,1615,15470,58100,9600
536712,556500,Dia (dot),85,1.0,14000,5600,12330,1615,15555,58100,9600
557112,558402,Glare III,350,1.0,14000,5600,12330,1615,15555,58450,9600
536712,559500,Dia (dot),85,1.0,14000,5600,12330,1615,15640,58450,9600
560042,560574,Auto,90,1.0,14000,5600,12420,1615,15640,58450,9600
559542,560832,Glare III,350,1.0,14000,5600,12420,1615,15640,58800,9600
536712,562500,Dia (dot),85,1.0,14000,5600,12420,1615,15725,58800,9600
561972,563262,Glare III,350,1.0,14000,5600,12420,1615,15725,59150,9600
564902,565434,Auto,90,1.0,14000,5600,12510,1615,15725,59150,9600
536712,565500,Dia (dot),85,1.0,14000,5600,12510,1615,15810,59150,9600
564402,565692,Glare III,350,1.0,14000,5600,12510,1615,15810,59500,9600
565872,567162,Dia,85,1.0,14000,5600,12510,1700,15810,59500,9600
565872,568500,Dia (dot),85,1.0,14000,5600,12510,1700,15895,59500,9600
569762,570294,Auto,90,1.0,14000,5600,12600,1700,15895,59500,9600
569262,570552,Glare III,350,1.0,14000,5600,12600,1700,15895,59850,9600
565872,571500,Dia (dot),85,1.0,14000,5600,12600,1700,15980,59850,9600
573202,573734,Auto,90,1.0,14000,5600,12690,1700,15980,59850,9600
565872,574500,Dia (dot),85,1.0,14000,5600,12690,1700,16065,59850,9600
576642,577174,Auto,90,1.0,14000,5600,12780,1700,16065,59850,9600
565872,577500,Dia (dot),85,1.0,14000,5600,12780,1700,16150,59850,9600
577332,578002,Assize,400,1.0,14000,6000,12780,1700,16150,59850,9600
578983,580273,Glare III,350,1.0,14000,6000,12780,1700,16150,60200,9600
565872,580500,Dia (dot),85,1.0,14000,6000,12780,1700,16235,60200,9600
580082,580614,Auto,90,1.0,14000,6000,12870,1700,16235,60200,9600
581413,582703,Glare III,350,1.0,14000,6000,12870,1700,16235,60550,9600
565872,583500,Dia (dot),85,1.0,14000,6000,12870,1700,16320,60550,9600
584343,584875,Auto,90,1.0,14000,6000,12960,1700,16320,60550,9600
583843,585133,Glare III,350,1.0,14000,6000,12960,1700,16320,60900,9600
565872,586500,Dia (dot),85,1.0,14000,6000,12960,1700,16405,60900,9600
586273,587563,Glare III,350,1.0,14000,6000,12960,1700,16405,61250,9600
565872,589500,Dia (dot),85,1.0,14000,6000,12960,1700,16490,61250,9600
589203,589735,Auto,90,1.0,14000,6000,13050,1700,16490,61250,9600
588703,589993,Glare III,350,1.0,14000,6000,13050,1700,16490,61600,9600
591133,592423,Glare III,350,1.0,14000,6000,13050,1700,16490,61950,9600
565872,592500,Dia (dot),85,1.0,14000,6000,13050,1700,16575,61950,9600
594063,594595,Auto,90,1.0,14000,6000,13140,1700,16575,61950,9600
593563,594853,Glare III,350,1.0,14000,6000,13140,1700,16575,62300,9600
565872,595500,Dia (dot),85,1.0,14000,6000,13140,1700,16660,62300,9600
595033,596323,Dia,85,1.0,14000,6000,13140,1785,16660,62300,9600
595033,598500,Dia (dot),85,1.0,14000,6000,13140,1785,16745,62300,9600
598923,599455,Auto,90,1.0,14000,6000,13230,1785,16745,62300,9600
598423,599713,Glare III,350,1.0,14000,6000,13230,1785,16745,62650,9600
595033,601500,Dia (dot),85,1.0,14000,6000,13230,1785,16830,62650,9600
600853,602143,Glare III,350,1.0,14000,6000,13230,1785,16830,63000,9600
603783,604315,Auto,90,1.0,14000,6000,13320,1785,16830,63000,9600
595033,604500,Dia (dot),85,1.0,14000,6000,13320,1785,16915,63000,9600
603283,604573,Glare III,350,1.0,14000,6000,13320,1785,16915,63350,9600
605713,607003,Glare III,350,1.0,14000,6000,13320,1785,16915,63700,9600
595033,607500,Dia (dot),85,1.0,14000,6000,13320,1785,17000,63700,9600
608343,608875,Auto,90,1.0,14000,6000,13410,1785,17000,63700,9600
607843,609133,Glare III,350,1.0,14000,6000,13410,1785,17000,64050,9600
609123,609973,Glare IV,640,1.0,14000,6000,13410,1785,17000,64050,10240
595033,610500,Dia (dot),85,1.0,14000,6000,13410,1785,17085,64050,10240
611093,611625,Auto,90,1.0,14000,6000,13500,1785,17085,64050,10240
611063,611913,Glare IV,640,1.0,14000,6000,13500,1785,17085,64050,10880
595033,613500,Dia (dot),85,1.0,14000,6000,13500,1785,17170,64050,10880
613003,613853,Glare IV,640,1.0,14000,6000,13500,1785,17170,64050,11520
613843,614375,Auto,90,1.0,14000,6000,13590,1785,17170,64050,11520
595033,616500,Dia (dot),85,1.0,14000,6000,13590,1785,17255,64050,11520
615604,616894,Glare III,350,1.0,14000,6000,13590,1785,17255,64400,11520
616593,617125,Auto,90,1.0,14000,6000,13680,1785,17255,64400,11520
616884,617464,Afflatus Misery,1400,1.0,15400,6000,13680,1785,17255,64400,11520
617504,618174,Assize,400,1.0,15400,6400,13680,1785,17255,64400,11520
595033,619500,Dia (dot),85,1.0,15400,6400,13680,1785,17340,64400,11520
619984,620516,Auto,90,1.0,15400,6400,13770,1785,17340,64400,11520
619484,620774,Glare III,350,1.0,15400,6400,13770,1785,17340,64750,11520
595033,622500,Dia (dot),85,1.0,15400,6400,13770,1785,17425,64750,11520
621424,622714,Glare III,350,1.0,15400,6400,13770,1785,17425,65100,11520
624164,624696,Auto,90,1.0,15400,6400,13860,1785,17425,65100,11520
623664,624954,Glare III,350,1.0,15400,6400,13860,1785,17425,65450,11520
595033,625500,Dia (dot),85,1.0,15400,6400,13860,1785,17510,65450,11520
625134,626424,Dia,85,1.0,15400,6400,13860,1870,17510,65450,11520
625134,628500,Dia (dot),85,1.0,15400,6400,13860,1870,17595,65450,11520
629024,629556,Auto,90,1.0,15400,6400,13950,1870,17595,65450,11520
628524,629814,Glare III,350,1.0,15400,6400,13950,1870,17595,65800,11520
625134,631500,Dia (dot),85,1.0,15400,6400,13950,1870,17680,65800,11520
630954,632244,Glare III,350,1.0,15400,6400,13950,1870,17680,66150,11520
633884,634416,Auto,90,1.0,15400,6400,14040,1870,17680,66150,11520
625134,634500,Dia (dot),85,1.0,15400,6400,14040,1870,17765,66150,11520
633384,634674,Glare III,350,1.0,15400,6400,14040,1870,17765,66500,11520
635814,637104,Glare III,350,1.0,15400,6400,14040,1870,17765,66850,11520
625134,637500,Dia (dot),85,1.0,15400,6400,14040,1870,17850,66850,11520
638744,639276,Auto,90,1.0,15400,6400,14130,1870,17850,66850,11520
638244,639534,Glare III,350,1.0,15400,6400,14130,1870,17850,67200,11520
625134,640500,Dia (dot),85,1.0,15400,6400,14130,1870,17935,67200,11520
640674,641964,Glare III,350,1.0,15400,6400,14130,1870,17935,67550,11520
625134,643500,Dia (dot),85,1.0,15400,6400,14130,1870,18020,67550,11520
643604,644136,Auto,90,1.0,15400,6400,14220,1870,18020,67550,11520
643104,644394,Glare III,350,1.0,15400,6400,14220,1870,18020,67900,11520
625134,646500,Dia (dot),85,1.0,15400,6400,14220,1870,18105,67900,11520
645534,646824,Glare III,350,1.0,15400,6400,14220,1870,18105,68250,11520
648464,648996,Auto,90,1.0,15400,6400,14310,1870,18105,68250,11520
647964,649254,Glare III,350,1.0,15400,6400,14310,1870,18105,68600,11520
625134,649500,Dia (dot),85,1.0,15400,6400,14310,1870,18190,68600,11520
650394,651684,Glare III,350,1.0,15400,6400,14310,1870,18190,68950,11520
651904,652436,Auto,90,1.0,15400,6400,14400,1870,18190,68950,11520
625134,652500,Dia (dot),85,1.0,15400,6400,14400,1870,18275,68950,11520
625134,655500,Dia (dot),85,1.0,15400,6400,14400,1870,18360,68950,11520
655344,655876,Auto,90,1.0,15400,6400,14490,1870,18360,68950,11520
656725,658015,Dia,85,1.0,15400,6400,14490,1955,18360,68950,11520
657504,658174,Assize,400,1.0,15400,6800,14490,1955,18360,68950,11520
656725,658500,Dia (dot),85,1.0,15400,6800,14490,1955,18445,68950,11520
658784,659316,Auto,90,1.0,15400,6800,14580,1955,18445,68950,11520
656725,661500,Dia (dot),85,1.0,15400,6800,14580,1955,18530,68950,11520
661585,662165,Afflatus Misery,1400,1.0,16800,6800,14580,1955,18530,68950,11520
662224,662756,Auto,90,1.0,16800,6800,14670,1955,18530,68950,11520
656725,664500,Dia (dot),85,1.0,16800,6800,14670,1955,18615,68950,11520
665664,666196,Auto,90,1.0,16800,6800,14760,1955,18615,68950,11520
664975,666265,Glare III,350,1.0,16800,6800,14760,1955,18615,69300,11520
656725,667500,Dia (dot),85,1.0,16800,6800,14760,1955,18700,69300,11520
667405,668695,Glare III,350,1.0,16800,6800,14760,1955,18700,69650,11520
656725,670500,Dia (dot),85,1.0,16800,6800,14760,1955,18785,69650,11520
670335,670867,Auto,90,1.0,16800,6800,14850,1955,18785,69650,11520
669835,671125,Glare III,350,1.0,16800,6800,14850,1955,18785,70000,11520
656725,673500,Dia (dot),85,1.0,16800,6800,14850,1955,18870,70000,11520
672265,673555,Glare III,350,1.0,16800,6800,14850,1955,18870,70350,11520
675195,675727,Auto,90,1.0,16800,6800,14940,1955,18870,70350,11520
674695,675985,Glare III,350,1.0,16800,6800,14940,1955,18870,70700,11520
656725,676500,Dia (dot),85,1.0,16800,6800,14940,1955,18955,70700,11520
677125,678415,Glare III,350,1.0,16800,6800,14940,1955,18955,71050,11520
656725,679500,Dia (dot),85,1.0,16800,6800,14940,1955,19040,71050,11520
680055,680587,Auto,90,1.0,16800,6800,15030,1955,19040,71050,11520
679555,680845,Glare III,350,1.0,16800,6800,15030,1955,19040,71400,11520
656725,682500,Dia (dot),85,1.0,16800,6800,15030,1955,19125,71400,11520
681985,683275,Glare III,350,1.0,16800,6800,15030,1955,19125,71750,11520
684915,685447,Auto,90,1.0,16800,6800,15120,1955,19125,71750,11520
656725,685500,Dia (dot),85,1.0,16800,6800,15120,1955,19210,71750,11520
684415,685705,Glare III,350,1.0,16800,6800,15120,1955,19210,72100,11520
685885,687175,Dia,85,1.0,16800,6800,15120,2040,19210,72100,11520
685885,688500,Dia (dot),85,1.0,16800,6800,15120,2040,19295,72100,11520
689775,690307,Auto,90,1.0,16800,6800,15210,2040,19295,72100,11520
689275,690565,Glare III,350,1.0,16800,6800,15210,2040,19295,72450,11520
685885,691500,Dia (dot),85,1.0,16800,6800,15210,2040,19380,72450,11520
691705,692995,Glare III,350,1.0,16800,6800,15210,2040,19380,72800,11520
685885,694500,Dia (dot),85,1.0,16800,6800,15210,2040,19465,72800,11520
694635,695167,Auto,90,1.0,16800,6800,15300,2040,19465,72800,11520
694135,695425,Glare III,350,1.0,16800,6800,15300,2040,19465,73150,11520
685885,697500,Dia (dot),85,1.0,16800,6800,15300,2040,19550,73150,11520
696565,697855,Glare III,350,1.0,16800,6800,15300,2040,19550,73500,11520
699495,700027,Auto,90,1.0,16800,6800,15390,2040,19550,73500,11520
699597,700267,Assize,400,1.0,16800,7200,15390,2040,19550,73500,11520
698995,700285,Glare III,350,1.0,16800,7200,15390,2040,19550,73850,11520
685885,700500,Dia (dot),85,1.0,16800,7200,15390,2040,19635,73850,11520
701425,702715,Glare III,350,1.0,16800,7200,15390,2040,19635,74200,11520
685885,703500,Dia (dot),85,1.0,16800,7200,15390,2040,19720,74200,11520
704355,704887,Auto,90,1.0,16800,7200,15480,2040,19720,74200,11520
703855,705145,Glare III,350,1.0,16800,7200,15480,2040,19720,74550,11520
685885,706500,Dia (dot),85,1.0,16800,7200,15480,2040,19805,74550,11520
707795,708327,Auto,90,1.0,16800,7200,15570,2040,19805,74550,11520
685885,709500,Dia (dot),85,1.0,16800,7200,15570,2040,19890,74550,11520
711645,712177,Auto,90,1.0,16800,7200,15660,2040,19890,74550,11520
711145,712435,Glare III,350,1.0,16800,7200,15660,2040,19890,74900,11520
685885,712500,Dia (dot),85,1.0,16800,7200,15660,2040,19975,74900,11520
685885,715500,Dia (dot),85,1.0,16800,7200,15660,2040,20060,74900,11520
716506,717038,Auto,90,1.0,16800,7200,15750,2040,20060,74900,11520
716006,717296,Glare III,350,1.0,16800,7200,15750,2040,20060,75250,11520
717476,718766,Dia,85,1.0,16800,7200,15750,2125,20060,75250,11520
717476,721500,Dia (dot),85,1.0,16800,7200,15750,2125,20145,75250,11520
721366,721898,Auto,90,1.0,16800,7200,15840,2125,20145,75250,11520
720866,722156,Glare III,350,1.0,16800,7200,15840,2125,20145,75600,11520
717476,724500,Dia (dot),85,1.0,16800,7200,15840,2125,20230,75600,11520
723296,724586,Glare III,350,1.0,16800,7200,15840,2125,20230,75950,11520
726226,726758,Auto,90,1.0,16800,7200,15930,2125,20230,75950,11520
725726,727016,Glare III,350,1.0,16800,7200,15930,2125,20230,76300,11520
717476,727500,Dia (dot),85,1.0,16800,7200,15930,2125,20315,76300,11520
727856,729146,Glare III,350,1.0,16800,7200,15930,2125,20315,76650,11520
729136,729986,Glare IV,640,1.0,16800,7200,15930,2125,20315,76650,12160
729666,730198,Auto,90,1.0,16800,7200,16020,2125,20315,76650,12160
717476,730500,Dia (dot),85,1.0,16800,7200,16020,2125,20400,76650,12160
731076,731926,Glare IV,640,1.0,16800,7200,16020,2125,20400,76650,12800
732416,732948,Auto,90,1.0,16800,7200,16110,2125,20400,76650,12800
717476,733500,Dia (dot),85,1.0,16800,7200,16110,2125,20485,76650,12800
733016,733866,Glare IV,640,1.0,16800,7200,16110,2125,20485,76650,13440
717476,736500,Dia (dot),85,1.0,16800,7200,16110,2125,20570,76650,13440
736116,736648,Auto,90,1.0,16800,7200,16200,2125,20570,76650,13440
735616,736906,Glare III,350,1.0,16800,7200,16200,2125,20570,77000,13440
737556,738846,Glare III,350,1.0,16800,7200,16200,2125,20570,77350,13440
717476,739500,Dia (dot),85,1.0,16800,7200,16200,2125,20655,77350,13440
739996,740528,Auto,90,1.0,16800,7200,16290,2125,20655,77350,13440
740105,740775,Assize,400,1.0,16800,7600,16290,2125,20655,77350,13440
739496,740786,Glare III,350,1.0,16800,7600,16290,2125,20655,77700,13440
717476,742500,Dia (dot),85,1.0,16800,7600,16290,2125,20740,77700,13440
741436,742726,Glare III,350,1.0,16800,7600,16290,2125,20740,78050,13440
744177,744709,Auto,90,1.0,16800,7600,16380,2125,20740,78050,13440
743677,744967,Glare III,350,1.0,16800,7600,16380,2125,20740,78400,13440
717476,745500,Dia (dot),85,1.0,16800,7600,16380,2125,20825,78400,13440
