sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Aerial Blast (pet),Akh Morn (pet),Astral Impulse,Auto,Crimson Cyclone,Crimson Strike,Deathflare,Earthen Fury (pet),Emerald Rite,Energy Drain,Exodus (pet),Fountain of Fire,Inferno (pet),Luxwave (pet),Mountain Buster,Necrotize,Revelation (pet),Ruby Rite,Ruin III,Ruin IV,Scarlet Flame (pet),Searing Flash,Slipstream,Slipstream (dot),Sunflare,Topaz Rite,Umbral Impulse,Wyrmwave (pet)
135731,136531,Umbral Impulse,640,1.0,1600,1300,3000,3780,1120,1120,500,1600,2240,600,3000,0,1600,1280,1280,2500,0,2480,1200,1040,0,1400,1040,360,2000,2720,7680,600
136190,136722,Auto,90,1.0,1600,1300,3000,3870,1120,1120,500,1600,2240,600,3000,0,1600,1280,1280,2500,0,2480,1200,1040,0,1400,1040,360,2000,2720,7680,600
136431,137141,Necrotize,500,1.0,1600,1300,3000,3870,1120,1120,500,1600,2240,600,3000,0,1600,1280,1280,3000,0,2480,1200,1040,0,1400,1040,360,2000,2720,7680,600
139310,139842,Auto,90,1.0,1600,1300,3000,3960,1120,1120,500,1600,2240,600,3000,0,1600,1280,1280,3000,0,2480,1200,1040,0,1400,1040,360,2000,2720,7680,600
140311,140311,Earthen Fury (pet),800,1.0,1600,1300,3000,3960,1120,1120,500,2400,2240,600,3000,0,1600,1280,1280,3000,0,2480,1200,1040,0,1400,1040,360,2000,2720,7680,600
140691,141311,Topaz Rite,340,1.0,1600,1300,3000,3960,1120,1120,500,2400,2240,600,3000,0,1600,1280,1280,3000,0,2480,1200,1040,0,1400,1040,360,2000,3060,7680,600
141391,142151,Mountain Buster,160,1.0,1600,1300,3000,3960,1120,1120,500,2400,2240,600,3000,0,1600,1280,1440,3000,0,2480,1200,1040,0,1400,1040,360,2000,3060,7680,600
142430,142962,Auto,90,1.0,1600,1300,3000,4050,1120,1120,500,2400,2240,600,3000,0,1600,1280,1440,3000,0,2480,1200,1040,0,1400,1040,360,2000,3060,7680,600
143171,143791,Topaz Rite,340,1.0,1600,1300,3000,4050,1120,1120,500,2400,2240,600,3000,0,1600,1280,1440,3000,0,2480,1200,1040,0,1400,1040,360,2000,3400,7680,600
143871,144631,Mountain Buster,160,1.0,1600,1300,3000,4050,1120,1120,500,2400,2240,600,3000,0,1600,1280,1600,3000,0,2480,1200,1040,0,1400,1040,360,2000,3400,7680,600
145550,146082,Auto,90,1.0,1600,1300,3000,4140,1120,1120,500,2400,2240,600,3000,0,1600,1280,1600,3000,0,2480,1200,1040,0,1400,1040,360,2000,3400,7680,600
145651,146271,Topaz Rite,340,1.0,1600,1300,3000,4140,1120,1120,500,2400,2240,600,3000,0,1600,1280,1600,3000,0,2480,1200,1040,0,1400,1040,360,2000,3740,7680,600
146351,147111,Mountain Buster,160,1.0,1600,1300,3000,4140,1120,1120,500,2400,2240,600,3000,0,1600,1280,1760,3000,0,2480,1200,1040,0,1400,1040,360,2000,3740,7680,600
148131,148751,Topaz Rite,340,1.0,1600,1300,3000,4140,1120,1120,500,2400,2240,600,3000,0,1600,1280,1760,3000,0,2480,1200,1040,0,1400,1040,360,2000,4080,7680,600
148670,149202,Auto,90,1.0,1600,1300,3000,4230,1120,1120,500,2400,2240,600,3000,0,1600,1280,1760,3000,0,2480,1200,1040,0,1400,1040,360,2000,4080,7680,600
148831,149591,Mountain Buster,160,1.0,1600,1300,3000,4230,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1040,360,2000,4080,7680,600
151790,152322,Auto,90,1.0,1600,1300,3000,4320,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1040,360,2000,4080,7680,600
152711,152711,Aerial Blast (pet),800,1.0,2400,1300,3000,4320,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1040,360,2000,4080,7680,600
155571,156591,Slipstream (dot),30,1.0,2400,1300,3000,4320,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1040,390,2000,4080,7680,600
155571,156591,Slipstream,520,1.0,2400,1300,3000,4320,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,390,2000,4080,7680,600
156071,156603,Auto,90,1.0,2400,1300,3000,4410,1120,1120,500,2400,2240,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,390,2000,4080,7680,600
156571,157191,Emerald Rite,280,1.0,2400,1300,3000,4410,1120,1120,500,2400,2520,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,390,2000,4080,7680,600
155571,157500,Slipstream (dot),30,1.0,2400,1300,3000,4410,1120,1120,500,2400,2520,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,420,2000,4080,7680,600
158071,158691,Emerald Rite,280,1.0,2400,1300,3000,4410,1120,1120,500,2400,2800,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,420,2000,4080,7680,600
159191,159723,Auto,90,1.0,2400,1300,3000,4500,1120,1120,500,2400,2800,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,420,2000,4080,7680,600
159571,160191,Emerald Rite,280,1.0,2400,1300,3000,4500,1120,1120,500,2400,3080,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,420,2000,4080,7680,600
155571,160500,Slipstream (dot),30,1.0,2400,1300,3000,4500,1120,1120,500,2400,3080,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,450,2000,4080,7680,600
161071,161691,Emerald Rite,280,1.0,2400,1300,3000,4500,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,450,2000,4080,7680,600
162311,162843,Auto,90,1.0,2400,1300,3000,4590,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1040,0,1400,1560,450,2000,4080,7680,600
162572,163372,Ruin IV,520,1.0,2400,1300,3000,4590,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1560,0,1400,1560,450,2000,4080,7680,600
155571,163500,Slipstream (dot),30,1.0,2400,1300,3000,4590,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1560,0,1400,1560,480,2000,4080,7680,600
165431,165963,Auto,90,1.0,2400,1300,3000,4680,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1560,0,1400,1560,480,2000,4080,7680,600
155571,166500,Slipstream (dot),30,1.0,2400,1300,3000,4680,1120,1120,500,2400,3360,600,3000,0,1600,1280,1920,3000,0,2480,1200,1560,0,1400,1560,510,2000,4080,7680,600
167152,167152,Inferno (pet),800,1.0,2400,1300,3000,4680,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,2480,1200,1560,0,1400,1560,510,2000,4080,7680,600
155571,169500,Slipstream (dot),30,1.0,2400,1300,3000,4680,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,2480,1200,1560,0,1400,1560,540,2000,4080,7680,600
169812,170432,Ruby Rite,620,1.0,2400,1300,3000,4680,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3100,1200,1560,0,1400,1560,540,2000,4080,7680,600
170312,170844,Auto,90,1.0,2400,1300,3000,4770,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3100,1200,1560,0,1400,1560,540,2000,4080,7680,600
172792,173412,Ruby Rite,620,1.0,2400,1300,3000,4770,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1200,1560,0,1400,1560,540,2000,4080,7680,600
173432,173964,Auto,90,1.0,2400,1300,3000,4860,1120,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1200,1560,0,1400,1560,540,2000,4080,7680,600
173492,174292,Crimson Cyclone,560,1.0,2400,1300,3000,4860,1680,1120,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1200,1560,0,1400,1560,540,2000,4080,7680,600
175972,176732,Crimson Strike,560,1.0,2400,1300,3000,4860,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1200,1560,0,1400,1560,540,2000,4080,7680,600
176552,177084,Auto,90,1.0,2400,1300,3000,4950,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1200,1560,0,1400,1560,540,2000,4080,7680,600
179442,180242,Ruin III,400,1.0,2400,1300,3000,4950,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1600,1560,0,1400,1560,540,2000,4080,7680,600
179942,180474,Auto,90,1.0,2400,1300,3000,5040,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,0,3720,1600,1560,0,1400,1560,540,2000,4080,7680,600
181632,181632,Revelation (pet),1300,1.0,2400,1300,3000,5040,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,1300,3720,1600,1560,0,1400,1560,540,2000,4080,7680,600
183062,183594,Auto,90,1.0,2400,1300,3000,5130,1680,1680,500,2400,3360,600,3000,0,2400,1280,1920,3000,1300,3720,1600,1560,0,1400,1560,540,2000,4080,7680,600
183412,184482,Fountain of Fire,580,1.0,2400,1300,3000,5130,1680,1680,500,2400,3360,600,3000,580,2400,1280,1920,3000,1300,3720,1600,1560,0,1400,1560,540,2000,4080,7680,600
184582,184582,Scarlet Flame (pet),150,1.0,2400,1300,3000,5130,1680,1680,500,2400,3360,600,3000,580,2400,1280,1920,3000,1300,3720,1600,1560,150,1400,1560,540,2000,4080,7680,600
186182,186714,Auto,90,1.0,2400,1300,3000,5220,1680,1680,500,2400,3360,600,3000,580,2400,1280,1920,3000,1300,3720,1600,1560,150,1400,1560,540,2000,4080,7680,600
185892,186962,Fountain of Fire,580,1.0,2400,1300,3000,5220,1680,1680,500,2400,3360,600,3000,1160,2400,1280,1920,3000,1300,3720,1600,1560,150,1400,1560,540,2000,4080,7680,600
187182,187182,Scarlet Flame (pet),150,1.0,2400,1300,3000,5220,1680,1680,500,2400,3360,600,3000,1160,2400,1280,1920,3000,1300,3720,1600,1560,300,1400,1560,540,2000,4080,7680,600
188372,189442,Fountain of Fire,580,1.0,2400,1300,3000,5220,1680,1680,500,2400,3360,600,3000,1740,2400,1280,1920,3000,1300,3720,1600,1560,300,1400,1560,540,2000,4080,7680,600
189302,189834,Auto,90,1.0,2400,1300,3000,5310,1680,1680,500,2400,3360,600,3000,1740,2400,1280,1920,3000,1300,3720,1600,1560,300,1400,1560,540,2000,4080,7680,600
189691,190761,Energy Drain,200,1.0,2400,1300,3000,5310,1680,1680,500,2400,3360,800,3000,1740,2400,1280,1920,3000,1300,3720,1600,1560,300,1400,1560,540,2000,4080,7680,600
191782,191782,Scarlet Flame (pet),150,1.0,2400,1300,3000,5310,1680,1680,500,2400,3360,800,3000,1740,2400,1280,1920,3000,1300,3720,1600,1560,450,1400,1560,540,2000,4080,7680,600
190852,191922,Fountain of Fire,580,1.0,2400,1300,3000,5310,1680,1680,500,2400,3360,800,3000,2320,2400,1280,1920,3000,1300,3720,1600,1560,450,1400,1560,540,2000,4080,7680,600
192422,192954,Auto,90,1.0,2400,1300,3000,5400,1680,1680,500,2400,3360,800,3000,2320,2400,1280,1920,3000,1300,3720,1600,1560,450,1400,1560,540,2000,4080,7680,600
193432,193432,Scarlet Flame (pet),150,1.0,2400,1300,3000,5400,1680,1680,500,2400,3360,800,3000,2320,2400,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
193332,194402,Fountain of Fire,580,1.0,2400,1300,3000,5400,1680,1680,500,2400,3360,800,3000,2900,2400,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
195542,196074,Auto,90,1.0,2400,1300,3000,5490,1680,1680,500,2400,3360,800,3000,2900,2400,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
195812,196882,Fountain of Fire,580,1.0,2400,1300,3000,5490,1680,1680,500,2400,3360,800,3000,3480,2400,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
198662,199194,Auto,90,1.0,2400,1300,3000,5580,1680,1680,500,2400,3360,800,3000,3480,2400,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
200392,200392,Inferno (pet),800,1.0,2400,1300,3000,5580,1680,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,3720,1600,1560,600,1400,1560,540,2000,4080,7680,600
203052,203672,Ruby Rite,620,1.0,2400,1300,3000,5580,1680,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4340,1600,1560,600,1400,1560,540,2000,4080,7680,600
203552,204084,Auto,90,1.0,2400,1300,3000,5670,1680,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4340,1600,1560,600,1400,1560,540,2000,4080,7680,600
206032,206652,Ruby Rite,620,1.0,2400,1300,3000,5670,1680,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
206672,207204,Auto,90,1.0,2400,1300,3000,5760,1680,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
206733,207533,Crimson Cyclone,560,1.0,2400,1300,3000,5760,2240,1680,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
209213,209973,Crimson Strike,560,1.0,2400,1300,3000,5760,2240,2240,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
209792,210324,Auto,90,1.0,2400,1300,3000,5850,2240,2240,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
212912,213444,Auto,90,1.0,2400,1300,3000,5940,2240,2240,500,2400,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
213793,213793,Earthen Fury (pet),800,1.0,2400,1300,3000,5940,2240,2240,500,3200,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4080,7680,600
214173,214793,Topaz Rite,340,1.0,2400,1300,3000,5940,2240,2240,500,3200,3360,800,3000,3480,3200,1280,1920,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4420,7680,600
214873,215633,Mountain Buster,160,1.0,2400,1300,3000,5940,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2080,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4420,7680,600
216032,216564,Auto,90,1.0,2400,1300,3000,6030,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2080,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4420,7680,600
216653,217273,Topaz Rite,340,1.0,2400,1300,3000,6030,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2080,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4760,7680,600
217353,218113,Mountain Buster,160,1.0,2400,1300,3000,6030,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2240,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4760,7680,600
219152,219684,Auto,90,1.0,2400,1300,3000,6120,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2240,3000,1300,4960,1600,1560,600,1400,1560,540,2000,4760,7680,600
219133,219753,Topaz Rite,340,1.0,2400,1300,3000,6120,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2240,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5100,7680,600
219833,220593,Mountain Buster,160,1.0,2400,1300,3000,6120,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2400,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5100,7680,600
221613,222233,Topaz Rite,340,1.0,2400,1300,3000,6120,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2400,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
222272,222804,Auto,90,1.0,2400,1300,3000,6210,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2400,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
222313,223073,Mountain Buster,160,1.0,2400,1300,3000,6210,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
225392,225924,Auto,90,1.0,2400,1300,3000,6300,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
226193,226193,Aerial Blast (pet),800,1.0,3200,1300,3000,6300,2240,2240,500,3200,3360,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
226573,227193,Emerald Rite,280,1.0,3200,1300,3000,6300,2240,2240,500,3200,3640,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
228073,228693,Emerald Rite,280,1.0,3200,1300,3000,6300,2240,2240,500,3200,3920,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
228512,229044,Auto,90,1.0,3200,1300,3000,6390,2240,2240,500,3200,3920,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
229573,230193,Emerald Rite,280,1.0,3200,1300,3000,6390,2240,2240,500,3200,4200,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
231073,231693,Emerald Rite,280,1.0,3200,1300,3000,6390,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
231632,232164,Auto,90,1.0,3200,1300,3000,6480,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,1560,540,2000,5440,7680,600
235053,236073,Slipstream,520,1.0,3200,1300,3000,6480,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,2080,540,2000,5440,7680,600
235053,236073,Slipstream (dot),30,1.0,3200,1300,3000,6480,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,2080,570,2000,5440,7680,600
235553,236085,Auto,90,1.0,3200,1300,3000,6570,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,1600,1560,600,1400,2080,570,2000,5440,7680,600
237043,237843,Ruin III,400,1.0,3200,1300,3000,6570,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,1560,600,1400,2080,570,2000,5440,7680,600
235053,238500,Slipstream (dot),30,1.0,3200,1300,3000,6570,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,1560,600,1400,2080,600,2000,5440,7680,600
238673,239205,Auto,90,1.0,3200,1300,3000,6660,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,1560,600,1400,2080,600,2000,5440,7680,600
238533,239333,Ruin IV,520,1.0,3200,1300,3000,6660,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,2080,600,1400,2080,600,2000,5440,7680,600
235053,241500,Slipstream (dot),30,1.0,3200,1300,3000,6660,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,2080,600,1400,2080,630,2000,5440,7680,600
241793,242325,Auto,90,1.0,3200,1300,3000,6750,2240,2240,500,3200,4480,800,3000,3480,3200,1280,2560,3000,1300,4960,2000,2080,600,1400,2080,630,2000,5440,7680,600
244213,244213,Luxwave (pet),160,1.0,3200,1300,3000,6750,2240,2240,500,3200,4480,800,3000,3480,3200,1440,2560,3000,1300,4960,2000,2080,600,1400,2080,630,2000,5440,7680,600
243493,244293,Umbral Impulse,640,1.0,3200,1300,3000,6750,2240,2240,500,3200,4480,800,3000,3480,3200,1440,2560,3000,1300,4960,2000,2080,600,1400,2080,630,2000,5440,8320,600
235053,244500,Slipstream (dot),30,1.0,3200,1300,3000,6750,2240,2240,500,3200,4480,800,3000,3480,3200,1440,2560,3000,1300,4960,2000,2080,600,1400,2080,660,2000,5440,8320,600
244913,245445,Auto,90,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1440,2560,3000,1300,4960,2000,2080,600,1400,2080,660,2000,5440,8320,600
245973,246773,Umbral Impulse,640,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1440,2560,3000,1300,4960,2000,2080,600,1400,2080,660,2000,5440,8960,600
247363,247363,Luxwave (pet),160,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3000,1300,4960,2000,2080,600,1400,2080,660,2000,5440,8960,600
246673,247383,Necrotize,500,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3500,1300,4960,2000,2080,600,1400,2080,660,2000,5440,8960,600
235053,247500,Slipstream (dot),30,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3500,1300,4960,2000,2080,600,1400,2080,690,2000,5440,8960,600
247373,248173,Searing Flash,700,1.0,3200,1300,3000,6840,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3500,1300,4960,2000,2080,600,2100,2080,690,2000,5440,8960,600
248033,248565,Auto,90,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3500,1300,4960,2000,2080,600,2100,2080,690,2000,5440,8960,600
248453,249253,Umbral Impulse,640,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,3500,1300,4960,2000,2080,600,2100,2080,690,2000,5440,9600,600
249153,249863,Necrotize,500,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,690,2000,5440,9600,600
235053,250500,Slipstream (dot),30,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,800,3000,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,9600,600
249853,250923,Energy Drain,200,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,1000,3000,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,9600,600
251633,251633,Exodus (pet),1500,1.0,3200,1300,3000,6930,2240,2240,500,3200,4480,1000,4500,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,9600,600
251153,251685,Auto,90,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,9600,600
250933,251733,Umbral Impulse,640,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1600,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,10240,600
251963,251963,Luxwave (pet),160,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1760,2560,4000,1300,4960,2000,2080,600,2100,2080,720,2000,5440,10240,600
252333,253133,Sunflare,1000,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1760,2560,4000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,10240,600
253513,253513,Luxwave (pet),160,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,4000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,10240,600
253414,254214,Umbral Impulse,640,1.0,3200,1300,3000,7020,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,4000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,10880,600
254273,254805,Auto,90,1.0,3200,1300,3000,7110,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,4000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,10880,600
254114,254824,Necrotize,500,1.0,3200,1300,3000,7110,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,4500,1300,4960,2000,2080,600,2100,2080,720,3000,5440,10880,600
255894,256694,Umbral Impulse,640,1.0,3200,1300,3000,7110,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,4500,1300,4960,2000,2080,600,2100,2080,720,3000,5440,11520,600
256594,257304,Necrotize,500,1.0,3200,1300,3000,7110,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,11520,600
257393,257925,Auto,90,1.0,3200,1300,3000,7200,2240,2240,500,3200,4480,1000,4500,3480,3200,1920,2560,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,11520,600
260474,260474,Earthen Fury (pet),800,1.0,3200,1300,3000,7200,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2560,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,11520,600
260513,261045,Auto,90,1.0,3200,1300,3000,7290,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2560,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5440,11520,600
260853,261473,Topaz Rite,340,1.0,3200,1300,3000,7290,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2560,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5780,11520,600
261553,262313,Mountain Buster,160,1.0,3200,1300,3000,7290,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2720,5000,1300,4960,2000,2080,600,2100,2080,720,3000,5780,11520,600
263334,263954,Topaz Rite,340,1.0,3200,1300,3000,7290,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2720,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6120,11520,600
263633,264165,Auto,90,1.0,3200,1300,3000,7380,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2720,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6120,11520,600
264034,264794,Mountain Buster,160,1.0,3200,1300,3000,7380,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2880,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6120,11520,600
265814,266434,Topaz Rite,340,1.0,3200,1300,3000,7380,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,2880,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6460,11520,600
266514,267274,Mountain Buster,160,1.0,3200,1300,3000,7380,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3040,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6460,11520,600
266753,267285,Auto,90,1.0,3200,1300,3000,7470,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3040,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6460,11520,600
268294,268914,Topaz Rite,340,1.0,3200,1300,3000,7470,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3040,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6800,11520,600
268994,269754,Mountain Buster,160,1.0,3200,1300,3000,7470,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3200,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6800,11520,600
269873,270405,Auto,90,1.0,3200,1300,3000,7560,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3200,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6800,11520,600
272874,272874,Aerial Blast (pet),800,1.0,4000,1300,3000,7560,2240,2240,500,4000,4480,1000,4500,3480,3200,1920,3200,5000,1300,4960,2000,2080,600,2100,2080,720,3000,6800,11520,600
