sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
169422,170452,Empyreal Arrow,32390.0,208952,205364,1191757,18696,175080,429326,539194,64425,528650,354483,911481,253210,537707,208093,12331,221772
170240,170998,Shot,8399.0,208952,205364,1191757,18696,175080,429326,539194,64425,528650,354483,911481,253210,546106,208093,12331,221772
170042,171692,Heartbreak Shot,20163.0,208952,205364,1191757,18696,175080,429326,559357,64425,528650,354483,911481,253210,546106,208093,12331,221772
143842,172500,Caustic Bite (dot),3875.0,208952,205364,1191757,18696,178955,429326,559357,64425,528650,354483,911481,253210,546106,208093,12331,221772
143842,172500,Stormbite (dot),4846.0,208952,205364,1191757,18696,178955,429326,559357,64425,528650,354483,911481,253210,546106,208093,12331,226618
171233,172703,Refulgent Arrow,8880.0,208952,205364,1191757,18696,178955,429326,559357,64425,528650,354483,920361,253210,546106,208093,12331,226618
171233,172703,Burst Shot,20427.0,208952,205364,1212184,18696,178955,429326,559357,64425,528650,354483,920361,253210,546106,208093,12331,226618
171853,173503,Heartbreak Shot,20176.0,208952,205364,1212184,18696,178955,429326,579533,64425,528650,354483,920361,253210,546106,208093,12331,226618
173280,174038,Shot,8399.0,208952,205364,1212184,18696,178955,429326,579533,64425,528650,354483,920361,253210,554505,208093,12331,226618
173723,175193,Burst Shot,20205.0,208952,205364,1232389,18696,178955,429326,579533,64425,528650,354483,920361,253210,554505,208093,12331,226618
173723,175193,Refulgent Arrow,9162.0,208952,205364,1232389,18696,178955,429326,579533,64425,528650,354483,929523,253210,554505,208093,12331,226618
143842,175500,Stormbite (dot),4846.0,208952,205364,1232389,18696,178955,429326,579533,64425,528650,354483,929523,253210,554505,208093,12331,231464
143842,175500,Caustic Bite (dot),3875.0,208952,205364,1232389,18696,182830,429326,579533,64425,528650,354483,929523,253210,554505,208093,12331,231464
174343,175993,Heartbreak Shot,8987.0,208952,205364,1232389,18696,182830,429326,588520,64425,528650,354483,929523,253210,554505,208093,12331,231464
176320,177078,Shot,8399.0,208952,205364,1232389,18696,182830,429326,588520,64425,528650,354483,929523,253210,562904,208093,12331,231464
176213,177683,Refulgent Arrow,9267.0,208952,205364,1232389,18696,182830,429326,588520,64425,528650,354483,938790,253210,562904,208093,12331,231464
176213,177683,Burst Shot,20123.0,208952,205364,1252512,18696,182830,429326,588520,64425,528650,354483,938790,253210,562904,208093,12331,231464
143842,178500,Caustic Bite (dot),3875.0,208952,205364,1252512,18696,186705,429326,588520,64425,528650,354483,938790,253210,562904,208093,12331,231464
143842,178500,Stormbite (dot),4846.0,208952,205364,1252512,18696,186705,429326,588520,64425,528650,354483,938790,253210,562904,208093,12331,236310
177513,179163,Heartbreak Shot,8949.0,208952,205364,1252512,18696,186705,429326,597469,64425,528650,354483,938790,253210,562904,208093,12331,236310
179360,180118,Shot,8399.0,208952,205364,1252512,18696,186705,429326,597469,64425,528650,354483,938790,253210,571303,208093,12331,236310
178703,180173,Refulgent Arrow,8709.0,208952,205364,1252512,18696,186705,429326,597469,64425,528650,354483,947499,253210,571303,208093,12331,236310
178703,180173,Burst Shot,20562.0,208952,205364,1273074,18696,186705,429326,597469,64425,528650,354483,947499,253210,571303,208093,12331,236310
179353,181003,Heartbreak Shot,11330.0,208952,205364,1273074,18696,186705,429326,608799,64425,528650,354483,947499,253210,571303,208093,12331,236310
143842,181500,Caustic Bite (dot),3875.0,208952,205364,1273074,18696,190580,429326,608799,64425,528650,354483,947499,253210,571303,208093,12331,236310
143842,181500,Stormbite (dot),4846.0,208952,205364,1273074,18696,190580,429326,608799,64425,528650,354483,947499,253210,571303,208093,12331,241156
180003,181653,Heartbreak Shot,8817.0,208952,205364,1273074,18696,190580,429326,617616,64425,528650,354483,947499,253210,571303,208093,12331,241156
181193,182663,Burst Shot,20088.0,208952,205364,1293162,18696,190580,429326,617616,64425,528650,354483,947499,253210,571303,208093,12331,241156
181193,182663,Refulgent Arrow,9312.0,208952,205364,1293162,18696,190580,429326,617616,64425,528650,354483,956811,253210,571303,208093,12331,241156
182400,183158,Shot,8399.0,208952,205364,1293162,18696,190580,429326,617616,64425,528650,354483,956811,253210,579702,208093,12331,241156
