sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,40361.547,363.307,46152.04,636.098,272290,34589846,476740
Raiton,33,112401.152,32.583,4949.108,238.559,24420,3709238,178794
Fleeting Raiju,33,105210.061,30.822,4632.479,223.032,23100,3471932,167157
Gust Slash,79,41846.911,42.163,4410.956,132.714,31600,3305906,99466
Hyosho Ranryu,13,249229.385,22.549,4322.996,332.81,16900,3239982,249433
Aeolian Edge,52,59514.712,38.854,4129.238,153.737,29120,3094765,115222
Auto,342,8909.053,41.069,4065.368,60.576,30780,3046896,45400
Spinning Edge,79,31126.582,31.622,3280.959,98.491,23700,2459000,73817
Bhavacakra,45,51997.156,25.218,3122.011,133.896,18900,2339872,100352
Suiton,20,74588.7,15.477,1990.423,124.898,11600,1491774,93608
Armor Crush,27,52438.37,18.013,1889.101,97.582,13500,1415836,73135
Tenri Jindo,7,194656.0,10.274,1818.06,187.789,7700,1362592,140743
Kunai's Bane,13,93844.692,12.142,1627.779,125.317,9100,1219981,93922
Dream Within a Dream,39,26540.769,9.367,1381.085,61.386,7020,1035090,46007
Zesho Meppo,7,127706.571,6.738,1192.761,123.57,5050,893946,92613
Phantom Kamaitachi (pet),9,82615.889,8.406,992.084,90.307,6300,743543,67683
Fuma Shuriken,7,88474.857,4.67,826.343,85.353,3500,619324,63970
Dokumori,7,48056.0,3.736,448.836,46.104,2800,336392,34554
Fleeting Raiju (pet),13,22151.308,2.775,384.224,29.598,2080,287967,22183
Spinning Edge (pet),10,15490.0,2.135,206.678,17.452,1600,154900,13080
Gust Slash (pet),9,16192.111,1.921,194.441,17.559,1440,145729,13160
Aeolian Edge (pet),8,16449.125,1.708,175.58,16.909,1280,131593,12673
Armor Crush (pet),5,16717.6,1.067,111.529,13.644,800,83588,10226
