sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,33178.691,300.405,32107.686,412.583,226300,24187266,310806
Souleater,73,44915.671,46.514,4352.542,134.189,35040,3278844,101087
Edge of Shadow,47,55595.681,28.7,3468.655,138.586,21620,2612997,104399
Syphon Strike,73,35542.301,36.824,3444.218,106.169,27740,2594588,79979
Bloodspiller,37,61479.838,29.47,3019.65,133.632,22200,2274754,100667
Auto,255,8686.584,30.465,2940.434,49.233,22950,2215079,37088
Hard Slash,73,27926.288,29.071,2706.19,83.37,21900,2038619,62804
Torcleaver,13,92644.077,14.151,1598.76,121.195,10660,1204373,91298
Shadowbringer,14,79688.857,11.151,1480.975,107.901,8400,1115644,81284
Comeuppance,13,81343.769,12.425,1403.75,106.412,9360,1057469,80162
Disesteem,7,132821.857,9.292,1234.212,127.172,7000,929753,95801
Scarlet Delirium,13,70044.923,10.699,1208.766,91.629,8060,910584,69026
Carve and Spit,13,61007.538,9.319,1052.808,79.807,7020,793098,60120
Disesteem (pet),7,87163.714,5.761,809.946,83.463,4340,610146,62874
Shadowbringer (pet),7,80132.286,5.297,744.608,76.729,3990,560926,57801
Salt and Darkness,9,52900.333,5.974,632.009,57.417,4500,476103,43253
Abyssal Drain (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Bloodspiller (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Edge of Shadow (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Salted Earth (dot),45,5082.222,2.987,303.591,12.142,2250,228700,9147
Salted Earth,9,5082.222,0.597,60.718,5.429,450,45740,4090
