sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aerial Blast (pet),Akh Morn (pet),Astral Impulse,Auto,Crimson Cyclone,Crimson Strike,Deathflare,Earthen Fury (pet),Emerald Rite,Energy Drain,Exodus (pet),Fountain of Fire,Inferno (pet),Luxwave (pet),Mountain Buster,Necrotize,Revelation (pet),Ruby Rite,Ruin III,Ruin IV,Scarlet Flame (pet),Searing Flash,Slipstream,Slipstream (dot),Sunflare,Topaz Rite,Umbral Impulse,Wyrmwave (pet)
-802,-2,Ruin III,53322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
-2,530,Auto,229.0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3118,3650,Auto,231.0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3888,3888,Luxwave (pet),19682.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,0,0
3168,3968,Umbral Impulse,93288.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,93288,0
5648,6448,Umbral Impulse,102849.0,0,0,0,460,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,196137,0
6238,6770,Auto,312.0,0,0,0,772,0,0,0,0,0,0,0,0,0,19682,0,0,0,0,53322,0,0,0,0,0,0,0,196137,0
7038,7038,Luxwave (pet),25841.0,0,0,0,772,0,0,0,0,0,0,0,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,196137,0
6348,7418,Energy Drain,40190.0,0,0,0,772,0,0,0,0,0,40190,0,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,196137,0
8828,8828,Exodus (pet),242305.0,0,0,0,772,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,196137,0
8128,8928,Umbral Impulse,128602.0,0,0,0,772,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,324739,0
9358,9890,Auto,318.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,0,0,0,53322,0,0,0,0,0,0,0,324739,0
9528,10238,Necrotize,100486.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,100486,0,0,53322,0,0,0,0,0,0,0,324739,0
10608,11408,Umbral Impulse,136318.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,45523,0,100486,0,0,53322,0,0,0,0,0,0,0,461057,0
11638,11638,Luxwave (pet),27392.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,100486,0,0,53322,0,0,0,0,0,0,0,461057,0
11308,12108,Searing Flash,149123.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,100486,0,0,53322,0,0,149123,0,0,0,0,461057,0
12008,12808,Sunflare,213034.0,0,0,0,1090,0,0,0,0,0,40190,242305,0,0,72915,0,100486,0,0,53322,0,0,149123,0,0,213034,0,461057,0
12478,13010,Auto,338.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,72915,0,100486,0,0,53322,0,0,149123,0,0,213034,0,461057,0
13188,13188,Luxwave (pet),27392.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,100486,0,0,53322,0,0,149123,0,0,213034,0,461057,0
13088,13888,Umbral Impulse,136318.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,100486,0,0,53322,0,0,149123,0,0,213034,0,597375,0
13788,14498,Necrotize,106515.0,0,0,0,1428,0,0,0,0,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,0,597375,0
15598,16130,Auto,338.0,0,0,0,1766,0,0,0,0,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,0,597375,0
15568,16368,Umbral Impulse,136318.0,0,0,0,1766,0,0,0,0,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,0,733693,0
18718,19250,Auto,338.0,0,0,0,2104,0,0,0,0,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,0,733693,0
20148,20148,Earthen Fury (pet),136981.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,0,733693,0
20528,21148,Topaz Rite,72408.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,0,207001,0,0,53322,0,0,149123,0,0,213034,72408,733693,0
21228,21988,Mountain Buster,34000.0,0,0,0,2104,0,0,0,136981,0,40190,242305,0,0,100307,34000,207001,0,0,53322,0,0,149123,0,0,213034,72408,733693,0
21838,22370,Auto,338.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,34000,207001,0,0,53322,0,0,149123,0,0,213034,72408,733693,0
23008,23628,Topaz Rite,72408.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,34000,207001,0,0,53322,0,0,149123,0,0,213034,144816,733693,0
23708,24468,Mountain Buster,34000.0,0,0,0,2442,0,0,0,136981,0,40190,242305,0,0,100307,68000,207001,0,0,53322,0,0,149123,0,0,213034,144816,733693,0
24958,25490,Auto,306.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,68000,207001,0,0,53322,0,0,149123,0,0,213034,144816,733693,0
25489,26109,Topaz Rite,61959.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,68000,207001,0,0,53322,0,0,149123,0,0,213034,206775,733693,0
26189,26949,Mountain Buster,23733.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,91733,207001,0,0,53322,0,0,149123,0,0,213034,206775,733693,0
27969,28589,Topaz Rite,49551.0,0,0,0,2748,0,0,0,136981,0,40190,242305,0,0,100307,91733,207001,0,0,53322,0,0,149123,0,0,213034,256326,733693,0
28078,28610,Auto,231.0,0,0,0,2979,0,0,0,136981,0,40190,242305,0,0,100307,91733,207001,0,0,53322,0,0,149123,0,0,213034,256326,733693,0
28669,29429,Mountain Buster,23268.0,0,0,0,2979,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,0,0,213034,256326,733693,0
31198,31730,Auto,231.0,0,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,0,0,213034,256326,733693,0
32549,32549,Aerial Blast (pet),93741.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,0,0,213034,256326,733693,0
32929,33949,Slipstream,75766.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,0,213034,256326,733693,0
32929,33949,Slipstream (dot),4366.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,4366,213034,256326,733693,0
32929,34500,Slipstream (dot),4366.0,93741,0,0,3210,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,8732,213034,256326,733693,0
34318,34850,Auto,231.0,93741,0,0,3441,0,0,0,136981,0,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,8732,213034,256326,733693,0
36409,37029,Emerald Rite,37696.0,93741,0,0,3441,0,0,0,136981,37696,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,8732,213034,256326,733693,0
32929,37500,Slipstream (dot),4366.0,93741,0,0,3441,0,0,0,136981,37696,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,13098,213034,256326,733693,0
37438,37970,Auto,231.0,93741,0,0,3672,0,0,0,136981,37696,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,13098,213034,256326,733693,0
37909,38529,Emerald Rite,37696.0,93741,0,0,3672,0,0,0,136981,75392,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,13098,213034,256326,733693,0
39409,40029,Emerald Rite,37696.0,93741,0,0,3672,0,0,0,136981,113088,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,13098,213034,256326,733693,0
32929,40500,Slipstream (dot),4366.0,93741,0,0,3672,0,0,0,136981,113088,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,17464,213034,256326,733693,0
40558,41090,Auto,231.0,93741,0,0,3903,0,0,0,136981,113088,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,17464,213034,256326,733693,0
40909,41529,Emerald Rite,37696.0,93741,0,0,3903,0,0,0,136981,150784,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,17464,213034,256326,733693,0
32929,43500,Slipstream (dot),4366.0,93741,0,0,3903,0,0,0,136981,150784,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,21830,213034,256326,733693,0
43678,44210,Auto,231.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,0,100307,115001,207001,0,0,53322,0,0,149123,75766,21830,213034,256326,733693,0
44509,44509,Inferno (pet),86091.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,0,53322,0,0,149123,75766,21830,213034,256326,733693,0
32929,46500,Slipstream (dot),4366.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,0,53322,0,0,149123,75766,26196,213034,256326,733693,0
47169,47789,Ruby Rite,83435.0,93741,0,0,4134,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,83435,53322,0,0,149123,75766,26196,213034,256326,733693,0
47669,48201,Auto,231.0,93741,0,0,4365,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,83435,53322,0,0,149123,75766,26196,213034,256326,733693,0
50149,50769,Ruby Rite,83435.0,93741,0,0,4365,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,53322,0,0,149123,75766,26196,213034,256326,733693,0
50789,51321,Auto,231.0,93741,0,0,4596,0,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,53322,0,0,149123,75766,26196,213034,256326,733693,0
50849,51649,Crimson Cyclone,75345.0,93741,0,0,4596,75345,0,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,53322,0,0,149123,75766,26196,213034,256326,733693,0
53329,54089,Crimson Strike,75345.0,93741,0,0,4596,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,53322,0,0,149123,75766,26196,213034,256326,733693,0
53909,54441,Auto,231.0,93741,0,0,4827,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,53322,0,0,149123,75766,26196,213034,256326,733693,0
56799,57599,Ruin III,53855.0,93741,0,0,4827,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,0,0,149123,75766,26196,213034,256326,733693,0
57299,57831,Auto,231.0,93741,0,0,5058,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,0,0,149123,75766,26196,213034,256326,733693,0
58289,59089,Ruin IV,69971.0,93741,0,0,5058,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,0
60419,60951,Auto,231.0,93741,0,0,5289,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,0
63249,63919,Astral Impulse,67319.0,93741,0,67319,5289,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,0
63969,63969,Wyrmwave (pet),16139.0,93741,0,67319,5289,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,16139
63539,64071,Auto,231.0,93741,0,67319,5520,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,16139
65729,66399,Astral Impulse,67319.0,93741,0,134638,5520,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,16139
67119,67119,Wyrmwave (pet),16139.0,93741,0,134638,5520,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,32278
66659,67191,Auto,231.0,93741,0,134638,5751,75345,75345,0,136981,150784,40190,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,32278
66429,67499,Energy Drain,26926.0,93741,0,134638,5751,75345,75345,0,136981,150784,67116,242305,0,86091,100307,115001,207001,0,166870,107177,69971,0,149123,75766,26196,213034,256326,733693,32278
