sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,35648.083,246.221,27934.257,221.923,185700,21068017,167374
Fell Cleave,71,74799.901,54.601,7041.624,103.898,41180,5310793,78360
Inner Chaos,22,113882.455,20.419,3321.949,20.471,15400,2505414,15439
Auto,225,9106.116,26.85,2716.622,46.732,20250,2048876,35245
Maim,61,30315.656,27.499,2451.942,80.96,20740,1849255,61060
Storm's Path,40,44656.15,26.518,2368.398,96.565,20000,1786246,72829
Primal Ruination,13,128476.077,13.789,2214.517,17.753,10400,1670189,13389
Primal Rend,13,115619.308,12.411,1992.908,15.977,9360,1503051,12050
Heavy Swing,61,21431.574,19.411,1733.394,57.243,14640,1307326,43173
Storm's Eye,21,44657.095,13.922,1243.435,69.976,10500,937799,52776
Upheaval,24,38301.583,13.365,1218.825,64.207,10080,919238,48425
Primal Wrath,13,65177.154,12.066,1123.446,80.44,9100,847303,60668
Onslaught,27,14167.667,5.37,507.196,25.203,4050,382527,19008
