sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,64723.749,276.37,41262.793,638.227,207650,31002676,479530
Blizzard in Cyan,27,126430.667,30.904,4543.344,237.005,23220,3413628,178073
Comet in Black,21,147377.095,26.273,4119.161,245.228,19740,3094919,184251
Stone in Yellow,20,131048.3,23.957,3488.356,210.767,18000,2620966,158359
Hammer Brush,14,158136.857,10.807,2946.596,22.985,8120,2213916,17270
Polishing Hammer,14,156865.571,11.18,2922.908,22.701,8400,2196118,17056
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Hammer Stamp,14,152629.429,10.435,2843.975,22.185,7840,2136812,16669
Thunder in Magenta,14,147751.714,17.515,2753.087,200.577,13160,2068524,150703
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,167123.556,11.978,2001.887,181.462,9000,1504112,136341
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,196753.286,10.248,1833.072,188.355,7700,1377273,141520
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,189414.2,7.32,1260.497,153.759,5500,947071,115526
Mog of the Ages,5,160142.6,6.655,1065.703,129.94,5000,800713,97630
Fanged Muse,5,131539.6,5.324,875.359,107.054,4000,657698,80435
Winged Muse,5,128031.6,5.324,852.014,103.804,4000,640158,77993
Clawed Muse,5,116243.6,5.324,773.568,93.575,4000,581218,70307
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
