sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4435,13878.839,432.668,32552.666,568.575,325955,24523909,428342
Burst Shot,184.67770000000002,28634.719,53.93,7019.469,167.882,40629,5288194,126476
Refulgent Arrow,91.6694,39946.405,34.07,4860.702,228.726,25667,3661863,172313
Shot,248.0,9240.577,26.335,3041.919,52.469,19840,2291663,39528
Heartbreak Shot,89.9419,25202.269,21.489,3008.836,117.184,16189,2266740,88282
Empyreal Arrow,49.0,35622.959,16.911,2316.983,90.04,12740,1745525,67833
Pitch Perfect,32.501599999999996,52936.655,14.311,2283.8,197.831,10781,1720526,149038
Radiant Encore,7.0,198032.286,9.69,1840.055,190.897,7300,1386226,143814
Apex Arrow,12.000000000000002,107492.917,10.85,1712.214,318.345,8174,1289915,239829
Blast Arrow,11.652900000000002,110607.574,10.827,1710.865,139.314,8157,1288899,104954
Stormbite (dot),251.0,3581.602,8.329,1193.295,20.613,6275,898982,15529
Resonant Arrow,7.0,121604.429,5.947,1129.911,116.227,4480,851231,87561
Sidewinder,13.0,63925.231,6.902,1103.094,84.308,5200,831028,63514
Caustic Bite (dot),250.0,2866.7,6.637,951.304,16.472,5000,716675,12409
Iron Jaws,18.0,14189.722,2.389,339.034,21.841,1800,255415,16454
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
