sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,937,37510.538,385.109,46900.748,555.194,288600,35147374,416062
Auto,335,9492.233,40.232,4243.264,62.662,30150,3179898,46959
Ouroboros,20,157414.2,30.691,4201.078,257.215,23000,3148284,192757
Uncoiled Fury,27,83462.0,24.5,3007.042,156.585,18360,2253474,117345
Reawaken,20,95568.3,20.016,2550.532,155.421,15000,1911366,116472
Fourth Generation,20,92533.1,18.148,2469.528,151.118,13600,1850662,113248
Second Generation,20,91891.25,18.148,2452.399,149.966,13600,1837825,112384
Third Generation,20,91879.75,18.148,2452.092,149.966,13600,1837595,112384
First Generation,20,87773.65,18.148,2342.508,142.837,13600,1755473,107042
Death Rattle,47,31651.383,17.561,1985.077,77.191,13160,1487615,57847
Hunter's Coil,19,77266.632,17.24,1958.991,120.131,12920,1468066,90026
Swiftskin's Coil,19,71271.895,15.719,1807.003,111.104,11780,1354166,83261
Vicewinder,20,61975.25,14.412,1653.999,99.046,10800,1239505,74225
Fourth Legacy,20,43798.9,8.54,1168.907,71.567,6400,875978,53632
Third Legacy,20,43339.05,8.54,1156.635,70.759,6400,866781,53027
Second Legacy,20,43240.8,8.54,1154.013,70.567,6400,864816,52883
First Legacy,20,41976.9,8.54,1120.282,68.312,6400,839538,51193
Swiftskin's Sting,24,33723.042,9.608,1080.003,58.763,7200,809353,44037
Reaving Fangs,24,33285.625,9.474,1065.994,58.168,7100,798855,43591
Steel Fangs,23,33975.826,9.207,1042.761,57.961,6900,781444,43436
Hunter's Sting,23,33969.348,9.207,1042.562,57.917,6900,781295,43403
Twinblood Bite,38,19581.316,8.62,992.916,43.163,6460,744090,32346
Twinfang Bite,38,19529.211,8.62,990.274,43.002,6460,742110,32226
Flanksting Strike,12,56815.0,8.006,909.769,70.044,6000,681780,52491
Hindsting Strike,12,56422.167,8.006,903.479,69.489,6000,677066,52075
Hindsbane Fang,12,55798.0,7.873,893.484,68.855,5900,669576,51600
Flanksbane Fang,11,56426.818,7.339,828.257,66.485,5500,620695,49824
Uncoiled Twinfang,27,20326.111,6.125,732.327,37.906,4590,548805,28407
Uncoiled Twinblood,26,20048.577,5.898,695.575,36.663,4420,521263,27475
