sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8128.0,8128,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19401.0,8128,0,19401,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27490.0,8128,0,19401,0,27490,12126,0,0,0,0,0,0
3397,3929,Auto,8128.0,16256,0,19401,0,27490,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,40431.0,16256,0,19401,0,27490,12126,0,0,0,40431,0,0
6757,7289,Auto,9701.0,25957,0,19401,0,27490,12126,0,0,0,40431,0,0
7670,8607,Inner Chaos,127186.0,25957,0,19401,127186,27490,12126,0,0,0,40431,0,0
8295,8918,Upheaval,43854.0,25957,0,19401,127186,27490,12126,0,0,0,40431,0,43854
8920,9587,Onslaught,15658.0,25957,0,19401,127186,27490,27784,0,0,0,40431,0,43854
10117,10649,Auto,10499.0,36456,0,19401,127186,27490,27784,0,0,0,40431,0,43854
10170,10793,Fell Cleave,105382.0,36456,105382,19401,127186,27490,27784,0,0,0,40431,0,43854
10795,11462,Onslaught,15658.0,36456,105382,19401,127186,27490,43442,0,0,0,40431,0,43854
12670,13293,Fell Cleave,105382.0,36456,210764,19401,127186,27490,43442,0,0,0,40431,0,43854
13477,14009,Auto,10499.0,46955,210764,19401,127186,27490,43442,0,0,0,40431,0,43854
15170,15793,Fell Cleave,105382.0,46955,316146,19401,127186,27490,43442,0,0,0,40431,0,43854
15795,16945,Primal Wrath,73099.0,46955,316146,19401,127186,27490,43442,0,0,73099,40431,0,43854
16837,17369,Auto,10499.0,57454,316146,19401,127186,27490,43442,0,0,73099,40431,0,43854
17670,18830,Primal Rend,130821.0,57454,316146,19401,127186,27490,43442,130821,0,73099,40431,0,43854
20197,20729,Auto,10499.0,67953,316146,19401,127186,27490,43442,130821,0,73099,40431,0,43854
20170,21230,Primal Ruination,145359.0,67953,316146,19401,127186,27490,43442,130821,145359,73099,40431,0,43854
22670,23607,Inner Chaos,127186.0,67953,316146,19401,254372,27490,43442,130821,145359,73099,40431,0,43854
