sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,39981.432,231.841,43579.047,421.594,173990,32704811,316394
Fire IV,156,82083.872,62.361,17062.73,249.215,46800,12805084,187029
Xenoglossy,31,143341.452,36.764,5921.062,211.936,27590,4443585,159052
Flare Star,26,137635.115,17.322,4768.356,173.109,13000,3578513,129913
Paradox,44,80889.977,31.66,4742.567,127.969,23760,3559159,96037
Thunder (dot),243,10318.852,19.428,3341.21,39.706,14580,2507481,29798
Despair,26,95459.846,12.126,3307.198,119.22,9100,2481956,89471
Fire III,20,59227.9,7.728,1578.419,63.082,5800,1184558,47341
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42997.0,6.956,1031.28,43.148,5220,773946,32381
High Thunder,25,22862.52,4.997,761.606,28.245,3750,571563,21197
