sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
91962,92494,Auto,0.0,0,128679,88774,279639,153877,2048324,554433,91640,319544,313810,153198
86462,94500,Thunder (dot),10027.0,0,128679,88774,279639,153877,2048324,554433,91640,319544,323837,153198
95242,95774,Auto,0.0,0,128679,88774,279639,153877,2048324,554433,91640,319544,323837,153198
94632,95792,Blizzard IV,44387.0,0,128679,133161,279639,153877,2048324,554433,91640,319544,323837,153198
95562,96232,Paradox,79886.0,0,128679,133161,279639,153877,2048324,554433,91640,399430,323837,153198
86462,97500,Thunder (dot),10027.0,0,128679,133161,279639,153877,2048324,554433,91640,399430,333864,153198
97712,98382,Paradox,79886.0,0,128679,133161,279639,153877,2048324,554433,91640,479316,333864,153198
98522,99054,Auto,0.0,0,128679,133161,279639,153877,2048324,554433,91640,479316,333864,153198
86462,100500,Thunder (dot),10027.0,0,128679,133161,279639,153877,2048324,554433,91640,479316,343891,153198
99862,101152,Fire III,60051.0,0,128679,133161,279639,213928,2048324,554433,91640,479316,343891,153198
101802,102334,Auto,0.0,0,128679,133161,279639,213928,2048324,554433,91640,479316,343891,153198
86462,103500,Thunder (dot),10027.0,0,128679,133161,279639,213928,2048324,554433,91640,479316,353918,153198
103232,104392,Fire IV,79898.0,0,128679,133161,279639,213928,2128222,554433,91640,479316,353918,153198
105882,106414,Auto,0.0,0,128679,133161,279639,213928,2128222,554433,91640,479316,353918,153198
86462,106500,Thunder (dot),10027.0,0,128679,133161,279639,213928,2128222,554433,91640,479316,363945,153198
105382,106542,Fire IV,79898.0,0,128679,133161,279639,213928,2208120,554433,91640,479316,363945,153198
107532,108692,Fire IV,79898.0,0,128679,133161,279639,213928,2288018,554433,91640,479316,363945,153198
86462,109500,Thunder (dot),10027.0,0,128679,133161,279639,213928,2288018,554433,91640,479316,373972,153198
110182,110714,Auto,0.0,0,128679,133161,279639,213928,2288018,554433,91640,479316,373972,153198
109682,110842,Fire IV,79898.0,0,128679,133161,279639,213928,2367916,554433,91640,479316,373972,153198
86462,112500,Thunder (dot),10027.0,0,128679,133161,279639,213928,2367916,554433,91640,479316,383999,153198
111832,112992,Fire IV,79898.0,0,128679,133161,279639,213928,2447814,554433,91640,479316,383999,153198
114482,115014,Auto,0.0,0,128679,133161,279639,213928,2447814,554433,91640,479316,383999,153198
113982,115142,Fire IV,79898.0,0,128679,133161,279639,213928,2527712,554433,91640,479316,383999,153198
86462,115500,Thunder (dot),10027.0,0,128679,133161,279639,213928,2527712,554433,91640,479316,394026,153198
114912,115532,Xenoglossy,131676.0,0,128679,133161,279639,213928,2527712,554433,91640,479316,394026,284874
117062,117552,Despair,93213.0,0,128679,133161,372852,213928,2527712,554433,91640,479316,394026,284874
117762,118294,Auto,0.0,0,128679,133161,372852,213928,2527712,554433,91640,479316,394026,284874
120432,121052,Flare Star,133166.0,0,128679,133161,372852,213928,2527712,687599,91640,479316,394026,284874
121042,121574,Auto,0.0,0,128679,133161,372852,213928,2527712,687599,91640,479316,394026,284874
122582,123742,Fire IV,79898.0,0,128679,133161,372852,213928,2607610,687599,91640,479316,394026,284874
123512,124182,Paradox,79886.0,0,128679,133161,372852,213928,2607610,687599,91640,559202,394026,284874
124322,124854,Auto,0.0,0,128679,133161,372852,213928,2607610,687599,91640,559202,394026,284874
