sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Dosis III,Eukrasian Dosis III (dot),Phlegma III,Pneuma,Psyche,Toxikon II
-540,40,Pneuma,49391.0,0,0,0,0,49391,0,0
40,572,Auto,21.0,21,0,0,0,49391,0,0
3401,4071,Dosis III,53462.0,21,53462,0,0,49391,0,0
3901,4433,Auto,21.0,42,53462,0,0,49391,0,0
940,4500,Eukrasian Dosis III (dot),12932.0,42,53462,12932,0,49391,0,0
5841,6511,Dosis III,55065.0,42,108527,12932,0,49391,0,0
6701,7233,Auto,22.0,64,108527,12932,0,49391,0,0
940,7500,Eukrasian Dosis III (dot),12932.0,64,108527,25864,0,49391,0,0
7322,7992,Phlegma III,105297.0,64,108527,25864,105297,49391,0,0
7942,9042,Psyche,105297.0,64,108527,25864,105297,49391,105297,0
9501,10033,Auto,22.0,86,108527,25864,105297,49391,105297,0
9762,10432,Phlegma III,105297.0,86,108527,25864,210594,49391,105297,0
940,10500,Eukrasian Dosis III (dot),12932.0,86,108527,38796,210594,49391,105297,0
940,13500,Eukrasian Dosis III (dot),12932.0,86,108527,51728,210594,49391,105297,0
13163,13833,Dosis III,57967.0,86,166494,51728,210594,49391,105297,0
13663,14195,Auto,22.0,108,166494,51728,210594,49391,105297,0
15603,16273,Dosis III,57967.0,108,224461,51728,210594,49391,105297,0
940,16500,Eukrasian Dosis III (dot),12932.0,108,224461,64660,210594,49391,105297,0
16463,16995,Auto,22.0,130,224461,64660,210594,49391,105297,0
18044,18714,Dosis III,57967.0,130,282428,64660,210594,49391,105297,0
940,19500,Eukrasian Dosis III (dot),12932.0,130,282428,77592,210594,49391,105297,0
19263,19795,Auto,22.0,152,282428,77592,210594,49391,105297,0
20484,21154,Dosis III,57967.0,152,340395,77592,210594,49391,105297,0
940,22500,Eukrasian Dosis III (dot),12932.0,152,340395,90524,210594,49391,105297,0
22924,23594,Dosis III,57967.0,152,398362,90524,210594,49391,105297,0
23424,23956,Auto,22.0,174,398362,90524,210594,49391,105297,0
940,25500,Eukrasian Dosis III (dot),12932.0,174,398362,103456,210594,49391,105297,0
26224,26756,Auto,22.0,196,398362,103456,210594,49391,105297,0
25406,28500,Eukrasian Dosis III (dot),13613.0,196,398362,117069,210594,49391,105297,0
27866,28536,Dosis III,53462.0,196,451824,117069,210594,49391,105297,0
29024,29556,Auto,21.0,217,451824,117069,210594,49391,105297,0
30307,30977,Dosis III,53462.0,217,505286,117069,210594,49391,105297,0
25406,31500,Eukrasian Dosis III (dot),13613.0,217,505286,130682,210594,49391,105297,0
32747,33417,Dosis III,49391.0,217,554677,130682,210594,49391,105297,0
33247,33779,Auto,21.0,238,554677,130682,210594,49391,105297,0
25406,34500,Eukrasian Dosis III (dot),13613.0,238,554677,144295,210594,49391,105297,0
35188,35858,Dosis III,49391.0,238,604068,144295,210594,49391,105297,0
36047,36579,Auto,21.0,259,604068,144295,210594,49391,105297,0
25406,37500,Eukrasian Dosis III (dot),13613.0,259,604068,157908,210594,49391,105297,0
37628,38298,Dosis III,49391.0,259,653459,157908,210594,49391,105297,0
38847,39379,Auto,21.0,280,653459,157908,210594,49391,105297,0
25406,40500,Eukrasian Dosis III (dot),13613.0,280,653459,171521,210594,49391,105297,0
40069,40739,Dosis III,49391.0,280,702850,171521,210594,49391,105297,0
42509,43179,Dosis III,49391.0,280,752241,171521,210594,49391,105297,0
25406,43500,Eukrasian Dosis III (dot),13613.0,280,752241,185134,210594,49391,105297,0
43009,43541,Auto,21.0,301,752241,185134,210594,49391,105297,0
44949,45619,Dosis III,49391.0,301,801632,185134,210594,49391,105297,0
45809,46341,Auto,21.0,322,801632,185134,210594,49391,105297,0
25406,46500,Eukrasian Dosis III (dot),13613.0,322,801632,198747,210594,49391,105297,0
47390,48060,Dosis III,49391.0,322,851023,198747,210594,49391,105297,0
48609,49141,Auto,21.0,343,851023,198747,210594,49391,105297,0
25406,49500,Eukrasian Dosis III (dot),13613.0,343,851023,212360,210594,49391,105297,0
49830,50500,Dosis III,49391.0,343,900414,212360,210594,49391,105297,0
25406,52500,Eukrasian Dosis III (dot),13613.0,343,900414,225973,210594,49391,105297,0
52271,52941,Dosis III,49391.0,343,949805,225973,210594,49391,105297,0
52771,53303,Auto,21.0,364,949805,225973,210594,49391,105297,0
