sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,907,33128.095,310.03,40036.165,385.367,232678,30047182,289218
Blazing Shot,105,34294.581,36.376,4798.036,126.212,27300,3600931,94722
Drill,39,89000.897,34.297,4624.957,177.617,25740,3471035,133302
Heated Clean Shot,48,52037.896,26.862,3328.202,127.471,20160,2497819,95667
Shot,284,7439.736,30.273,2815.299,44.589,22720,2112885,33464
Heated Slug Shot,49,39777.694,20.893,2597.074,98.517,15680,1949107,73937
Double Check,80,23552.4,19.187,2510.579,75.44,14400,1884192,56618
Checkmate,79,23585.899,18.947,2482.723,75.062,14220,1863286,56334
Excavator,13,134739.769,11.432,2333.93,56.542,8580,1751617,42435
Air Anchor,19,86051.526,16.709,2178.517,123.664,12540,1634979,92810
Full Metal Field,7,217286.286,8.394,2026.652,22.129,6300,1521004,16608
Heated Split Shot,50,27301.74,14.657,1818.901,68.278,11000,1365087,51243
Crowned Collider (pet),19,65360.368,13.823,1654.691,107.705,10374,1241847,80833
Arm Punch (pet),57,20106.053,12.759,1527.04,57.387,9576,1146045,43069
Chain Saw,13,88092.692,11.432,1525.921,101.498,8580,1145205,76174
Pile Bunker (pet),19,56978.842,12.051,1442.5,93.896,9044,1082598,70469
Wildfire (dot),7,148989.857,13.431,1389.644,15.174,10080,1042929,11388
Roller Dash (pet),19,38769.263,8.506,981.499,62.269,6384,736616,46733
