sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,24270.649,307.042,27850.881,374.517,232520,21091194,283618
Auto,338,5953.325,40.17,2657.138,37.913,30420,2012224,28711
Sepulchre,34,46993.676,24.244,2109.872,94.747,18360,1597785,71751
Holy Spirit,35,44347.657,22.977,2049.635,90.869,17400,1552168,68814
Supplication,34,43206.647,22.448,1939.846,87.17,17000,1469026,66013
Blade of Honor,13,106358.154,17.166,1825.795,132.707,13000,1382656,100498
Blade of Valor,13,106358.154,17.166,1825.795,132.707,13000,1382656,100498
Confiteor,13,106358.154,17.166,1825.795,132.707,13000,1382656,100498
Royal Authority,34,38997.176,20.653,1750.854,78.249,15640,1325904,59257
Atonement,34,38396.441,20.653,1723.883,76.848,15640,1305479,58196
Blade of Truth,13,93593.769,15.106,1606.675,116.78,11440,1216719,88436
Expiacion,25,42120.32,14.856,1390.495,73.204,11250,1053008,55437
Blade of Faith,13,80833.0,13.047,1387.618,100.858,9880,1050829,76379
Goring Blade,13,74449.154,12.017,1278.03,92.893,9100,967839,70347
Riot Blade,34,26454.235,14.816,1187.714,52.527,11220,899444,39778
Imperator,13,61685.0,9.957,1058.914,76.967,7540,801905,58286
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,15949.615,5.15,547.597,28.142,3900,414690,21312
Circle of Scorn (dot),125,2805.64,4.952,463.105,10.899,3750,350705,8254
Circle of Scorn,25,13096.96,4.622,432.363,22.76,3500,327424,17236
