sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,953,31009.981,290.557,39358.743,448.099,218165,29552512,336455
Drakesbane,60,64595.0,36.758,5161.75,144.921,27600,3875700,108814
Auto,268,10694.418,32.124,3817.146,63.088,24120,2866104,47370
Raiden Thrust,59,40637.254,25.145,3193.178,112.383,18880,2397598,84383
Heavens' Thrust,30,64865.967,18.379,2591.701,104.253,13800,1945979,78278
Wyrmwind Thrust,29,59562.0,16.994,2300.457,115.749,12760,1727298,86910
Stardiver,13,128550.692,14.544,2225.69,166.601,10920,1671159,125092
Mirage Dive,25,57914.52,12.652,1928.299,104.029,9500,1447863,78110
Nastrond,13,110184.615,12.466,1907.705,142.799,9360,1432400,107221
Starcross,13,107127.615,12.12,1854.777,138.837,9100,1392659,104246
Chaotic Spring (dot),239,5711.059,14.324,1817.864,31.723,10755,1364943,23819
High Jump,25,53612.52,13.318,1785.061,96.902,10000,1340313,72759
Chaotic Spring,30,43995.067,13.585,1757.81,83.404,10200,1319852,62624
Wheeling Thrust,30,43793.867,13.585,1749.772,86.53,10200,1313816,64971
Fang and Claw,30,43508.633,13.585,1738.375,85.903,10200,1305259,64500
Lance Barrage,30,43310.0,13.585,1730.439,85.454,10200,1299300,64163
Spiral Blow,30,37894.2,11.986,1514.052,74.763,9000,1136826,56136
Rise of the Dragon,7,88659.143,5.128,826.549,84.938,3850,620614,63776
Dragonfire Dive,7,80599.857,4.661,751.414,77.219,3500,564199,57980
Geirskogul,13,35938.923,4.848,622.236,45.939,3640,467206,34493
Piercing Talon,1,39705.0,0.466,52.88,14.055,350,39705,10553
True Thrust,1,23719.0,0.306,31.59,8.396,230,23719,6304
