sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,907,32601.178,310.03,39399.372,378.259,232678,29569268,283884
Blazing Shot,105,33317.657,36.376,4661.358,120.747,27300,3498354,90621
Drill,39,88042.282,34.297,4575.142,175.848,25740,3433649,131974
Heated Clean Shot,48,51978.438,26.862,3324.399,127.242,20160,2494965,95495
Shot,284,7364.306,30.273,2786.756,43.872,22720,2091463,32926
Heated Slug Shot,49,39688.959,20.893,2591.281,98.172,15680,1944759,73678
Double Check,80,23014.988,19.187,2453.293,72.802,14400,1841199,54638
Checkmate,79,23056.266,18.947,2426.972,72.476,14220,1821445,54393
Excavator,13,131523.308,11.432,2278.215,54.875,8580,1709803,41184
Air Anchor,19,86051.526,16.709,2178.517,123.664,12540,1634979,92810
Full Metal Field,7,204506.857,8.394,1907.456,20.829,6300,1431548,15632
Heated Split Shot,50,27269.4,14.657,1816.746,68.141,11000,1363470,51140
Crowned Collider (pet),19,63671.579,13.823,1611.937,102.579,10374,1209760,76986
Chain Saw,13,88092.692,11.432,1525.921,101.498,8580,1145205,76174
Arm Punch (pet),57,19586.684,12.759,1487.594,54.657,9576,1116441,41020
Pile Bunker (pet),19,55506.684,12.051,1405.231,89.426,9044,1054627,67114
Wildfire (dot),7,148989.857,13.431,1389.644,15.174,10080,1042929,11388
Roller Dash (pet),19,38666.947,8.506,978.909,62.052,6384,734672,46570
