sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1027,31633.071,333.88,43298.899,373.453,250510,32487164,280202
Auto,315,9288.994,37.785,3899.817,58.142,28350,2926033,43624
Tendo Kaeshi Setsugekka,15,182798.733,21.991,3654.513,102.047,16500,2741981,76566
Tendo Setsugekka,15,182421.733,21.991,3646.976,101.827,16500,2736326,76401
Kaeshi: Setsugekka,22,109214.045,19.939,3202.331,73.792,14960,2402709,55366
Gekko,49,48827.265,27.429,3188.772,120.574,20580,2392536,90467
Midare Setsugekka,22,107663.0,19.939,3156.852,72.714,14960,2368586,54557
Hissatsu: Shinten,78,29119.192,25.99,3027.185,90.71,19500,2271297,68060
Gyofu,82,27542.171,26.23,3010.073,87.93,19680,2258458,65974
Kasha,38,48800.974,21.271,2471.594,106.096,15960,1854437,79604
Yukikaze,38,39244.684,17.22,1987.602,85.313,12920,1491298,64010
Higanbana (dot),240,5946.333,15.994,1902.066,32.488,12000,1427120,24376
Shoha,18,75959.667,15.354,1822.303,113.688,11520,1367274,85300
Hissatsu: Senei,13,94666.538,13.861,1640.231,120.424,10400,1230665,90354
Kaeshi: Namikiri,7,168835.429,9.33,1575.167,64.372,7000,1181848,48298
Ogi Namikiri,7,168835.429,9.33,1575.167,64.372,7000,1181848,48298
Zanshin,7,114519.0,8.77,1068.417,106.88,6580,801633,80192
Jinpu,23,34274.0,9.196,1050.649,57.937,6900,788302,43470
Shifu,21,34274.0,8.397,959.288,55.361,6300,719754,41537
Higanbana,12,23512.167,3.199,376.044,28.731,2400,282146,21557
Hissatsu: Gyoten,5,12582.6,0.666,83.85,9.917,500,62913,7441
