sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,40359.767,231.841,43991.425,403.717,173990,33014289,302978
Fire IV,156,82580.526,62.361,17165.969,241.936,46800,12882562,181566
Xenoglossy,31,148643.581,36.764,6140.079,194.078,27590,4607951,145650
Flare Star,26,139440.962,17.322,4830.92,166.894,13000,3625465,125249
Paradox,44,81026.136,31.66,4750.55,125.945,23760,3565150,94518
Despair,26,96307.077,12.126,3336.55,115.209,9100,2503984,86461
Thunder (dot),243,10290.152,19.428,3331.917,37.592,14580,2500507,28212
Fire III,20,59386.0,7.728,1582.633,62.549,5800,1187720,46941
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42893.0,6.956,1028.786,42.603,5220,772074,31972
High Thunder,25,22796.4,4.997,759.403,26.715,3750,569910,20049
