sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,24082.273,307.042,27634.717,366.458,232520,20927495,277515
Auto,338,5920.97,40.17,2642.697,37.41,30420,2001288,28330
Sepulchre,34,46788.618,24.244,2100.666,93.692,18360,1590813,70952
Holy Spirit,35,44127.486,22.977,2039.459,89.749,17400,1544462,67966
Supplication,34,43063.882,22.448,1933.436,86.295,17000,1464172,65350
Blade of Honor,13,104964.462,17.166,1801.87,129.044,13000,1364538,97724
Blade of Valor,13,104964.462,17.166,1801.87,129.044,13000,1364538,97724
Confiteor,13,104964.462,17.166,1801.87,129.044,13000,1364538,97724
Royal Authority,34,38857.912,20.653,1744.601,77.628,15640,1321169,58787
Atonement,34,38326.029,20.653,1720.721,76.466,15640,1303085,57907
Blade of Truth,13,92367.154,15.106,1585.618,113.558,11440,1200773,85996
Expiacion,25,41794.16,14.856,1379.728,71.865,11250,1044854,54423
Blade of Faith,13,79773.692,13.047,1369.433,98.075,9880,1037058,74271
Goring Blade,13,73473.615,12.017,1261.283,90.33,9100,955157,68406
Riot Blade,34,26454.235,14.816,1187.714,52.527,11220,899444,39778
Imperator,13,60876.769,9.957,1045.04,74.842,7540,791398,56677
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,15740.538,5.15,540.419,27.367,3900,409254,20725
Circle of Scorn (dot),125,2783.92,4.952,459.52,10.701,3750,347990,8104
Circle of Scorn,25,12995.48,4.622,429.013,22.344,3500,324887,16921
