sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Death Rattle,First Generation,First Legacy,Flanksbane Fang,Flanksting Strike,Fourth Generation,Fourth Legacy,Hindsbane Fang,Hindsting Strike,Hunter's Coil,Hunter's Sting,Ouroboros,Reaving Fangs,Reawaken,Second Generation,Second Legacy,Steel Fangs,Swiftskin's Coil,Swiftskin's Sting,Third Generation,Third Legacy,Twinblood Bite,Twinfang Bite,Uncoiled Fury,Uncoiled Twinblood,Uncoiled Twinfang,Vicewinder
-1200,90,Reaving Fangs,200,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,622,Auto,90,1.0,90,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,2461,Swiftskin's Sting,300,1.0,90,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,0
2730,3262,Auto,90,1.0,180,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,0
3801,4381,Vicewinder,540,1.0,180,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,540
4970,5502,Auto,90,1.0,270,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,540
6352,7332,Hunter's Coil,680,1.0,270,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,540
7210,7742,Auto,90,1.0,360,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,0,300,0,0,0,0,0,0,0,540
7592,8212,Twinfang Bite,170,1.0,360,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,0,300,0,0,0,170,0,0,0,540
8212,8882,Twinblood Bite,170,1.0,360,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,0,300,0,0,170,170,0,0,0,540
8902,9522,Swiftskin's Coil,620,1.0,360,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,620,300,0,0,170,170,0,0,0,540
9450,9982,Auto,90,1.0,450,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,620,300,0,0,170,170,0,0,0,540
9522,10192,Twinblood Bite,170,1.0,450,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,620,300,0,0,340,170,0,0,0,540
10142,10762,Twinfang Bite,170,1.0,450,0,0,0,0,0,0,0,0,0,680,0,0,200,0,0,0,0,620,300,0,0,340,340,0,0,0,540
11453,12073,Reawaken,750,1.0,450,0,0,0,0,0,0,0,0,0,680,0,0,200,750,0,0,0,620,300,0,0,340,340,0,0,0,540
11690,12222,Auto,90,1.0,540,0,0,0,0,0,0,0,0,0,680,0,0,200,750,0,0,0,620,300,0,0,340,340,0,0,0,540
13930,14462,Auto,90,1.0,630,0,0,0,0,0,0,0,0,0,680,0,0,200,750,0,0,0,620,300,0,0,340,340,0,0,0,540
13324,15024,First Generation,680,1.0,630,0,680,0,0,0,0,0,0,0,680,0,0,200,750,0,0,0,620,300,0,0,340,340,0,0,0,540
13944,15234,First Legacy,320,1.0,630,0,680,320,0,0,0,0,0,0,680,0,0,200,750,0,0,0,620,300,0,0,340,340,0,0,0,540
15024,16494,Second Generation,680,1.0,630,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,0,0,620,300,0,0,340,340,0,0,0,540
16170,16702,Auto,90,1.0,720,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,0,0,620,300,0,0,340,340,0,0,0,540
15644,16714,Second Legacy,320,1.0,720,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,320,0,620,300,0,0,340,340,0,0,0,540
16725,18195,Third Generation,680,1.0,720,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,320,0,620,300,680,0,340,340,0,0,0,540
17345,18555,Third Legacy,320,1.0,720,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
18410,18942,Auto,90,1.0,810,0,680,320,0,0,0,0,0,0,680,0,0,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
18426,19896,Fourth Generation,680,1.0,810,0,680,320,0,0,680,0,0,0,680,0,0,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
19046,20116,Fourth Legacy,320,1.0,810,0,680,320,0,0,680,320,0,0,680,0,0,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
20650,21182,Auto,90,1.0,900,0,680,320,0,0,680,320,0,0,680,0,0,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
20126,22456,Ouroboros,1150,1.0,900,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
22890,23422,Auto,90,1.0,990,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,0,0,0,540
22677,23477,Uncoiled Fury,680,1.0,990,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,680,0,0,540
23297,23917,Uncoiled Twinfang,170,1.0,990,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,680,0,170,540
23917,24897,Uncoiled Twinblood,170,1.0,990,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,680,170,170,540
25130,25662,Auto,90,1.0,1080,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,680,170,170,540
25648,26448,Uncoiled Fury,680,1.0,1080,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,170,170,540
26268,26888,Uncoiled Twinfang,170,1.0,1080,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,170,340,540
26888,27868,Uncoiled Twinblood,170,1.0,1080,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,540
27370,27902,Auto,90,1.0,1170,0,680,320,0,0,680,320,0,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,540
28619,29239,Hindsbane Fang,400,1.0,1170,0,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,540
29610,30142,Auto,90,1.0,1260,0,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,540
29239,30939,Death Rattle,280,1.0,1260,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,540
30739,31319,Vicewinder,540,1.0,1260,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,1080
31850,32382,Auto,90,1.0,1350,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,1360,340,340,1080
33289,34089,Uncoiled Fury,680,1.0,1350,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,340,340,1080
33909,34529,Uncoiled Twinfang,170,1.0,1350,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,340,510,1080
34090,34622,Auto,90,1.0,1440,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,340,510,1080
34529,35509,Uncoiled Twinblood,170,1.0,1440,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,510,510,1080
36330,36862,Auto,90,1.0,1530,280,680,320,0,0,680,320,400,0,680,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,510,510,1080
36260,37240,Hunter's Coil,680,1.0,1530,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,620,300,680,320,340,340,2040,510,510,1080
36880,37500,Twinfang Bite,170,1.0,1530,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,620,300,680,320,340,510,2040,510,510,1080
37500,38170,Twinblood Bite,170,1.0,1530,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,620,300,680,320,510,510,2040,510,510,1080
38570,39102,Auto,90,1.0,1620,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,620,300,680,320,510,510,2040,510,510,1080
38811,39431,Swiftskin's Coil,620,1.0,1620,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,1240,300,680,320,510,510,2040,510,510,1080
39431,40101,Twinblood Bite,170,1.0,1620,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,1240,300,680,320,680,510,2040,510,510,1080
40051,40671,Twinfang Bite,170,1.0,1620,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,1240,300,680,320,680,680,2040,510,510,1080
40810,41342,Auto,90,1.0,1710,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,0,1240,300,680,320,680,680,2040,510,510,1080
41362,42522,Steel Fangs,300,1.0,1710,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
43050,43582,Auto,90,1.0,1800,280,680,320,0,0,680,320,400,0,1360,0,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
43482,44372,Hunter's Sting,300,1.0,1800,280,680,320,0,0,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
45290,45822,Auto,90,1.0,1890,280,680,320,0,0,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
45602,46222,Flanksting Strike,500,1.0,1890,280,680,320,0,500,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
46222,47922,Death Rattle,280,1.0,1890,560,680,320,0,500,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
47530,48062,Auto,90,1.0,1980,560,680,320,0,500,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1080
47722,48302,Vicewinder,540,1.0,1980,560,680,320,0,500,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1620
49770,50302,Auto,90,1.0,2070,560,680,320,0,500,680,320,400,0,1360,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1620
50272,51252,Hunter's Coil,680,1.0,2070,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1240,300,680,320,680,680,2040,510,510,1620
50892,51512,Twinfang Bite,170,1.0,2070,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1240,300,680,320,680,850,2040,510,510,1620
51512,52182,Twinblood Bite,170,1.0,2070,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1240,300,680,320,850,850,2040,510,510,1620
52010,52542,Auto,90,1.0,2160,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1240,300,680,320,850,850,2040,510,510,1620
52823,53443,Swiftskin's Coil,620,1.0,2160,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1860,300,680,320,850,850,2040,510,510,1620
53443,54113,Twinblood Bite,170,1.0,2160,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1860,300,680,320,1020,850,2040,510,510,1620
54063,54683,Twinfang Bite,170,1.0,2160,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
54250,54782,Auto,90,1.0,2250,560,680,320,0,500,680,320,400,0,2040,300,1150,200,750,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
55374,55994,Reawaken,750,1.0,2250,560,680,320,0,500,680,320,400,0,2040,300,1150,200,1500,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
56490,57022,Auto,90,1.0,2340,560,680,320,0,500,680,320,400,0,2040,300,1150,200,1500,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
57244,58944,First Generation,680,1.0,2340,560,1360,320,0,500,680,320,400,0,2040,300,1150,200,1500,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
57864,59154,First Legacy,320,1.0,2340,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
58730,59262,Auto,90,1.0,2430,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,680,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
58945,60415,Second Generation,680,1.0,2430,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,320,300,1860,300,680,320,1020,1020,2040,510,510,1620
59565,60635,Second Legacy,320,1.0,2430,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,680,320,1020,1020,2040,510,510,1620
60970,61502,Auto,90,1.0,2520,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,680,320,1020,1020,2040,510,510,1620
60646,62116,Third Generation,680,1.0,2520,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,320,1020,1020,2040,510,510,1620
61266,62476,Third Legacy,320,1.0,2520,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
63210,63742,Auto,90,1.0,2610,560,1360,640,0,500,680,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
62347,63817,Fourth Generation,680,1.0,2610,560,1360,640,0,500,1360,320,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
62967,64037,Fourth Legacy,320,1.0,2610,560,1360,640,0,500,1360,640,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
65450,65982,Auto,90,1.0,2700,560,1360,640,0,500,1360,640,400,0,2040,300,1150,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
64047,66377,Ouroboros,1150,1.0,2700,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2040,510,510,1620
66598,67398,Uncoiled Fury,680,1.0,2700,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,510,510,1620
67218,67838,Uncoiled Twinfang,170,1.0,2700,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,510,680,1620
67690,68222,Auto,90,1.0,2790,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,510,680,1620
67838,68818,Uncoiled Twinblood,170,1.0,2790,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,680,680,1620
69930,70462,Auto,90,1.0,2880,560,1360,640,0,500,1360,640,400,0,2040,300,2300,200,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,680,680,1620
69569,70859,Reaving Fangs,300,1.0,2880,560,1360,640,0,500,1360,640,400,0,2040,300,2300,500,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,680,680,1620
72170,72702,Auto,90,1.0,2970,560,1360,640,0,500,1360,640,400,0,2040,300,2300,500,1500,1360,640,300,1860,300,1360,640,1020,1020,2720,680,680,1620
71689,72849,Swiftskin's Sting,300,1.0,2970,560,1360,640,0,500,1360,640,400,0,2040,300,2300,500,1500,1360,640,300,1860,600,1360,640,1020,1020,2720,680,680,1620
73809,74429,Hindsting Strike,500,1.0,2970,560,1360,640,0,500,1360,640,400,500,2040,300,2300,500,1500,1360,640,300,1860,600,1360,640,1020,1020,2720,680,680,1620
74410,74942,Auto,90,1.0,3060,560,1360,640,0,500,1360,640,400,500,2040,300,2300,500,1500,1360,640,300,1860,600,1360,640,1020,1020,2720,680,680,1620
74429,76129,Death Rattle,280,1.0,3060,840,1360,640,0,500,1360,640,400,500,2040,300,2300,500,1500,1360,640,300,1860,600,1360,640,1020,1020,2720,680,680,1620
75929,77089,Steel Fangs,300,1.0,3060,840,1360,640,0,500,1360,640,400,500,2040,300,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
76650,77182,Auto,90,1.0,3150,840,1360,640,0,500,1360,640,400,500,2040,300,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
78049,78939,Hunter's Sting,300,1.0,3150,840,1360,640,0,500,1360,640,400,500,2040,600,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
78890,79422,Auto,90,1.0,3240,840,1360,640,0,500,1360,640,400,500,2040,600,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
80169,80789,Flanksbane Fang,500,1.0,3240,840,1360,640,500,500,1360,640,400,500,2040,600,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
81130,81662,Auto,90,1.0,3330,840,1360,640,500,500,1360,640,400,500,2040,600,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
80789,82489,Death Rattle,280,1.0,3330,1120,1360,640,500,500,1360,640,400,500,2040,600,2300,500,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
82289,83579,Reaving Fangs,300,1.0,3330,1120,1360,640,500,500,1360,640,400,500,2040,600,2300,800,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
83370,83902,Auto,90,1.0,3420,1120,1360,640,500,500,1360,640,400,500,2040,600,2300,800,1500,1360,640,600,1860,600,1360,640,1020,1020,2720,680,680,1620
84410,85570,Swiftskin's Sting,300,1.0,3420,1120,1360,640,500,500,1360,640,400,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,1620
85610,86142,Auto,90,1.0,3510,1120,1360,640,500,500,1360,640,400,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,1620
86530,87150,Hindsbane Fang,500,1.0,3510,1120,1360,640,500,500,1360,640,900,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,1620
87850,88382,Auto,90,1.0,3600,1120,1360,640,500,500,1360,640,900,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,1620
87150,88850,Death Rattle,280,1.0,3600,1400,1360,640,500,500,1360,640,900,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,1620
88650,89230,Vicewinder,540,1.0,3600,1400,1360,640,500,500,1360,640,900,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,2160
90090,90622,Auto,90,1.0,3690,1400,1360,640,500,500,1360,640,900,500,2040,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,2160
91200,92180,Hunter's Coil,680,1.0,3690,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1020,2720,680,680,2160
91820,92440,Twinfang Bite,170,1.0,3690,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1190,2720,680,680,2160
92330,92862,Auto,90,1.0,3780,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,1860,900,1360,640,1020,1190,2720,680,680,2160
92440,93110,Twinblood Bite,170,1.0,3780,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,1860,900,1360,640,1190,1190,2720,680,680,2160
93751,94371,Swiftskin's Coil,620,1.0,3780,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,2480,900,1360,640,1190,1190,2720,680,680,2160
94371,95041,Twinblood Bite,170,1.0,3780,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,2480,900,1360,640,1360,1190,2720,680,680,2160
94570,95102,Auto,90,1.0,3870,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,2480,900,1360,640,1360,1190,2720,680,680,2160
94991,95611,Twinfang Bite,170,1.0,3870,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,2480,900,1360,640,1360,1360,2720,680,680,2160
96810,97342,Auto,90,1.0,3960,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,600,2480,900,1360,640,1360,1360,2720,680,680,2160
96302,97462,Steel Fangs,300,1.0,3960,1400,1360,640,500,500,1360,640,900,500,2720,600,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
98422,99312,Hunter's Sting,300,1.0,3960,1400,1360,640,500,500,1360,640,900,500,2720,900,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
99050,99582,Auto,90,1.0,4050,1400,1360,640,500,500,1360,640,900,500,2720,900,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
100542,101162,Flanksting Strike,500,1.0,4050,1400,1360,640,500,1000,1360,640,900,500,2720,900,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
101290,101822,Auto,90,1.0,4140,1400,1360,640,500,1000,1360,640,900,500,2720,900,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
101162,102862,Death Rattle,280,1.0,4140,1680,1360,640,500,1000,1360,640,900,500,2720,900,2300,800,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
102662,103952,Reaving Fangs,300,1.0,4140,1680,1360,640,500,1000,1360,640,900,500,2720,900,2300,1100,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
103530,104062,Auto,90,1.0,4230,1680,1360,640,500,1000,1360,640,900,500,2720,900,2300,1100,1500,1360,640,900,2480,900,1360,640,1360,1360,2720,680,680,2160
104782,105942,Swiftskin's Sting,300,1.0,4230,1680,1360,640,500,1000,1360,640,900,500,2720,900,2300,1100,1500,1360,640,900,2480,1200,1360,640,1360,1360,2720,680,680,2160
105770,106302,Auto,90,1.0,4320,1680,1360,640,500,1000,1360,640,900,500,2720,900,2300,1100,1500,1360,640,900,2480,1200,1360,640,1360,1360,2720,680,680,2160
106902,107522,Hindsting Strike,500,1.0,4320,1680,1360,640,500,1000,1360,640,900,1000,2720,900,2300,1100,1500,1360,640,900,2480,1200,1360,640,1360,1360,2720,680,680,2160
108010,108542,Auto,90,1.0,4410,1680,1360,640,500,1000,1360,640,900,1000,2720,900,2300,1100,1500,1360,640,900,2480,1200,1360,640,1360,1360,2720,680,680,2160
107522,109222,Death Rattle,280,1.0,4410,1960,1360,640,500,1000,1360,640,900,1000,2720,900,2300,1100,1500,1360,640,900,2480,1200,1360,640,1360,1360,2720,680,680,2160
109022,110182,Steel Fangs,300,1.0,4410,1960,1360,640,500,1000,1360,640,900,1000,2720,900,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
110250,110782,Auto,90,1.0,4500,1960,1360,640,500,1000,1360,640,900,1000,2720,900,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
111142,112032,Hunter's Sting,300,1.0,4500,1960,1360,640,500,1000,1360,640,900,1000,2720,1200,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
112490,113022,Auto,90,1.0,4590,1960,1360,640,500,1000,1360,640,900,1000,2720,1200,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
113262,113882,Flanksbane Fang,500,1.0,4590,1960,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
114730,115262,Auto,90,1.0,4680,1960,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
113882,115582,Death Rattle,280,1.0,4680,2240,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1100,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
115383,116673,Reaving Fangs,300,1.0,4680,2240,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
116970,117502,Auto,90,1.0,4770,2240,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1200,1360,640,1360,1360,2720,680,680,2160
117503,118663,Swiftskin's Sting,300,1.0,4770,2240,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1500,1360,640,1360,1360,2720,680,680,2160
119210,119742,Auto,90,1.0,4860,2240,1360,640,1000,1000,1360,640,900,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1500,1360,640,1360,1360,2720,680,680,2160
119623,120243,Hindsbane Fang,500,1.0,4860,2240,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1500,1360,640,1360,1360,2720,680,680,2160
121450,121982,Auto,90,1.0,4950,2240,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1500,1360,640,1360,1360,2720,680,680,2160
120863,122563,Death Rattle,280,1.0,4950,2520,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,1500,1360,640,1200,2480,1500,1360,640,1360,1360,2720,680,680,2160
121743,122903,Steel Fangs,300,1.0,4950,2520,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,1500,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
123690,124222,Auto,90,1.0,5040,2520,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,1500,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
123863,124483,Reawaken,750,1.0,5040,2520,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
125930,126462,Auto,90,1.0,5130,2520,1360,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
125734,127434,First Generation,680,1.0,5130,2520,2040,640,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
126354,127644,First Legacy,320,1.0,5130,2520,2040,960,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
128170,128702,Auto,90,1.0,5220,2520,2040,960,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,1360,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
127435,128905,Second Generation,680,1.0,5220,2520,2040,960,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,2040,640,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
128055,129125,Second Legacy,320,1.0,5220,2520,2040,960,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,2040,960,1500,2480,1500,1360,640,1360,1360,2720,680,680,2160
129134,130604,Third Generation,680,1.0,5220,2520,2040,960,1000,1000,1360,640,1400,1000,2720,1200,2300,1400,2250,2040,960,1500,2480,1500,2040,640,1360,1360,2720,680,680,2160
