sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Gekko,Gyofu,Higanbana,Higanbana (dot),Hissatsu: Gyoten,Hissatsu: Senei,Hissatsu: Shinten,Jinpu,Kaeshi: Namikiri,Kaeshi: Setsugekka,Kasha,Midare Setsugekka,Ogi Namikiri,Shifu,Shoha,Tendo Kaeshi Setsugekka,Tendo Setsugekka,Yukikaze,Zanshin
617171,661500,Higanbana (dot),50,1.0,24930,18480,17280,2200,10750,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11220,5640
661314,662114,Yukikaze,340,1.0,24930,18480,17280,2200,10750,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
662914,663446,Auto,90,1.0,25020,18480,17280,2200,10750,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
663454,664304,Gyofu,240,1.0,25020,18480,17520,2200,10750,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
617171,664500,Higanbana (dot),50,1.0,25020,18480,17520,2200,10800,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
665204,665736,Auto,90,1.0,25110,18480,17520,2200,10800,300,8800,16500,6000,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
665594,666214,Jinpu,300,1.0,25110,18480,17520,2200,10800,300,8800,16500,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
666214,666834,Hissatsu: Shinten,250,1.0,25110,18480,17520,2200,10800,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
617171,667500,Higanbana (dot),50,1.0,25110,18480,17520,2200,10850,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
667494,668026,Auto,90,1.0,25200,18480,17520,2200,10850,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
667734,668494,Gekko,420,1.0,25200,18900,17520,2200,10850,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
669784,670316,Auto,90,1.0,25290,18900,17520,2200,10850,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
617171,670500,Higanbana (dot),50,1.0,25290,18900,17520,2200,10900,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
669875,670725,Gyofu,240,1.0,25290,18900,17760,2200,10900,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
672074,672606,Auto,90,1.0,25380,18900,17760,2200,10900,300,8800,16750,6300,6000,12920,13860,13600,6000,5700,10240,14300,14300,11560,5640
672015,672815,Shifu,300,1.0,25380,18900,17760,2200,10900,300,8800,16750,6300,6000,12920,13860,13600,6000,6000,10240,14300,14300,11560,5640
617171,673500,Higanbana (dot),50,1.0,25380,18900,17760,2200,10950,300,8800,16750,6300,6000,12920,13860,13600,6000,6000,10240,14300,14300,11560,5640
673167,673837,Hissatsu: Senei,800,1.0,25380,18900,17760,2200,10950,300,9600,16750,6300,6000,12920,13860,13600,6000,6000,10240,14300,14300,11560,5640
674155,674775,Kasha,420,1.0,25380,18900,17760,2200,10950,300,9600,16750,6300,6000,12920,14280,13600,6000,6000,10240,14300,14300,11560,5640
674364,674896,Auto,90,1.0,25470,18900,17760,2200,10950,300,9600,16750,6300,6000,12920,14280,13600,6000,6000,10240,14300,14300,11560,5640
617171,676500,Higanbana (dot),50,1.0,25470,18900,17760,2200,11000,300,9600,16750,6300,6000,12920,14280,13600,6000,6000,10240,14300,14300,11560,5640
676295,676915,Kaeshi: Setsugekka,680,1.0,25470,18900,17760,2200,11000,300,9600,16750,6300,6000,13600,14280,13600,6000,6000,10240,14300,14300,11560,5640
676654,677186,Auto,90,1.0,25560,18900,17760,2200,11000,300,9600,16750,6300,6000,13600,14280,13600,6000,6000,10240,14300,14300,11560,5640
676915,677535,Hissatsu: Shinten,250,1.0,25560,18900,17760,2200,11000,300,9600,17000,6300,6000,13600,14280,13600,6000,6000,10240,14300,14300,11560,5640
679235,679855,Midare Setsugekka,680,1.0,25560,18900,17760,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10240,14300,14300,11560,5640
679735,680267,Auto,90,1.0,25650,18900,17760,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10240,14300,14300,11560,5640
679835,680415,Shoha,640,1.0,25650,18900,17760,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11560,5640
680575,681425,Gyofu,240,1.0,25650,18900,18000,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11560,5640
682025,682557,Auto,90,1.0,25740,18900,18000,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11560,5640
682715,683515,Yukikaze,340,1.0,25740,18900,18000,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
684315,684847,Auto,90,1.0,25830,18900,18000,2200,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
685656,686276,Higanbana,200,1.0,25830,18900,18000,2400,11000,300,9600,17000,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
686256,686876,Hissatsu: Shinten,250,1.0,25830,18900,18000,2400,11000,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
686605,687137,Auto,90,1.0,25920,18900,18000,2400,11000,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
686996,687846,Gyofu,240,1.0,25920,18900,18240,2400,11000,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
685656,688500,Higanbana (dot),50,1.0,25920,18900,18240,2400,11050,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
688895,689427,Auto,90,1.0,26010,18900,18240,2400,11050,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,11900,5640
689136,689936,Yukikaze,340,1.0,26010,18900,18240,2400,11050,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
685656,691500,Higanbana (dot),50,1.0,26010,18900,18240,2400,11100,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
691185,691717,Auto,90,1.0,26100,18900,18240,2400,11100,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
691276,692126,Gyofu,240,1.0,26100,18900,18480,2400,11100,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
693475,694007,Auto,90,1.0,26190,18900,18480,2400,11100,300,9600,17250,6300,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
693416,694036,Jinpu,300,1.0,26190,18900,18480,2400,11100,300,9600,17250,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
685656,694500,Higanbana (dot),50,1.0,26190,18900,18480,2400,11150,300,9600,17250,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
695765,696297,Auto,90,1.0,26280,18900,18480,2400,11150,300,9600,17250,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
695556,696316,Gekko,420,1.0,26280,19320,18480,2400,11150,300,9600,17250,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
696176,696796,Hissatsu: Shinten,250,1.0,26280,19320,18480,2400,11150,300,9600,17500,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
685656,697500,Higanbana (dot),50,1.0,26280,19320,18480,2400,11200,300,9600,17500,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
697696,698546,Gyofu,240,1.0,26280,19320,18720,2400,11200,300,9600,17500,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
698055,698587,Auto,90,1.0,26370,19320,18720,2400,11200,300,9600,17500,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
685656,700500,Higanbana (dot),50,1.0,26370,19320,18720,2400,11250,300,9600,17500,6600,6000,13600,14280,14280,6000,6000,10880,14300,14300,12240,5640
699836,700636,Shifu,300,1.0,26370,19320,18720,2400,11250,300,9600,17500,6600,6000,13600,14280,14280,6000,6300,10880,14300,14300,12240,5640
700345,700877,Auto,90,1.0,26460,19320,18720,2400,11250,300,9600,17500,6600,6000,13600,14280,14280,6000,6300,10880,14300,14300,12240,5640
701977,702597,Kasha,420,1.0,26460,19320,18720,2400,11250,300,9600,17500,6600,6000,13600,14700,14280,6000,6300,10880,14300,14300,12240,5640
702635,703167,Auto,90,1.0,26550,19320,18720,2400,11250,300,9600,17500,6600,6000,13600,14700,14280,6000,6300,10880,14300,14300,12240,5640
702597,703217,Hissatsu: Shinten,250,1.0,26550,19320,18720,2400,11250,300,9600,17750,6600,6000,13600,14700,14280,6000,6300,10880,14300,14300,12240,5640
685656,703500,Higanbana (dot),50,1.0,26550,19320,18720,2400,11300,300,9600,17750,6600,6000,13600,14700,14280,6000,6300,10880,14300,14300,12240,5640
704117,704737,Kaeshi: Setsugekka,680,1.0,26550,19320,18720,2400,11300,300,9600,17750,6600,6000,14280,14700,14280,6000,6300,10880,14300,14300,12240,5640
704925,705457,Auto,90,1.0,26640,19320,18720,2400,11300,300,9600,17750,6600,6000,14280,14700,14280,6000,6300,10880,14300,14300,12240,5640
685656,706500,Higanbana (dot),50,1.0,26640,19320,18720,2400,11350,300,9600,17750,6600,6000,14280,14700,14280,6000,6300,10880,14300,14300,12240,5640
707057,707677,Midare Setsugekka,680,1.0,26640,19320,18720,2400,11350,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12240,5640
707557,708089,Auto,90,1.0,26730,19320,18720,2400,11350,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12240,5640
708397,709247,Gyofu,240,1.0,26730,19320,18960,2400,11350,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12240,5640
685656,709500,Higanbana (dot),50,1.0,26730,19320,18960,2400,11400,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12240,5640
709847,710379,Auto,90,1.0,26820,19320,18960,2400,11400,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12240,5640
710537,711337,Yukikaze,340,1.0,26820,19320,18960,2400,11400,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
685656,712500,Higanbana (dot),50,1.0,26820,19320,18960,2400,11450,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
712137,712669,Auto,90,1.0,26910,19320,18960,2400,11450,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
712677,713527,Gyofu,240,1.0,26910,19320,19200,2400,11450,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
714427,714959,Auto,90,1.0,27000,19320,19200,2400,11450,300,9600,17750,6600,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
714817,715437,Jinpu,300,1.0,27000,19320,19200,2400,11450,300,9600,17750,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
685656,715500,Higanbana (dot),50,1.0,27000,19320,19200,2400,11500,300,9600,17750,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
715437,716057,Hissatsu: Shinten,250,1.0,27000,19320,19200,2400,11500,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
716717,717249,Auto,90,1.0,27090,19320,19200,2400,11500,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
716958,717718,Gekko,420,1.0,27090,19740,19200,2400,11500,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
685656,718500,Higanbana (dot),50,1.0,27090,19740,19200,2400,11550,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
719007,719539,Auto,90,1.0,27180,19740,19200,2400,11550,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
719098,719948,Gyofu,240,1.0,27180,19740,19440,2400,11550,300,9600,18000,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
720338,720958,Hissatsu: Shinten,250,1.0,27180,19740,19440,2400,11550,300,9600,18250,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
685656,721500,Higanbana (dot),50,1.0,27180,19740,19440,2400,11600,300,9600,18250,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
721297,721829,Auto,90,1.0,27270,19740,19440,2400,11600,300,9600,18250,6900,6000,14280,14700,14960,6000,6300,10880,14300,14300,12580,5640
721238,721858,Kasha,420,1.0,27270,19740,19440,2400,11600,300,9600,18250,6900,6000,14280,15120,14960,6000,6300,10880,14300,14300,12580,5640
723378,723998,Kaeshi: Setsugekka,680,1.0,27270,19740,19440,2400,11600,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,14300,12580,5640
723587,724119,Auto,90,1.0,27360,19740,19440,2400,11600,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,14300,12580,5640
685656,724500,Higanbana (dot),50,1.0,27360,19740,19440,2400,11650,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,14300,12580,5640
726128,727158,Tendo Setsugekka,1100,1.0,27360,19740,19440,2400,11650,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,15400,12580,5640
726628,727160,Auto,90,1.0,27450,19740,19440,2400,11650,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,15400,12580,5640
685656,727500,Higanbana (dot),50,1.0,27450,19740,19440,2400,11700,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,14300,15400,12580,5640
727658,728688,Tendo Kaeshi Setsugekka,1100,1.0,27450,19740,19440,2400,11700,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,10880,15400,15400,12580,5640
728278,728858,Shoha,640,1.0,27450,19740,19440,2400,11700,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
728918,729450,Auto,90,1.0,27540,19740,19440,2400,11700,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
685656,730500,Higanbana (dot),50,1.0,27540,19740,19440,2400,11750,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
729798,730558,Gekko,420,1.0,27540,20160,19440,2400,11750,300,9600,18250,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
730418,731038,Hissatsu: Shinten,250,1.0,27540,20160,19440,2400,11750,300,9600,18500,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
731208,731740,Auto,90,1.0,27630,20160,19440,2400,11750,300,9600,18500,6900,6000,14960,15120,14960,6000,6300,11520,15400,15400,12580,5640
731939,732559,Kasha,420,1.0,27630,20160,19440,2400,11750,300,9600,18500,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12580,5640
685656,733500,Higanbana (dot),50,1.0,27630,20160,19440,2400,11800,300,9600,18500,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12580,5640
733179,733849,Hissatsu: Senei,800,1.0,27630,20160,19440,2400,11800,300,10400,18500,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12580,5640
733498,734030,Auto,90,1.0,27720,20160,19440,2400,11800,300,10400,18500,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12580,5640
734079,734879,Yukikaze,340,1.0,27720,20160,19440,2400,11800,300,10400,18500,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12920,5640
734699,735319,Hissatsu: Shinten,250,1.0,27720,20160,19440,2400,11800,300,10400,18750,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12920,5640
735788,736320,Auto,90,1.0,27810,20160,19440,2400,11800,300,10400,18750,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12920,5640
685656,736500,Higanbana (dot),50,1.0,27810,20160,19440,2400,11850,300,10400,18750,6900,6000,14960,15540,14960,6000,6300,11520,15400,15400,12920,5640
736829,737859,Tendo Setsugekka,1100,1.0,27810,20160,19440,2400,11850,300,10400,18750,6900,6000,14960,15540,14960,6000,6300,11520,15400,16500,12920,5640
737619,738239,Hissatsu: Shinten,250,1.0,27810,20160,19440,2400,11850,300,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,15400,16500,12920,5640
738078,738610,Auto,90,1.0,27900,20160,19440,2400,11850,300,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,15400,16500,12920,5640
738359,739389,Tendo Kaeshi Setsugekka,1100,1.0,27900,20160,19440,2400,11850,300,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,16500,16500,12920,5640
685656,739500,Higanbana (dot),50,1.0,27900,20160,19440,2400,11900,300,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,16500,16500,12920,5640
739599,740089,Hissatsu: Gyoten,100,1.0,27900,20160,19440,2400,11900,400,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,16500,16500,12920,5640
740368,740900,Auto,90,1.0,27990,20160,19440,2400,11900,400,10400,19000,6900,6000,14960,15540,14960,6000,6300,11520,16500,16500,12920,5640
741299,741799,Ogi Namikiri,1000,1.0,27990,20160,19440,2400,11900,400,10400,19000,6900,6000,14960,15540,14960,7000,6300,11520,16500,16500,12920,5640
685656,742500,Higanbana (dot),50,1.0,27990,20160,19440,2400,11950,400,10400,19000,6900,6000,14960,15540,14960,7000,6300,11520,16500,16500,12920,5640
741900,742930,Zanshin,940,1.0,27990,20160,19440,2400,11950,400,10400,19000,6900,6000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
742639,743129,Kaeshi: Namikiri,1000,1.0,27990,20160,19440,2400,11950,400,10400,19000,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
742658,743190,Auto,90,1.0,28080,20160,19440,2400,11950,400,10400,19000,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
744948,745480,Auto,90,1.0,28170,20160,19440,2400,11950,400,10400,19000,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
685656,745500,Higanbana (dot),50,1.0,28170,20160,19440,2400,12000,400,10400,19000,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
744779,745539,Gekko,420,1.0,28170,20580,19440,2400,12000,400,10400,19000,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
745399,746019,Hissatsu: Shinten,250,1.0,28170,20580,19440,2400,12000,400,10400,19250,6900,7000,14960,15540,14960,7000,6300,11520,16500,16500,12920,6580
746920,747540,Kasha,420,1.0,28170,20580,19440,2400,12000,400,10400,19250,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
747238,747770,Auto,90,1.0,28260,20580,19440,2400,12000,400,10400,19250,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
748160,748650,Hissatsu: Gyoten,100,1.0,28260,20580,19440,2400,12000,500,10400,19250,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
749060,749910,Gyofu,240,1.0,28260,20580,19680,2400,12000,500,10400,19250,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
749528,750060,Auto,90,1.0,28350,20580,19680,2400,12000,500,10400,19250,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
749680,750300,Hissatsu: Shinten,250,1.0,28350,20580,19680,2400,12000,500,10400,19500,6900,7000,14960,15960,14960,7000,6300,11520,16500,16500,12920,6580
